nome_escola,codigo_municipio,score_socioeconomico,quantidade_salas,score_potencial
CENTRO EDUCACIONAL MUNDO ENCANTADO,2100204,0.1028,8.0,0.154
CENTRO EDUCACIONAL CARAJAS,1508407,0.1771,4.0,0.1538
CENTRO DE EDUCACAO INFANTIL,2509107,0.1026,8.0,0.1538
EDUCANDARIO OLIVA ARAUJO,2918803,0.1025,8.0,0.1537
JARDIM ESCOLA HORIZONTE DA CRIANCA,2404200,0.133,7.0,0.1536
COLEGIO SANTO ANTONIO,2910057,0.1519,6.0,0.1536
CENTRO DE ESTUDOS PENTAGONO,2910057,0.1519,6.0,0.1536
ESCOLA DE ENSINO TECNICO IRMA SHEILA LTDA - ME,2910057,0.1519,6.0,0.1536
ESCOLA DE EDUCACAO INFANTIL GIRASSOL,4317707,0.1662,5.0,0.1536
ESCOLA FAMILIA AGRICOLA DE SAO JOAO DO GARRAFAO - MEPES,3204559,0.1766,4.0,0.1535
JI ANITA GARIBALDI,4204509,0.1898,2.0,0.1534
CENTRO DE EDUCACAO INFANTIL MUNDO MAGICO,3132206,0.1329,7.0,0.1534
ESCOLA DE 1º GRAU ALEGRIA DE SABER,2704401,0.1019,8.0,0.1533
ESC ED CULT DE ED INF E ENS FUND REINO ENCANTADO,5101308,0.1517,6.0,0.1532
INST MARIA IMACULADA,3125705,0.1328,7.0,0.1532
ESCOLA NOVO ESPACO,2929602,0.1015,8.0,0.1531
ESCOLA ARCO IRIS,5213707,0.1513,6.0,0.153
CENTRO EDUCACIONAL CANTINHO DO SABER,5213707,0.1513,6.0,0.153
SANTA HELENA C E I VICENTINO,4121703,0.1513,6.0,0.153
ESCOLA DE EDUCACAO INFANTIL TIA CRIS LTDAME,3515707,0.1765,4.0,0.1529
ESCOLINHA BETEL DE BURITIRAMA,2904753,0.1011,8.0,0.1529
CENTRO DE ALFABETIZACAO INFANTIL E SUPLENCIA,3515707,0.1765,4.0,0.1529
NUCLEO EDUCACIONAL EDUCAR,3515707,0.1765,4.0,0.1529
ANJINHO TRAVESSO RECREIO INFANTIL,3515707,0.1765,4.0,0.1529
ESCOLA AGATA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,4118808,0.1512,6.0,0.1529
ESCOLA DE EDUCACAO INFANTIL CASINHA DA VOVO,3515707,0.1765,4.0,0.1529
CENTRO EDUCACIONAL ESPACO CRESCER CEEC,3515707,0.1765,4.0,0.1529
NUCLEO EDUCACIONAL URSINHOS CARINHOSOS ME,3515707,0.1765,4.0,0.1529
CRECHE ESPIRITA AMOR DE CRIANCA,2313609,0.1326,7.0,0.1528
ESC CASINHA FELIZ,2924801,0.101,8.0,0.1528
INSTITUTO EDUCACIONAL LIMA INACIO,2514503,0.101,8.0,0.1528
CENTRO EDUCACIONAL FAVO DE MEL,4201950,0.1511,6.0,0.1528
ESCOLINHA TOM E JERRY,2932309,0.1007,8.0,0.1526
CENTRO EDUCACIONAL COMUNITARIO PAULA FRASSINETTI,2109601,0.1323,7.0,0.1526
EDUCANDARIO AMIGUINHOS DO SABER,5219704,0.1007,8.0,0.1526
SOSSEGO DA MAMAE EEIF,2311702,0.1007,8.0,0.1526
MORANGUINHO ESCOLA INFANTIL,3553401,0.1763,4.0,0.1525
BALAO MAGICO ESCOLA INFANTIL,3553401,0.1763,4.0,0.1525
EEI EMBALANDO SONHOS,4305306,0.1762,4.0,0.1524
MUNDO ENCANTADO CRECHE ESCOLA,2804508,0.1509,6.0,0.1524
ESC PROF OTAVIO MONTEIRO,2912103,0.132,7.0,0.1524
APRENDIZ RECREACAO INFANTIL,3551504,0.1507,6.0,0.1523
ESCOLA MARIA BERNARDA,2914703,0.176,4.0,0.1523
ESCOLA DE EDUCACAO INFANTIL MUNDO ENCANTADO,3551504,0.1507,6.0,0.1523
CENTRO EDUCACIONAL DESPERTAR,2605152,0.1003,8.0,0.1522
ESCOLA INFANTIL PINGO DE GENTE,3103405,0.1759,4.0,0.1521
CENTRO EDUCACIONAL NOVO ELDORADO,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL PAULO LIMA,3300456,0.1654,5.0,0.1521
SESI ESCOLA MACAU,2407203,0.1317,7.0,0.1521
INSTITUTO DE EDUCACAO DUQUE ALVES JARDIM ESCOLA ALGODAO DOCE,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL ALFER,3300456,0.1654,5.0,0.1521
INSTITUTO FELICIANO GOMES,3300456,0.1654,5.0,0.1521
JARDIM ESCOLA AMIGUINHOS DO REI - CENTRO EDUCACIONAL ELION,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL PAPAI DO CEU,3300456,0.1654,5.0,0.1521
CENTRO COM EM VILA PAULINE,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL CASINHA FELIZ,3300456,0.1654,5.0,0.1521
INSTITUTO EDUCACIONAL SILVA MARTINS,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL PEREIRA LEITE,3300456,0.1654,5.0,0.1521
JARDIM ESCOLA CHAPEUZINHO VERMELHO,3300456,0.1654,5.0,0.1521
CENTRO EDUCACIONAL MARTA HENRIQUE,3300456,0.1654,5.0,0.1521
INSTITUTO EDUCACIONAL NILO PESSANHA DE BELFORD ROXO,3300456,0.1654,5.0,0.1521
ESCOLA SANTA RITA,2600906,0.1002,8.0,0.152
ESCOLA BALAO MAGICO,2600906,0.1002,8.0,0.152
CENTRO DE ENSINO TECNICO -CTEC AGUA BRANCA,2200202,0.1001,8.0,0.1519
INSTITUTO EDUCACIONAL CHARLES DARWIN,2917201,0.0999,8.0,0.1518
ESCOLINHA JARDIM DO SABER,2921005,0.1502,6.0,0.1518
EDUC SONHO MEU,2506301,0.1757,4.0,0.1517
EDUCANDARIO REI DAVI,2506301,0.1757,4.0,0.1517
CENTRO EDUCACIONAL SANDRA BONFIM,1503457,0.1316,7.0,0.1517
C EDUC ATIVIDADES,3140803,0.1501,6.0,0.1516
ESCOLA ALGODAO DOCE,3161106,0.1501,6.0,0.1516
HJ CENTRO EDUCACIONAL LTDA,2802304,0.0995,8.0,0.1514
ESCOLA DE ENSINO BASICO ANTONIO LORENO,2313955,0.0995,8.0,0.1514
ESCOLINHA MONS ATAIDE,2313955,0.0995,8.0,0.1514
BRACOS ABERTOS E EI EF,4101200,0.131,7.0,0.1512
ESCOLA COMUNITARIA SANTA DULCE DOS POBRES,2105609,0.0994,8.0,0.1512
CENTRO EDUCACIONAL CONSTRUINDO O SABER,2917508,0.1901,1.0,0.1511
EDUCANDARIO PEDRO APRIGIO DE CARVALHO,2604007,0.1756,4.0,0.1511
CENTRO EDUCACIONAL PROFESSORA RAQUEL DE QUEIROZ,1301852,0.15,6.0,0.1511
CENTRO EDUCACIONAL MODESTO NOVOA,1301852,0.15,6.0,0.1511
INSTITUTO CARPINENSE DE PROFISSIONALIZACAO,2604007,0.1756,4.0,0.1511
ESCOLA COMPANHIA DAS LETRAS,2600054,0.15,6.0,0.1511
OS GLOBINHOS CENTRO EDUCACIONAL DE DEODAPOLIS,5003454,0.1309,7.0,0.151
ESCOLA O MENINO DOURADO,2923407,0.0993,8.0,0.151
ESCOLA CENTRO DO SABER,2905305,0.0993,8.0,0.151
ESCOLA SEMENTE DO SABER,2929107,0.0991,8.0,0.1509
ESCOLA COLMEIA,2929107,0.0991,8.0,0.1509
CERV - CENTRO EDUCACIONAL REIZINHO VALENTE,1506161,0.1308,7.0,0.1508
CENTRO EDUCACIONAL SARAH KALLEY,1506161,0.1308,7.0,0.1508
CENTRO EDUCACIONAL POSITIVO,2928000,0.1308,7.0,0.1508
ESCOLA INFANTIL CANTINHO DO SABER,2101400,0.1874,3.0,0.1507
CE NOVO MILENIO,2101400,0.1874,3.0,0.1507
EEM CASA FAMILIAR RURAL TRES VENDAS,4305009,0.1874,3.0,0.1507
ESCOLA PEQUENO POLEGAR,2302008,0.0982,8.0,0.1505
MAGIA DO SABER ESCOLINHA,2302602,0.1498,6.0,0.1505
ESCOLA JOAO GOMES DE SA,2914901,0.1498,6.0,0.1505
EDUCANDARIO KARINA SANTOS,2606804,0.1649,5.0,0.1502
HOTEL ESCOLA,3529203,0.1649,5.0,0.1502
MONICA ESCOLA DE EDUCACAO INFANTIL,3529203,0.1649,5.0,0.1502
ESCOLA CASINHA FELIZ,3305604,0.1304,7.0,0.1502
ESC PART DE ENS FUND MONTEIRO LOBATO,4301305,0.1494,6.0,0.1501
EEI MONTEIRO LOBATO,4301305,0.1494,6.0,0.1501
UNIVERSO CURSOS E CONSULTORIA,2803401,0.0975,8.0,0.15
ESCOLA ESTRELA DE DAVI,2922300,0.1302,7.0,0.15
ESCOLINHA SONHO DE CRIANCA,2928802,0.1493,6.0,0.1499
CENTRO EDUCACIONAL AQUARELA,2211209,0.1493,6.0,0.1499
ESCOLA ALEGRIA DO SABER,2211209,0.1493,6.0,0.1499
COLEGIO PRIME,2928802,0.1493,6.0,0.1499
ESCOLA EMILIA FERREIRO,2928802,0.1493,6.0,0.1499
ESCOLA TIA NICE,2928802,0.1493,6.0,0.1499
ESPACO CONEXAO INFANTIL,2616407,0.1751,4.0,0.1498
MONTEIRO LOBATO COLEGIO,2305506,0.1751,4.0,0.1498
SISTEMA EDUCACIONAL N S DE FATIMA,2616407,0.1751,4.0,0.1498
EDUCANDARIO CONSTRUTORES DO SABER,2112308,0.1299,7.0,0.1498
EDUCANDARIO CORACAO DE JESUS,2616407,0.1751,4.0,0.1498
ESCOLA BATISTA DE CENTRAL - EBC,2907608,0.0974,8.0,0.1498
CENTRO EDUCACIONAL UNIVERSO - CEU - ABP,2907608,0.0974,8.0,0.1498
ESCOLA VOO LIVRE,2616407,0.1751,4.0,0.1498
ESCOLINHA MARINHEIRO,2616407,0.1751,4.0,0.1498
EDUCANDARIO MONTEIRO LOBATO,2616407,0.1751,4.0,0.1498
CENTRO EDUCACIONAL SESC LER DE CRATEUS-CE,2304103,0.1646,5.0,0.1497
ELDORADO COLEGIO,2313005,0.0972,8.0,0.1497
CERTO-COLEGIO DE ENSINO FENDAMENTAL E MEDIO,2512903,0.1297,7.0,0.1496
CRECHE ESCOLA DE EDUCACAO BASICA EDUCAR,2708600,0.1492,6.0,0.1496
CENTRO PROFISSIONALIZANTE ANNA NERY,2708600,0.1492,6.0,0.1496
CENTRO EDUCACIONAL INTEGRADO,2501005,0.0967,8.0,0.1494
CENTRO EDUCACIONAL BEM ME QUER,2922003,0.1644,5.0,0.1493
EDUCANDARIO DECISAO,2612505,0.1644,5.0,0.1493
FUNDACAO ESCOLA LINCE KEMPIM,1101500,0.0963,8.0,0.1492
EEIF NOSSA SENHORA DA CONCEICAO,2500700,0.0964,8.0,0.1492
ESCOLA TEMPO DE APRENDER,2605202,0.1488,6.0,0.1491
ESCOLA SEMENTE DO AMANHA,2605202,0.1488,6.0,0.1491
ESCOLA SONHO MEU,2605202,0.1488,6.0,0.1491
ESCOLA CRESCENDO E APRENDENDO,2605202,0.1488,6.0,0.1491
INSTITUTO EDUCACIONAL SALES E NASCIMENTO LTDA,2913705,0.1288,7.0,0.149
CENTRO EDUCACIONAL ACADEMIA DO SABER,2607703,0.0958,8.0,0.149
ESCOLA LUDWIG ECKES,2913705,0.1288,7.0,0.149
COOPERATIVA EDUCACIONAL DE GIRAU DO PONCIANO - LTDA,2702900,0.1287,7.0,0.1489
JD ESCOLA ANA LUZIA,3301702,0.1883,2.0,0.1488
FARIAS COSTA CENTRO EDUCACIONAL,2306504,0.095,8.0,0.1488
ESCOLA EVANGELICA DE EDUCACAO INFANTIL TEMPO DE PLANTAR,4313375,0.1864,3.0,0.1487
ESCOLA EVANGELICA DE EDUCACAO INFANTIL BOA SEMENTE,4313375,0.1864,3.0,0.1487
JEITO INOCENTE ESCOLA INFANTIL LTDA,4313375,0.1864,3.0,0.1487
ESCOLA GRACA DIVINA,2901007,0.1485,6.0,0.1485
ESCOLA EVANGELICA ARCA DO SABER,2404507,0.0942,8.0,0.1484
CENTRO DE EDUCACAO INFANTIL PRIMAR,3133105,0.1636,5.0,0.1484
INSTITUTO EDUCACIONAL RAIO DE SOL,3109204,0.0941,8.0,0.1483
ESCOLA SEMEAR,2707701,0.1483,6.0,0.1482
ESCOLA FAMILIA AGRICOLA DE ENSINO FUNDAMENTAL E MEDIO E EDUCACAO PROFISSIONAL DO BLEY - MEPES,3204708,0.1749,4.0,0.1482
ESCOLA PINTE O SETE,2903276,0.094,8.0,0.1482
SISTEMA DE ENSINO INVICTUS PIABETA,3302502,0.1749,4.0,0.1482
CENTRO EDUCACIONAL THEOPHILO,3304144,0.1635,5.0,0.1481
INSTITUTO DE EDUCACAO E SABER,3141603,0.0939,8.0,0.1481
ESC MARGARIDA GONCALVES,2102804,0.1279,7.0,0.1481
INSTITUTO CRISPE DE EDUCACAO,3304144,0.1635,5.0,0.1481
EDUCANDARIO SAGRADO CORACAO DE JESUS,2210409,0.0936,8.0,0.148
ESCOLA BATISTA TIA SIDALVA,2932705,0.1278,7.0,0.1479
INSTITUTO EDUCACIONAL KIARELLY,2916807,0.0934,8.0,0.1479
NUCLEO ESCOLAR PRINCIPIO DO SABER,2409803,0.0928,8.0,0.1478
ASSOCIACAO DA ESCOLA COMUNITARIA CASA FAMILIAR RURAL HERNANI OLIVEIRA FRANCO DE MOJU,1504703,0.1482,6.0,0.1478
EDUCANDARIO MONTE MORIA DE JAPERI,3302270,0.1482,6.0,0.1478
CENTRO EDUCACIONAL CARVALHO BRAGA UNIDADE 3,3302270,0.1482,6.0,0.1478
CENTRO EDUCACIONAL ESPERANCA NO SABER,2409803,0.0928,8.0,0.1478
CENTRO DE ENSINO NOVA OPCAO,3302270,0.1482,6.0,0.1478
CENTRO EDUCACIONAL MUNDO ENCANTADO,2801504,0.0928,8.0,0.1478
INSTITUTO EDUCACIONAL DO REINO DE DEUS,2605509,0.0928,8.0,0.1478
INSTITUTO EDUCACIONAL IMPERADOR,1508100,0.186,3.0,0.1477
EDUCANDARIO MONSENHOR GONCALO,2612455,0.0926,8.0,0.1476
PARAISO DA CRIANCA EEIF,2309508,0.0927,8.0,0.1476
ESCOLA BEM ME QUER,5216403,0.1481,6.0,0.1476
CENTRO DE ENSINO CONECTA,1501501,0.1481,6.0,0.1476
COLEGIO APTO,4217402,0.1858,3.0,0.1475
ELIM INSTITUTO EDUCACIONAL,2310506,0.1275,7.0,0.1475
CENTRO EDUCACIONAL ALMEIDA SANTOS,2804201,0.0921,8.0,0.1473
CENTRO EDUCACIONAL CRIARTE LTDA,3306156,0.0922,8.0,0.1473
ESCOLINHA SEMPRE VIVA,2907806,0.1273,7.0,0.1473
ESCOLINHA ARCO IRIS,2931301,0.0919,8.0,0.1472
COLEGIO EVOLUIR,2200400,0.1478,6.0,0.1471
ANJO GABRIEL ESCOLA,2307650,0.1632,5.0,0.1471
ESCOLA ESPACO DO SABER,2607802,0.0918,8.0,0.1471
COLEGIO FENIX LTDA,2200400,0.1478,6.0,0.1471
CRECHE ESCOLA SEMENTE DO SABER,2307650,0.1632,5.0,0.1471
COLEGIO EDUCAR PARA AVANCAR LTDA,2307650,0.1632,5.0,0.1471
COLEGIO RIZOMA,2307650,0.1632,5.0,0.1471
CENTRO PEDAGOGICO TIA FATIMA,2307650,0.1632,5.0,0.1471
CRECHE ESCOLA JESUS JOSE E MARIA II,2307650,0.1632,5.0,0.1471
ESCOLA ALEGRIA DO SABER,2603504,0.0917,8.0,0.147
INSTITUTO EDUCACIONAL FLORISBELA,3154606,0.174,4.0,0.147
ESCOLA CRIATIVA NOVA,2914000,0.1477,6.0,0.1469
EDUCANDARIO MENINO JESUS,2607505,0.1269,7.0,0.1469
ESCOLA ESCREVENDO O FUTURO,5100409,0.1477,6.0,0.1469
CENTRO EDUCACIONAL MARIA IMACULADA,3301157,0.0913,8.0,0.1468
EEI ARCA DE NOE,4321709,0.1738,4.0,0.1467
CENTRO INDIGENA DE FORMACAO E CULTURA RAPOSA SERRA DO SOL,1400456,0.1268,7.0,0.1467
CENTRO EDUCACIONAL CARLOS FERREIRA,2930501,0.1737,4.0,0.1465
ESCOLA AMIGUINHOS DO SABER,2930501,0.1737,4.0,0.1465
SENAI SERRINHA,2930501,0.1737,4.0,0.1465
CENTRO EDUCACIONAL PAULA FRASSINETTI,2102200,0.1262,7.0,0.1464
CENTRO EDUCACIONAL AQUARELA,3166808,0.1467,6.0,0.1463
COL PRESIDENTE JUSCELINO KUBITSCHEK,2105427,0.1259,7.0,0.1462
ESCOLA SONHO INFANTIL,2110708,0.1464,6.0,0.1461
CENTRO EDUCACIONAL TEMPO DE APRENDER,2504900,0.0899,8.0,0.1461
ESCOLA BRANCA DE NEVE,2904704,0.0899,8.0,0.1461
JARDIM INDEPENDENCIA ASSOCIACAO MORADORES DA REGIAO,3515004,0.1845,3.0,0.1461
PRESBITERIANA DE CAPUAVA ASSOCIACAO,3515004,0.1845,3.0,0.1461
COLEGIO ESPACO EDUCACIONAL GENTE CRESCENDO,2103703,0.1256,7.0,0.146
ESCOLA BRINCAR E APRENDER,2901908,0.0898,8.0,0.146
INSTITUTO EDUCACIONAL EM SAUDE TECNOLOGICA ESPORTE E CULTURA- IESTEC,2103703,0.1256,7.0,0.146
CENTRO EDUCACIONAL ELEUTHERIA,2901908,0.0898,8.0,0.146
ESCOLA INFANTIL PINGO DE GENTE,1508159,0.1463,6.0,0.1459
ESCOLA PEQUENOS BRILHANTES,2910503,0.1463,6.0,0.1459
CONEXAO KIDS C E I,4101101,0.1734,4.0,0.1457
COLEGIO PRESBITERIANO DE MONTE MOR,3531803,0.1842,3.0,0.1455
COLEGIO BULL KIDS DE MONTE MOR,3531803,0.1842,3.0,0.1455
ESCOLA NOVA DIMENSAO,2913200,0.1249,7.0,0.1455
CENTRO EDUCACIONAL PASSOS DO SABER,2913200,0.1249,7.0,0.1455
MONTE MOR COLEGIO,3531803,0.1842,3.0,0.1455
COLEGIO SAO FRANCISCO,2102325,0.1462,6.0,0.1454
ESCOLA PARTICULAR SHALOM EL SHADAY,5005202,0.1462,6.0,0.1454
ESCOLA MENINO JESUS,2610905,0.1628,5.0,0.1454
CRAVINHOS CENTRO EDUCACIONAL DE,3513108,0.1841,3.0,0.1454
INSTITUTO CIENTIFICO EDUCACIONAL IMPACTO SOLUCOES - ICEIS,2805703,0.1462,6.0,0.1454
COLEGIO ANTONIO DINO,2113009,0.1248,7.0,0.1453
COLEGIO PROFESSOR LEONIDAS,2103802,0.1248,7.0,0.1453
CENTRO EDUCACIONAL SANTO ANTONIO - CESA,2303006,0.0882,8.0,0.1453
CENTRO EDUCACIONAL D PEDRO I,2613107,0.1247,7.0,0.1452
ESCOLA MUNDO MAGICO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,4103602,0.1627,5.0,0.1451
COLEGIO PADRE JOSE DE ANCHIETA,2900306,0.088,8.0,0.145
SENAI- CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE CAXIAS,2103000,0.1731,4.0,0.145
SUPERACAO COLEGIO,3529807,0.088,8.0,0.145
IPP INSTITUTO PROFISSIONALIZANTE PARADIGMA LTDA-ME,1500107,0.1624,5.0,0.1449
M EDUCAR INSTITUTO,2304236,0.0878,8.0,0.1449
ESCOLA NOSSA SENHORA SANTANA,1500107,0.1624,5.0,0.1449
INSTITUTO EDUCACIONAL SONHO MEU,2604908,0.0877,8.0,0.1448
SETE SERVICOS EMPRESARIAIS TRABALHO EDUCACAO LTDAME,2926004,0.1459,6.0,0.1448
ESCOLA AQUARELA LTDA,2405603,0.0869,8.0,0.1447
CENTRO EDUCACIONAL SESC LER DE ARACATI CE,2301109,0.1623,5.0,0.1447
ESCOLA CRESCER,2927705,0.1458,6.0,0.1447
POLITECNICO ALENCARINO COLEGIO,2301109,0.1623,5.0,0.1447
RAINHA DA PAZ COLEGIO,2301109,0.1623,5.0,0.1447
ESCOLA JOANA DARC,2611309,0.1245,7.0,0.1446
EDUCANDARIO QUISES MARQUES LTDA,2611309,0.1245,7.0,0.1446
CENTRO EDUCACIONAL INOVACAO - CEI,2611309,0.1245,7.0,0.1446
CENTRO EDUCACIONAL FUTURO BRILHANTE,1501303,0.1728,4.0,0.1445
CENTRO EDUCACIONAL DANIEL BERG,1501303,0.1728,4.0,0.1445
CENTRO EDUCACIONAL FONTE DO SABER,1501303,0.1728,4.0,0.1445
CENTRO TECNICO PROFISSIONAL DE LIMA DUARTE,3138609,0.1457,6.0,0.1444
ESCOLA DE ENSINO FUNDAMENTAL PINGO DE GENTE,2709301,0.1457,6.0,0.1444
COLEGIO PEQUENOS PASSOS,3546009,0.1457,6.0,0.1444
EDUCANDARIO WALT DISNEY,2613701,0.1622,5.0,0.1443
ESCOLA PARTICULAR BANDEIRANTE,2613701,0.1622,5.0,0.1443
EDUCANDARIO REDENTOR,2613701,0.1622,5.0,0.1443
EDUCANDARIO ENSINO INFANTIL,2613701,0.1622,5.0,0.1443
CENTRO EDUCACIONAL MONTE VERDE,3301900,0.1834,3.0,0.1442
COLEGIO DINAMICO IBIAPINOPOLIS,2516102,0.0854,8.0,0.1442
ESCOLINHA EDUCARTE,2908606,0.1239,7.0,0.1441
CENTRO DE EDUCACAO INFANTIL MACHADO DE ASSIS,2500809,0.0853,8.0,0.1441
CENTRO DE EDUCACAO I F MODELO,1502202,0.1726,4.0,0.144
E I E F EMILIA,1502202,0.1726,4.0,0.144
E E I F ESTUDANTIL,1502202,0.1726,4.0,0.144
MIRANDA E PROENCA CENTRO EDUCACIONAL LTDA,3544103,0.1726,4.0,0.144
PRIMEIROS PASSOS ESCOLA,2303501,0.1726,4.0,0.144
EVOLUCAO COLEGIO,3509908,0.1238,7.0,0.1439
EDUCANDARIO FRANCISCO LUCAS DA SILVA JR,2608206,0.0849,8.0,0.1438
INSTITUTO DE ENSINO JOSE CORDEIRO DO NASCIMENTO,2508604,0.0847,8.0,0.1437
ESCOLA BETEL MONTE DA SABEDORIA,2101400,0.1874,2.0,0.1436
ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DIMENSAO SS LTDA ME,4109906,0.0846,8.0,0.1436
CORUJINHA COMPLEXO EDUCACIONAL,5211800,0.1832,3.0,0.1436
COLEGIO FENIX,3120508,0.0842,8.0,0.1436
COLEGIO ARCO IRIS,2615508,0.0841,8.0,0.1435
ESC COMUNITARIA EDUC INF PRIMEIROS PASSOS,4315800,0.1616,5.0,0.1435
ESCOLINHA DO MICKEY,2501500,0.1453,6.0,0.1435
PRE ESC DA CRECHE SOL NASCENTE,3129806,0.1725,4.0,0.1434
ECASA - EDUCANDARIO CAMINHO DO SABER,2516508,0.084,8.0,0.1434
CENTRO EDUCACIONAL O PIMPOLHINHO,1500404,0.1452,6.0,0.1433
ESCOLA DESPERTAR,2926707,0.0833,8.0,0.1433
ESCOLA MONTEIRO LOBATO,2610509,0.1226,7.0,0.1431
COLEGIO SAIRAS,2708907,0.1226,7.0,0.1431
INSTITUTO EDUCACENTER,2604403,0.0828,8.0,0.1431
INSTITUTO EDUCACIONAL LAURO NOBRE DE BRITO,2309607,0.145,6.0,0.143
ESCOLA EDUCAR,2309607,0.145,6.0,0.143
ESCOLA DESTAQUE,2906907,0.1225,7.0,0.143
ESPACO MAGICO INSTITUTO EDUCACIONAL,2309607,0.145,6.0,0.143
EDUCANDARIO SANTA MONICA,2612307,0.0823,8.0,0.143
INSTITUTO EDUCACIONAL TIA DOCA,2309607,0.145,6.0,0.143
COLEGIO ELYSIUM,3123205,0.1825,3.0,0.1429
VICENTE ESCOLINHA SAO,2311405,0.1613,5.0,0.1429
CENTRO EDUCACIONAL SABERES DO AQUARELA,2311405,0.1613,5.0,0.1429
ESCOLINHA MICKEY,2920601,0.122,7.0,0.1428
COLEGIO ARCO IRIS,2930600,0.082,8.0,0.1428
ANJOS DA TERRA DE SARANDI C E I,4126256,0.1822,3.0,0.1428
CANTINHO DOS BAIXINHOS CENTRO DE EDUCACAO INFANTIL,4126256,0.1822,3.0,0.1428
ESCOLINHA PEQUENO APRENDIZ,2920601,0.122,7.0,0.1428
ESCOLA PARQUE NOSSA SENHORA DAS GRACAS,2608701,0.0817,8.0,0.1427
ESCOLA PEQUENO PRINCIPE,2926608,0.1612,5.0,0.1426
CENTRO EDUCACIONAL DE MADALENA,3304607,0.1219,7.0,0.1426
CENTRO DE EDUCACAO PROFISSIONAL JAGUARIBANO,2300705,0.0815,8.0,0.1426
COMPLEXO EDUCACIONAL IMPERADOR,2100055,0.1719,4.0,0.1424
ESCOLA DE ENSINO FUNDAMENTAL E MEDIO TALMIDIM,2308906,0.1218,7.0,0.1424
ITOBI COLEGIO OBJETIVO,3523800,0.08,8.0,0.1423
COL RAIMUNDO BACELAR,2103208,0.161,5.0,0.1423
COLEGIO FORTISSIMUS,2609402,0.1443,6.0,0.1423
ESCOLA NERIAH,2103208,0.161,5.0,0.1423
EDUCACAO INFANTIL CRESCER E SABER,3205101,0.161,5.0,0.1423
ESCOLA RAIO DE LUZ,2609402,0.1443,6.0,0.1423
ESCOLA ENSINO FUNDAMENTAL I E II ALEGRIA DE SABER,2515500,0.0795,8.0,0.1422
MINHA INFANCIA CENTRO EDUCACIONAL,2301000,0.1718,4.0,0.1421
CENTRO DE ESTUDOS PROFISSIONALIZANTES EM SAUDE SENHORA SANTANA - LTDA - FILIAL,2803500,0.1718,4.0,0.1421
ESCOLA MEDEIROS SALES,2608404,0.0789,8.0,0.142
ESCOLA DE EDUCACAO INFANTIL ESTRELINHA DALVA,4318507,0.1441,6.0,0.142
ESCOLA SURPRESA,2925204,0.144,6.0,0.1418
ESCOLINHA GENTE INOCENTE,2925204,0.144,6.0,0.1418
COLEGIO EQUILIBRIO,3127008,0.1213,7.0,0.1418
ESCOLINHA SUCESSIVA,2208106,0.0785,8.0,0.1418
INSTITUTO EDUCACIONAL CRIANCA ATIVA,2506400,0.0784,8.0,0.1417
ESCOLA AQUARELA DO SABER,2606408,0.1813,3.0,0.1417
COLEGIO PEIXINHO FELIZ PANORAMA,3535408,0.1211,7.0,0.1417
ESC DE ENS PROFISSIONALIZANTE MAIS ENFERMAGEM,1505809,0.1439,6.0,0.1417
ESCOLA MUNDO ALEGRE,2606408,0.1813,3.0,0.1417
ESCOLA DE EDUCACAO INFANTIL PROFE CLEO,4321402,0.1864,2.0,0.1416
INSTITUTO EDUCACIONAL MUNDO FELIZ,2105963,0.0783,8.0,0.1416
EDUCANDARIO MONTEIRO LOBATO,2605806,0.0782,8.0,0.1416
COLEGIO ARCA DE NOE,2400703,0.0779,8.0,0.1415
ESCOLINHA TIO FREITAS,2307700,0.16,5.0,0.1415
COLEGIO E CURSO MUNDO MAGICO E INFOR SOFT,2512309,0.1207,7.0,0.1414
COLEGIO CEFRON UNID II,5002100,0.1436,6.0,0.1413
INSTITUTO EDUCACIONAL PROFESSORA LAURA ARAUJO,2507002,0.1205,7.0,0.1412
CRECHE ESCOLA JEITO DE APREENDER,2930709,0.1599,5.0,0.1411
COLEGIO MULTIMUNDO,2930709,0.1599,5.0,0.1411
COL NOSSA SENHORA DAS GRACAS,4302907,0.1204,7.0,0.1411
ESCOLA EVANGELICA PAIXAO POR VIDAS,5219753,0.1599,5.0,0.1411
ESCOLA MENINO JESUS,2916906,0.0763,8.0,0.141
COLEGIO BATISTA DE NATIVIDADE,3303104,0.1598,5.0,0.1408
COLEGIO REINO EDUCACIONAL,2105401,0.143,6.0,0.1407
INSTITUTO INFANTIL REINO ENCANTADO,2203503,0.0757,8.0,0.1407
COLEGIO PROFESSOR VALDEMAR FARIAS ABREU,2705705,0.1198,7.0,0.1406
COLEGIO NOTA DEZ,2803906,0.0751,8.0,0.1406
COLEGIO BETESDA EIRELI,2409100,0.0748,8.0,0.1406
CEI PARAISO DOS ANJOS,4215505,0.1595,5.0,0.1405
