nome_escola,codigo_municipio,score_socioeconomico,quantidade_salas,score_potencial
ESCOLA DOCEMENTE,3305109,0.1715,5.0,0.165
EDUC SANTA CECILIA,3305109,0.1715,5.0,0.165
JD ESC LAPIS DE COR JD ESC BAKX NORONHA LTDA,3305109,0.1715,5.0,0.165
CENTRO EDUCACIONAL SALVADOR BORGES,3305109,0.1715,5.0,0.165
COLEGIO BITENCOURT RIBEIRO,3305109,0.1715,5.0,0.165
CENTRO EDUCACIONAL ALFA SOBRALENSE LTDA,2312908,0.192,3.0,0.165
CENTRO EDUC PAULO APOSTOLO,3305109,0.1715,5.0,0.165
COLEGIO AFA,3305109,0.1715,5.0,0.165
INSTITUTO EDUCACIONAL MUSICO ECOLOGICO CIRANDA BREJEIRA,3126703,0.1192,8.0,0.165
CENTRO EDUCACIONAL LISBOA,3305109,0.1715,5.0,0.165
INST DE EDUC NOVA JERUSALEM DE MERITI,3305109,0.1715,5.0,0.165
CENTRO EDUCACIONAL MOURA DIAS JD ESC TIA MADA,3305109,0.1715,5.0,0.165
JARDIM TIA CRISTINA,3305109,0.1715,5.0,0.165
CENTRO EDUCACIONAL URSINHO SABIDO LTDA,3305109,0.1715,5.0,0.165
COMPLEXO EDUCACIONAL SANTA RITA DE CASSIA,3305109,0.1715,5.0,0.165
COLEGIO GOMES TEIXEIRA,3305109,0.1715,5.0,0.165
ESCOLA DE ENSINO FUNDAMENTAL MEDIO E TECNICO DIMENSAO LTDA,2905206,0.1715,5.0,0.165
SENAC SAO JOAO DE MERITI,3305109,0.1715,5.0,0.165
SISTEMA MAXIMO DE ENSINO,3305109,0.1715,5.0,0.165
JARDIM ESCOLA FAZENDINHA LTDA,3305109,0.1715,5.0,0.165
ESCOLINHA ARCO IRIS,2905206,0.1715,5.0,0.165
CRECHE CELSINA TEIXEIRA LADEIA,2905206,0.1715,5.0,0.165
EDUCACIONAL PERFORMANCE,3305109,0.1715,5.0,0.165
SEMENTE EDUCACIONAL DONATELLO ORESTA,2109809,0.1412,7.0,0.165
COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS - COOEPE,4215000,0.1964,1.0,0.1649
ESPACO APRENDIZ CENTRO DE EDUCACAO,3527603,0.1191,8.0,0.1649
CENTRO EDUCACIONAL LAPIS NA MAO,2608750,0.1189,8.0,0.1648
EDUCANDARIO CICERO REGO,2608750,0.1189,8.0,0.1648
ESCOLA PROFESSOR VALMO,2807105,0.141,7.0,0.1647
COLEGIO GODOLPHIM DE SIMAO DIAS,2807105,0.141,7.0,0.1647
ESPACO EDUCACIONAL ROZILENE RODRIGUES,2807105,0.141,7.0,0.1647
CENTRO EDUCACIONAL PEQUENO PENSADOR,2900405,0.0784,9.0,0.1647
EEI SMILINGUIDO,4313375,0.1864,4.0,0.1646
ESC EDUC INF ARCA DE NOE,4313375,0.1864,4.0,0.1646
EEI EVANGELICA SEMEANDO AMOR,4313375,0.1864,4.0,0.1646
ESCOLA DE EDUCACAO INFANTIL NOTRE DAME,4313375,0.1864,4.0,0.1646
EEI MISTURANDO AS LETRAS,4313375,0.1864,4.0,0.1646
ESCOLINHA SEMENTES DE AFETO,2307601,0.1864,4.0,0.1646
CIFOP CENTRO INTEGRADO DE FORMACAO PROFISSIONAL,2407104,0.1572,6.0,0.1645
ESCOLINHA A TURMA DO MORANGUINHO,2806701,0.1919,3.0,0.1645
CENTRO EDUCACIONAL SEMENTE DO SABER,2407104,0.1572,6.0,0.1645
CENTRO EDUCACIONAL EL SHADAY,2407104,0.1572,6.0,0.1645
ESPACO EDUCAR BOSQUE BRASIL,2407104,0.1572,6.0,0.1645
ESCOLA OBJETIVA,2924504,0.0779,9.0,0.1645
COLEGIO VICENTINA FREIRE,2309003,0.0779,9.0,0.1645
INSTITUTO DE EDUCACAO BASICA BETEL,2114007,0.1409,7.0,0.1644
ESPACO EDUCACIONAL MONTEIRO LOBATO,5204904,0.1185,8.0,0.1644
CENTRO DE EDUCACAO INFANTIL E FUNDAMENTAL CARINHA DE ANJO,2300903,0.0774,9.0,0.1643
EDUCANDARIO PROFª GRINAURIA DO CARMO CLAUDIANO,2704500,0.1408,7.0,0.1642
EDUCANDARIO MICKEY MOUSE,2601904,0.1571,6.0,0.1641
ESCOLA SESI ANTONIO QUIRINO DA COSTA,3171204,0.1916,3.0,0.1641
MARIA JOSE SERRACINE DE CARVALHO DONA QUINHA CRECHE,3524501,0.0761,9.0,0.164
CENTRO EDUCACIONAL ADELITA BATISTA,2916104,0.118,8.0,0.1639
COLEGIO EVOLUCAO MACAUBAL,3528106,0.118,8.0,0.1639
EDUCANDARIO ARCO IRIS,2600302,0.118,8.0,0.1639
INSTITUTO MON SERRAT,2515302,0.1406,7.0,0.1638
COOPERATIVA EDUCACIONAL BETH SHANA,2203206,0.0756,9.0,0.1637
ESCOLINHA SONHO MEU,2908408,0.157,6.0,0.1636
ESCOLA PRJ KIDS,2908408,0.157,6.0,0.1636
CENTRO DE ENSINO POSITIVO COITE LTDA,2908408,0.157,6.0,0.1636
INVICTUS ITAGUAI,3302007,0.1909,3.0,0.1636
CENTRO INTEGRAL DE ENSINO CRIATIVO,2908408,0.157,6.0,0.1636
LAPIS DE TERRA ESPACO DE DESENVOLVIMENTO INFANTIL,4217402,0.1858,4.0,0.1634
CENTRO DE EDUCACAO INFANTIL BRINCANDO E APRENDENDO,3110509,0.1856,4.0,0.1633
CENTRO EDUCACIONAL FAUSTO AVELLAR CEFA,3159902,0.1167,8.0,0.1632
RECANTO DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CARROSSEL,2513406,0.1168,8.0,0.1632
EDUCANDARIO NOSSA SENHORA DAS GRACAS,2400307,0.0733,9.0,0.1632
ESCOLA RUI BARBOSA,2906303,0.14,7.0,0.1631
CENTRO EDUCACIONAL MAGIA DE APRENDER,3202504,0.1399,7.0,0.163
CENTRO EDUCACIONAL SAO JOSE,2803609,0.1164,8.0,0.163
INSTITUTO DE FORMACAO TECNICA PEDROSA E CIA LTDA,2614501,0.1713,5.0,0.1629
PERGAMO CENTRO EDUCACIONAL,2614501,0.1713,5.0,0.1629
ESCOLA NOVO MUNDO,2614501,0.1713,5.0,0.1629
CENTRO PEDAGOGICO TURMA DA MONICA,3158953,0.1854,4.0,0.1629
CENTRO DE EDUCACAO INTEGRADA PARAGOMINAS,1505502,0.1713,5.0,0.1629
CENTRO DE EDUCACAO INFANTIL DASCHU,3305158,0.1398,7.0,0.1629
ESCOLA CHAVE DO SABER,2921302,0.0718,9.0,0.1628
ESC PARTICULAR INTERACAO,3100906,0.1161,8.0,0.1628
COOEPERATIVA DE TRABALHO EDUCACIONAL DE ESPECIALISTAS E PROFESSORES - COOEPE,4216305,0.1907,3.0,0.1628
CENTRO DE EDUCACAO INFANTIL DOCURA,3201308,0.1907,3.0,0.1628
CEI CANTINHO ENCANTADO,3201308,0.1907,3.0,0.1628
MAMAE CORUJA ESCOLA E HOTELZINHO,2601102,0.1566,6.0,0.1628
SESI ARARIPINA,2601102,0.1566,6.0,0.1628
CENTRO EDUCACIONAL PEQUENO APRENDIZ,3114204,0.1397,7.0,0.1628
O PAIS DAS MARAVILHAS ESCOLA DE EDUCACAO INFANTIL,3507902,0.1848,4.0,0.1627
CONSTRUINDO COLEGIO,3507902,0.1848,4.0,0.1627
ESCOLA FRANCISCO DE ASSIS LEITE,2604304,0.0717,9.0,0.1627
CENTRO EDUCACIONAL BEM ME QUER,4201307,0.1709,5.0,0.1626
EDUCANDARIO SAO LUCAS,2202505,0.0714,9.0,0.1626
CENTRO DE APOIO AO ESTUDANTE,2102705,0.1157,8.0,0.1625
ESCOLA DE EDUCACAO BASICA 21 DE ABRIL,2702355,0.1157,8.0,0.1625
ESPACO EDUCARTE SISTEMA DE EDUCACAO,5201306,0.1565,6.0,0.1625
INSTITUTO PARAISO DA INFANCIA,2500908,0.0712,9.0,0.1624
CENTRO EDUC EVANGELICO PAULO DE TARSO,2916401,0.1707,5.0,0.1623
ESCOLINHA ALEGRIA DO SABER,2916401,0.1707,5.0,0.1623
ESCOLA GENESIS - ED INF ENS FUND,4102307,0.1393,7.0,0.1622
ISIS CRISTINA SOCIEDADE AMIGOS DO BAIRRO,3515004,0.1845,4.0,0.162
EDUCANDARIO CECILIA MEIRELES,2609501,0.1388,7.0,0.162
ASSOCIACAO PEQUENINOS DO PARQUE PIRAJUSSARA,3515004,0.1845,4.0,0.162
CARITAS DIOCESANA DO CAMPO LIMPO PAROQUIA SANTA INES,3515004,0.1845,4.0,0.162
JARDIM SANTA LUZIA ASSOCIACAO AMIGOS DO BAIRRO,3515004,0.1845,4.0,0.162
JARDIM SILVIA SOCIEDADE AMIGOS DE BAIRRO DO,3515004,0.1845,4.0,0.162
JARDIM ESCOLA CRIANCA ESPERANCA,2609501,0.1388,7.0,0.162
COLEGIO LUCENA CHAGAS,2312700,0.1148,8.0,0.1619
ESCOLA CONTOS DE FADAS,5215231,0.1562,6.0,0.1619
CENTRO EDUCACIONAL SAO MIGUEL,5215231,0.1562,6.0,0.1619
CENTRO EDUCACIONAL AVANCAR,2305803,0.1387,7.0,0.1618
DINAMIC COLEGIO,3509403,0.1703,5.0,0.1617
LIBANIO E EI EF,4101903,0.1146,8.0,0.1617
EDUCANDARIO AGAPE,2608107,0.1146,8.0,0.1617
CENTRO DE EDUCACAO INFANTIL RISQUE E RABISQUE,3521804,0.1702,5.0,0.1617
COLEGIO VALMAR,2110658,0.0695,9.0,0.1617
C EDUC CANTINHO DA ALEGRIA,3131604,0.1144,8.0,0.1616
ESCOLA SER FELIZ,2906873,0.1385,7.0,0.1616
CENTRO EDUCACIONAL DULCE TRINDADE - CEDULT,2906873,0.1385,7.0,0.1616
CENTRO DE EDUCACAO NOSSA SENHORA DO PERPETUO SOCORRO,2919504,0.1561,6.0,0.1615
ESCOLA PEQUENO UNIVERSO,5205497,0.1928,2.0,0.1614
JARDIM LIRIO DO VENTO,2307304,0.194,1.0,0.1613
CASA CRUZ DE MALTA,2111508,0.1384,7.0,0.1613
COLEGIO DE ALTO PADRAO DE ENSINO LTDA ME,2506004,0.1384,7.0,0.1613
COLEGIO ALEGRIARTE EDUCACAO INFANTIL,3513108,0.1841,4.0,0.1613
ALVO - CURSOS PREPARATORIOS TECNICOS E PROFISSIONALIZANTES,2307304,0.194,1.0,0.1613
CENTRO EDUCACIONAL GATO MIA,3513108,0.1841,4.0,0.1613
INSTITUTO MENINO JESUS,2404309,0.0664,9.0,0.1611
ESCOLINHA ZABELE,2205805,0.1133,8.0,0.161
SANTA CRUZ ANGELUS COLEGIO,3546306,0.1901,3.0,0.161
ESCOLA DE EDUCACAO INFANTIL INSIT KIDS EDUCACAO INFANTIL,3523206,0.1837,4.0,0.1609
COLEGIO RENASCER,3142205,0.1132,8.0,0.1609
ESCOLA GERMANO SOBRINHO,2414506,0.0652,9.0,0.1608
ESCOLA CRISTA MARANATA,2102309,0.1131,8.0,0.1608
CETESC - CENTRO DE ENSINO TECNICO E SUPERIOR CAPIXABA - LTDA - ME,3203007,0.1554,6.0,0.1608
ESC INFANTIL MUNDO ENCANTADO,2102309,0.1131,8.0,0.1608
EDUCANDARIO MARIA KAROLINE,2611804,0.1381,7.0,0.1607
COLEGIO DE EDUCACAO BASICA MODULO SABER,2707107,0.1381,7.0,0.1607
COOPERATIVA EDUCACIONAL ABC,2912202,0.113,8.0,0.1607
CENTRO EDUCACIONAL SEMENTES DO SABER LTDA,4203956,0.1694,5.0,0.1607
EDUCANDARIO MARIA AUGUSTA,2611804,0.1381,7.0,0.1607
EDUCANDARIO ARCO DA ESPERANCA,2616308,0.1129,8.0,0.1607
EDUCARE KIDS,3532009,0.1694,5.0,0.1607
CENTRO EDUCACIONAL SAGRADA FAMILIA,2805901,0.0639,9.0,0.1607
FLORENCE INSTITUTO EDUCACIONAL LTDA,3110004,0.1835,4.0,0.1607
CRECHE ESCOLA ESPACO LUDICO DA CRIANCA,2311306,0.1694,5.0,0.1607
LETRA VIVA ESCOLA EEF,2311306,0.1694,5.0,0.1607
ESCOLA NOSSA SENHORA DA CONCEICAO,2805901,0.0639,9.0,0.1607
CEI AGAPE BELA VISTA,4300604,0.1925,2.0,0.1606
EDUCANDARIO CANTINHO FELIZ,2513109,0.0636,9.0,0.1606
EDUCANDARIO BENEDITO ROSARIO GOMES,2933505,0.1126,8.0,0.1605
ESCOLA PROFESSORA AURELIANA,2602308,0.138,7.0,0.1605
EDUCANDARIO RAIZES DO SABER,2407005,0.063,9.0,0.1605
TIA EDINEIDE CENTRO EDUCACIONAL INFANTIL E FUNDAMENTAL,3556503,0.1898,3.0,0.1605
ESCOLA CRISTA DE VARZEA PAULISTA,3556503,0.1898,3.0,0.1605
INSTITUTO EDUCACIONAL MARANATA,2501807,0.1552,6.0,0.1602
ESCOLA ASSEMBLEIANA PASTOR BOVENTURA PEREIRA SOUSA,2101202,0.1691,5.0,0.1602
CENTRO EDUCACIONAL CECILIA MEIRELES,2501807,0.1552,6.0,0.1602
EDUCANDARIO SENA SANTOS,2501807,0.1552,6.0,0.1602
CENTRO DE ENSINO DR PEDRO INACIO DE SANTANA - CEPIS,2501807,0.1552,6.0,0.1602
CENTRO EDUCACIONAL PEQUENO DAVI,2501807,0.1552,6.0,0.1602
COLEGIO LUZ DO SABER UNIDADE II,3301900,0.1834,4.0,0.1601
MFSG DE LIMA CENTRO DE ENSINO,3301900,0.1834,4.0,0.1601
CRECHE E ESCOLA PORTAL DO SABER,3301900,0.1834,4.0,0.1601
CENTRO EDUCACIONAL MELO MENDES,3301900,0.1834,4.0,0.1601
CENTRO DE ENSINO SOCIAL ESPERANCA,3301900,0.1834,4.0,0.1601
CENTRO EDUCACIONAL GEOVANIA DE PAULA,3301900,0.1834,4.0,0.1601
INSTITUTO PEDAGOGICO PEQUENO PRINCIPE,3124104,0.1892,3.0,0.16
TATOS DE PIEDADE ESCOLA TECNICA,3537800,0.1892,3.0,0.16
EEI ESCOLA DE EDUCACAO INFANTIL CRESCER,4315305,0.1686,5.0,0.1599
NOSSA SENHORA DA CONCEICAO ESCOLA,2306553,0.1376,7.0,0.1599
ESCOLA NOSSA SENHORA DAS GRACAS,2602803,0.1376,7.0,0.1599
O SENINHA ESCOLA DE EDUCACAO INFANTIL,2306553,0.1376,7.0,0.1599
COLEGIO CRIATIVO,2310100,0.0605,9.0,0.1599
ESCOLINHA JOAO PAULO II,2206803,0.0599,9.0,0.1597
CENTRO EDUCACIONAL PRESBITERIANO DE ERICO CARDOSO,2900504,0.0593,9.0,0.1597
COLEGIO CASTRO E SOUZA,2920007,0.0591,9.0,0.1596
CENTRO DE ENSINO ESPECILIZADO FONTELES LTDA,2302107,0.1373,7.0,0.1595
COLEGIO DNA FASB,2921500,0.1373,7.0,0.1595
CENTRO EDUCACIONAL VILMA GUIMARAES BARRETO,2921500,0.1373,7.0,0.1595
ESCOLA SONHO MEU,2924009,0.1888,3.0,0.1595
INSTITUTO EDUCACIONAL CARNAUBENSE,2402402,0.0583,9.0,0.1594
CENTRO INTEGRADO MUNDINHO COLORIDO,2403608,0.1551,6.0,0.1594
ESCOLA SENAI PADRE FRANCISCO LUPINO,1303403,0.1683,5.0,0.1593
CENTRO EDUCACIONAL CANTINHO INFANTIL,1506807,0.1924,2.0,0.1593
ESCOLINHA SONHO DE CRIANCA,2904605,0.1831,4.0,0.1593
ESCOLA PARTICULAR O VENCEDOR,1506807,0.1924,2.0,0.1593
ESCOLA COMUNITARIA CASA FAMILIAR RURAL DE SANTAREM,1506807,0.1924,2.0,0.1593
C EDUC INF CASTELINHO ENCANTADO,3147402,0.1372,7.0,0.1592
EDUCANDARIO N SENHORA DE FATIMA LTDA,2407302,0.0565,9.0,0.1592
COLEGIO NOSSA SENHORA DO CARMO,3147402,0.1372,7.0,0.1592
EDUCANDARIO CANDIDO PORTINARI,2607653,0.1372,7.0,0.1592
ESCOLINHA CAREQUINHA,3137502,0.1682,5.0,0.1591
ESCOLA DE EDUCACAO INFANTIL BRINCANDO COMIGO,4319406,0.1827,4.0,0.159
UNICCURSOS,3553807,0.1885,3.0,0.159
CENTRO EDUCACIONAL EDUCANDARTE,2703106,0.1106,8.0,0.1589
ESPACO EDUCACIONAL ROSALVA DE LIMA,2703106,0.1106,8.0,0.1589
HOTELZINHO SEMEADOR EDUCACAO LTDA,2807402,0.1546,6.0,0.1587
ALFABETO ENCANTADO C E I,4126256,0.1822,4.0,0.1586
CENTRO EDUCACIONAL LIDERANDO,3300936,0.1099,8.0,0.1586
ESPACO CRIANCA MULTI CEI,4126256,0.1822,4.0,0.1586
CENTRO EDUCACIONAL MARACA,2915304,0.0502,9.0,0.1586
PEDACINHO DO REINO PRE ESCOLA,4126256,0.1822,4.0,0.1586
COLEGIO VISAO,5220009,0.1099,8.0,0.1586
MAANAIM CEI,4126256,0.1822,4.0,0.1586
ESCOLA RISCO E RABISCO RR - UNIDADE II,2301208,0.1095,8.0,0.1584
ESCOLA DE EDUCACAO INFANTIL AQUARELA KIDS,3523107,0.1681,5.0,0.1583
JOSE CANDIDO DE AGOSTINHO NETO CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
COLEGIO ELITTE,3106903,0.1681,5.0,0.1583
MIGUEL ALVES PEREIRA CRECHE COMUNITARIA,3523107,0.1681,5.0,0.1583
VINICIUS BRITO FERREIRA CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
CRECHE SUBVENCIONADA SCAFFID,3523107,0.1681,5.0,0.1583
ESCOLA DE EDUCACAO INFANTIL CRIATIVA,3523107,0.1681,5.0,0.1583
ROGERIO DA SILVA CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
ALIANCA ESCOLA TECNICA,3523107,0.1681,5.0,0.1583
SEBASTIAO SOARES DA SILVA CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
EDGARD ROMANO GARCIA RUIZ DOUTOR CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
COLEGIO DE EDUCACAO INFANTIL SUPERATIVA LTDA,3523107,0.1681,5.0,0.1583
EUNICE ARRUDA CRECHE SUBVENCIONADA,3523107,0.1681,5.0,0.1583
LAPIS DE COR ESCOLA DE EDUCACAO INFANTIL,3523107,0.1681,5.0,0.1583
ESCOLA SAO JOSE,2708303,0.1094,8.0,0.1582
BIOTECNICO COLEGIO E CURSOS,3160702,0.1814,4.0,0.1581
ESCOLA DE EDUCACAO BASICA LUA ENCANTADA,2700508,0.1093,8.0,0.158
COLEGIO STELLA MARIS,3139904,0.1362,7.0,0.158
COLEGIO CONEXAO,3139904,0.1362,7.0,0.158
ESCOLA DE EDUCACAO BASICA LAPIS DE COR,2705002,0.1092,8.0,0.1579
CENTRO DE ENSINO TECNICO SANTA LUZIA EIRELI - ME,2612604,0.136,7.0,0.1578
COLEGIO FENIX,2612604,0.136,7.0,0.1578
CRIARTE,2614204,0.136,7.0,0.1578
ESCOLA GEDALVA PEREIRA,2606408,0.1813,4.0,0.1576
CENTRO DE EDUCACAO INFANTIL SONS DO VERDE,4211207,0.1539,6.0,0.1576
ESCOLA EDUCARTE,2606408,0.1813,4.0,0.1576
ESCOLA NOSSA SENHORA DAS GRACAS,2606408,0.1813,4.0,0.1576
POSTO AVANCADO SENAC SERRA TALHADA,2613909,0.1813,4.0,0.1576
ESCOLA VIVENDO E APRENDENDO,2606408,0.1813,4.0,0.1576
INSTITUTO EDVALDO BEZERRA DOS SANTOS,2606408,0.1813,4.0,0.1576
ESCOLA ESPACO EDUCACIONAL DA SERRA,2606408,0.1813,4.0,0.1576
C EDUC RAINHA DA PAZ,3168507,0.1087,8.0,0.1575
CEDUC CENTRO DE EDUCACAO CRISTA DIVINO SABER,4202602,0.1358,7.0,0.1575
CENTRO EDUCACIONAL TURMINHA DO ABC,2512507,0.1357,7.0,0.1573
ESCOLA BATISTA DE ANTONINA,2300804,0.0413,9.0,0.1573
ESCOLA PINGO DE GENTE LUIZ TOMAS DE MEDEIROS,2512507,0.1357,7.0,0.1573
ESPACO SOE TIA VELERIA,2112803,0.1536,6.0,0.1573
COLEGIO SAGRADA FAMILIA,2408201,0.1535,6.0,0.1572
CENTRO EDUCACIONAL SAL E LUZ,2604502,0.1085,8.0,0.1572
CENTRO EDUCACIONAL FUTURO MESTRE,2408201,0.1535,6.0,0.1572
ITEP - INSTITUTO TECNICO EDUCACIONAL POLIVALENTE,3141405,0.1085,8.0,0.1572
ESCOLA JOSE FLORENCIO,2616001,0.1083,8.0,0.1571
EDUCANDARIO MARIA NIETE,2600708,0.1356,7.0,0.157
EDUCANDARIO NOVO HORIZONTE,2600708,0.1356,7.0,0.157
ESCOLA IOLANDA TONIAZZO PETRY,5007935,0.1355,7.0,0.1569
ESCOLA SONHO MEU PALMARES,1507953,0.1531,6.0,0.1569
CENTRO EDUCACIONAL GENTE MIUDA,3300159,0.1077,8.0,0.1568
CEAP CENTRO DE ENSINO APERIBEENSE,3300159,0.1077,8.0,0.1568
INSTITUTO EDUCACIONAL MENINO DEUS,2410504,0.0378,9.0,0.1568
CENTRO EDUCACIONAL SABER CONSTRUIR,2601409,0.1353,7.0,0.1566
CENTRO EDUCACIONAL TUTORES,3160405,0.1677,5.0,0.1566
ESCOLINHA VOVO LELETA,2906501,0.1528,6.0,0.1566
ESCOLINHA SAO FRANCISCO,2906501,0.1528,6.0,0.1566
APRENDER BRINCANDO ESCOLINHA,2306900,0.1353,7.0,0.1566
ESCOLA VIVER E SABER,2906501,0.1528,6.0,0.1566
COLEGIO MAIS DOM - SANTAREM,1506807,0.1924,1.0,0.1565
COLEGIO JEAN PIAGET,1700707,0.107,8.0,0.1565
ESCOLA DE EDUCACAO INFANTIL JARDIM ENCANTADO,4301909,0.1527,6.0,0.1564
ESCOLA RABISCANDO,2927200,0.135,7.0,0.1562
CENTRO EDUCACIONAL CECILIA MEIRELES,2932903,0.1675,5.0,0.1562
CENTRO EDUCACIONAL DINAMICO,2905800,0.135,7.0,0.1562
COLEGIO 7 DE SETEMBRO LTDA,2500403,0.1066,8.0,0.1561
ESCOLA JOSE BONIFACIO,2602902,0.1791,4.0,0.1561
ESCOLINHA CAMINHO DAS LETRAS,2506905,0.1066,8.0,0.1561
EDUCANDARIO ILANA CAVALCANTI,2602902,0.1791,4.0,0.1561
ASSOCIACAO DOS EDUCADORES O MUNDO MAGICO,2413607,0.0273,9.0,0.156
ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL DUQUE DE CAXIAS,3301702,0.1883,3.0,0.1559
CENTRO EDUCACIONAL GOMES FERREIRA,3301702,0.1883,3.0,0.1559
ESCOLINHA N S DE LOURDES,2205300,0.026,9.0,0.1559
EDUCANDARIO DEGRAUS DA SABEDORIA,2901205,0.1062,8.0,0.1559
CENTRO EDUCACIONAL POLLYANA,2902906,0.1348,7.0,0.1558
INSTITUTO EDUCACIONAL ARCO-IRIS,2910602,0.1348,7.0,0.1558
CE CANTINHO DA CRIANCA,3201308,0.1907,2.0,0.1557
COLEGIO BATISTA DE IGARACY,2502607,0.0228,9.0,0.1557
CANTINHO DO SABER ESCOLA DE EDUCACAO INFANTIL,3514106,0.1671,5.0,0.1557
CENTRO EDUCACIONAL ALPHA KIDS,3201308,0.1907,2.0,0.1557
INSTITUTO EDUCACIONAL DOM PEDRO II,2513703,0.1526,6.0,0.1556
CENTRO EDUCACIONAL SAO PEDRO - CESP,2414704,0.0202,9.0,0.1556
CENTRAL DO SABER,2513703,0.1526,6.0,0.1556
INSTITUTO EDUCACIONAL FORMANDO VIDAS,2513703,0.1526,6.0,0.1556
INSTITUTO EDUCACIONAL SEMEANDO O FUTURO,2513703,0.1526,6.0,0.1556
ARCO-IRIS CENTRO EDUCACIONAL DA CRIANCA,2513703,0.1526,6.0,0.1556
EDUCANDARIO ROSA DOS VENTOS,2513703,0.1526,6.0,0.1556
EDUCANDARIO VIVER E APRENDER,2513703,0.1526,6.0,0.1556
INSTITUTO EDUCACIONAL FUTURO BRILHANTE,2513703,0.1526,6.0,0.1556
ESCOLA MONTESSORI,2513703,0.1526,6.0,0.1556
CENTRO DE EDUCACAO CANTINHO DO SABER,2513703,0.1526,6.0,0.1556
SISTEMA DE EDUCACAO FUTURO,2513703,0.1526,6.0,0.1556
ESCOLA CONSTRUIR,2513703,0.1526,6.0,0.1556
EDUCANDARIO SOSSEGO DA MAMAE,2513703,0.1526,6.0,0.1556
ESCOLA CETEPA KIDS,2513703,0.1526,6.0,0.1556
SISTEMA DE ENSINO ROSA DE SARON,2513703,0.1526,6.0,0.1556
INSTITUTO EDUCACIONAL EXTASE DO SABER,2513703,0.1526,6.0,0.1556
EDUCANDARIO SANTA LUCIA,2513703,0.1526,6.0,0.1556
AMARO DA LUZ SERVICOS DE ENSINO LTDA,2513703,0.1526,6.0,0.1556
EDUCANDARIO VIVA A VIDA,2513703,0.1526,6.0,0.1556
INSTITUTO METAS,2300309,0.1347,7.0,0.1556
ESC NOSSA SRª DA DIVINA PROVIDENCIA,2609709,0.1056,8.0,0.1555
CENTRO EDUCACIONAL SANTOS ANJOS,2803104,0.0122,9.0,0.1553
CENTRO DE ENSINO INFANTIL DESPERTAR,2104099,0.1048,8.0,0.1552
CENTRO EDUCACIONAL FLOR DE LIRIO,1713205,0.1669,5.0,0.1551
CENTRO EDUCACIONAL CONSTRUCAO DO SABER,2300754,0.1341,7.0,0.155
EDUCANDARIO CECILIA MEIRELES,3146909,0.1045,8.0,0.155
ESCOLA COMUNITARIA SAO VICENTE DE PAULO,2107506,0.1785,4.0,0.155
ESCOLA COMUNITARIA VEREADOR ALMEIDA,2107506,0.1785,4.0,0.155
ESCOLA O APRENDIZ,2107506,0.1785,4.0,0.155
ESCOLA PARTICULAR REINO ENCANTADO,3139201,0.1045,8.0,0.155
CENTRO EDUCACIONAL REI DAVI,2803302,0.1045,8.0,0.155
ESCOLA PARAISO DA CRIANCA,2107506,0.1785,4.0,0.155
MAR DE APRENDER,2300754,0.1341,7.0,0.155
ESCOLA COMUNITARIA HORIZONTE DO SABER,2107506,0.1785,4.0,0.155
CRECHE ESCOLA COMUNITARIA O BOM SAMARITANO,2107506,0.1785,4.0,0.155
ESCOLA COMUNITARIA BETEL,2107506,0.1785,4.0,0.155
CE MORRUENSE,2107100,0.1044,8.0,0.1549
COLEGIO ESPACO INFANTIL,3128303,0.134,7.0,0.1548
COLEGIO EVOLUIR,3128303,0.134,7.0,0.1548
ESCOLA APLICACAO,2805505,0.1043,8.0,0.1548
ESCOLA GIRASSOL,2600807,0.1042,8.0,0.1547
ESCOLA CURUMIM,2600807,0.1042,8.0,0.1547
ESCOLA WALDORF GIRASSOL,3114105,0.1339,7.0,0.1546
ESPACO INFANTIL CUIDAR EDUCAR E BRINCAR,1301704,0.1668,5.0,0.1546
ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LINDOLFO ROZA MARCAL,3539509,0.1523,6.0,0.1545
ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL ROSY DUARTE,2700607,0.1036,8.0,0.1545
PEQUENA UNIVERSIDADE VOVO ANA,2104107,0.1037,8.0,0.1545
CENTRO EDUCACIONAL FONTE DO SABER,2906808,0.1337,7.0,0.1544
ESCOLA CRISTA LIRIO DOS VALES,2923100,0.1035,8.0,0.1544
EDUCANDARIO RECANTO INFANTIL,2601706,0.1666,5.0,0.1543
ESCOLA REI DAVI,2923001,0.1522,6.0,0.1543
COLEGIO PODIUM,3111507,0.1522,6.0,0.1543
UNIDADE ESCOLAR ANTONIO DA COSTA E SILVA,2200509,0.1034,8.0,0.1543
REINO DA ALEGRIA ESCOLA CRISTA,2306256,0.1521,6.0,0.1541
COLEGIO MAXIMOS EXITOS,2202604,0.1028,8.0,0.154
