CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio
3106200,COL CHROMOS VENDA NOVA,31246468,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,32.0,1.0,5.0,12.0,13.0,28.0,9.0,0.0,1278.0,576.0,18.0,3106200
3106200,REDE M2 - VENDA NOVA,31375233,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,203.0,64.0,5.333333333333333,3106200
3106408,ESCOLA MARIA SENHORINHA DE LIMA,31365475,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,45.0,24.0,2.6666666666666665,3106408
3106705,COL CHROMOS BETIM,31223123,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,5.0,8.0,12.0,0.0,0.0,447.0,121.0,4.653846153846154,3106705
3106705,COLEGIO EDUCARE DE BETIM,31235555,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.0,1.0,14.0,25.0,13.0,6.0,0.0,0.0,1193.0,145.0,3.5365853658536586,3106705
3106705,COLEGIO NEUZA DUTRA,31276651,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,6.0,19.0,14.0,6.0,6.0,0.0,1082.0,137.0,5.074074074074074,3106705
3106705,ESCOLA SESI BETIM MARIA MADALENA NOGUEIRA,31365114,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,1.0,2.0,5.0,8.0,8.0,0.0,0.0,657.0,265.0,13.25,3106705
3106705,COLEGIO NOVOS TEMPOS,31388270,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,8.0,7.0,5.0,1.0,0.0,0.0,223.0,22.0,1.375,3106705
3106903,FUTURO VESTIBULARES LTDA,31311481,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,132.0,47.0,6.714285714285714,3106903
3107109,COL PE JULIO MARIA,31180271,4,3.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,23.0,1.0,8.0,10.0,8.0,6.0,0.0,0.0,800.0,170.0,7.391304347826087,3107109
3107109,COL SEI,31256501,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,8.0,6.0,4.0,3.0,2.0,0.0,448.0,68.0,3.7777777777777777,3107109
3107307,COL PROF SERVELINO RIBEIRO,31096181,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,19.0,1.0,4.0,6.0,7.0,3.0,0.0,0.0,462.0,125.0,6.578947368421052,3107307
3107307,COL EXCELENCIA,31314854,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,4.0,5.0,5.0,3.0,7.0,0.0,348.0,103.0,3.814814814814815,3107307
3107406,COLEGIO MILLENIUM,31040967,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,217.0,58.0,5.2727272727272725,3107406
3107406,COLEGIO DARWIN,31343668,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,262.0,108.0,7.2,3107406
3107406,COLEGIO UNIVERSO,31362514,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,195.0,51.0,4.25,3107406
3107901,ESC WASHINGTON CASSIO MARIANO,31255459,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,93.0,9.0,1.2857142857142858,3107901
3108008,CENTRO DE EDUCACAO INTEGRADA PAULO FREIRE,31365866,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,236.0,36.0,3.0,3108008
3108909,COLEGIO IMACULADA CONCEICAO,31302848,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,4.0,4.0,2.0,2.0,0.0,67.0,17.0,1.7,3108909
3109006,C EDUC MARIA MADALENA F PASS0S,31223131,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,268.0,56.0,5.090909090909091,3109006
3109006,ESCOLA SISTEMA PEDAGOGICO SEMEAR,31279277,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,21.0,1.0,7.0,10.0,7.0,3.0,0.0,0.0,460.0,86.0,4.095238095238095,3109006
3109303,COLEGIO NOSSA SENHORA DA PENA,31255262,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,289.0,46.0,4.6,3109303
3109303,COLEGIO AMETISTA,31348384,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,172.0,19.0,2.111111111111111,3109303
3110004,INST ED PSICOPED SENA FIGUEREDO,31278530,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,238.0,26.0,1.7333333333333334,3110004
3110004,NUCLEO COMUNITARIO EDUCACIONAL DE CAETE,31279552,4,2.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,386.0,56.0,4.0,3110004
3110509,CENTRO EDUCACIONAL MARANATHA,31292524,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,183.0,38.0,3.4545454545454546,3110509
3110509,CENTRO EDUCATIVO VIDA NOVA LTDA,31357251,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,330.0,78.0,4.875,3110509
3110608,ESC ANA BUENO,31235725,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,268.0,77.0,7.0,3110608
3110608,COLEGIO NILTA DONOFRIO DE CARVALHO,31343889,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0,3.0,4.0,4.0,2.0,0.0,0.0,141.0,27.0,1.9285714285714286,3110608
3110905,EXTERNATO N SRA DE LOURDES,31180319,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,6.0,6.0,4.0,3.0,3.0,0.0,367.0,74.0,4.933333333333334,3110905
3110905,ESCOLA SAO JOAO,31268321,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,4.0,5.0,4.0,3.0,3.0,0.0,346.0,63.0,5.7272727272727275,3110905
3111101,CELAR - CENTRO EDUCACIONAL PROFESSOR LUCAS RIBEIRO,31166162,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,137.0,12.0,1.2,3111101
3111101,C EDUC GALILEU GALILEI,31247481,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,3.0,1.0,0.0,274.0,53.0,4.818181818181818,3111101
3111200,COLEGIO DOM CABRAL,31205150,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,29.0,1.0,10.0,11.0,8.0,5.0,0.0,0.0,790.0,142.0,4.896551724137931,3111200
3111200,COLEGIO LOSANGO DE CAMPO BELO,31329576,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,7.0,7.0,5.0,3.0,1.0,0.0,480.0,108.0,7.2,3111200
3111200,INSTITUTO EDUCACIONAL AQUARELA,31356930,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,310.0,46.0,2.7058823529411766,3111200
3111606,COLEGIO COLIBRI,31247189,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,1.0,5.0,5.0,5.0,3.0,0.0,0.0,358.0,72.0,5.538461538461538,3111606
3111606,COL STA LUZIA,31279081,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,1.0,4.0,5.0,4.0,3.0,3.0,0.0,293.0,51.0,1.6451612903225807,3111606
3112307,COLEGIO VENCER,31365106,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,261.0,75.0,7.5,3112307
3113305,ESCOLA OFFICINA DO SABER,31276006,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,4.0,5.0,4.0,3.0,1.0,0.0,295.0,67.0,5.153846153846154,3113305
3113305,COLEGIO CONCEITO,31326143,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,299.0,66.0,7.333333333333333,3113305
3113305,ESC IMEC CARANGOLA,31329886,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,147.0,27.0,3.857142857142857,3113305
3113404,ESCOLA LIBER,31022811,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,4.0,6.0,4.0,3.0,2.0,0.0,347.0,46.0,2.7058823529411766,3113404
3113404,COLEGIO EXPOENTE,31022837,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,7.0,11.0,6.0,3.0,4.0,0.0,538.0,88.0,4.4,3113404
3113404,COLEGIO GENOMA,31360147,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,142.0,66.0,7.333333333333333,3113404
3113701,COOP EDUC CARLOS CHAGAS-COOEDUCAR,31279684,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,203.0,38.0,4.222222222222222,3113701
3114006,COLEGIO DIAMANTE - UNIDADE IV,31356999,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,81.0,27.0,3.857142857142857,3114006
3114303,COLEGIO POLIS,31276227,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,191.0,68.0,6.181818181818182,3114303
3114402,INST EDUC CULT CARMO DO RIO CLARO,31249203,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,257.0,62.0,6.2,3114402
3114402,COLEGIO VENCER,31295175,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5.0,5.0,5.0,3.0,1.0,0.0,349.0,50.0,3.3333333333333335,3114402
3114501,NUCLEO PEDAG APRENDIZ,31254541,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,167.0,29.0,2.6363636363636362,3114501
3114501,COLEGIO PENTAGONO,31368091,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,297.0,60.0,5.0,3114501
3115300,COLEGIO CIDADE DE CATAGUASES,31240761,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,4.0,6.0,7.0,3.0,0.0,0.0,438.0,92.0,4.6,3115300
3115300,ESCOLA SESI CATAGUASES,31267627,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,5.0,4.0,8.0,8.0,0.0,372.0,187.0,18.7,3115300
3115300,CENTRO EDUCACIONAL CATAGUASES,31322695,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,5.0,5.0,4.0,3.0,7.0,0.0,490.0,67.0,4.785714285714286,3115300
3115300,COLEGIO CECILIA MEIRELES,31357030,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,2.0,5.0,5.0,3.0,0.0,0.0,365.0,55.0,5.0,3115300
3115300,COLEGIO SUDAMERICA,31388734,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,60.0,24.0,2.0,3115300
3115508,COLEGIO DOM FERRAZ,31248401,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,1.0,5.0,5.0,4.0,4.0,0.0,0.0,402.0,96.0,6.857142857142857,3115508
3115508,C EDUC GENNY GOMES,31274691,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,5.0,6.0,6.0,4.0,1.0,0.0,484.0,123.0,6.15,3115508
3115508,COLEGIO EXITO,31372030,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,192.0,31.0,1.1923076923076923,3115508
3116605,COLEGIO SAGRADO CORACAO DE JESUS,31325864,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,6.0,4.0,3.0,0.0,0.0,371.0,56.0,4.666666666666667,3116605
3117009,ESCOLA FAMILIA AGRICOLA VIDA COMUNITARIA,31321265,4,2.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,59.0,34.0,8.5,3117009
3117306,COLEGIO UNIAO,31237060,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,8.0,9.0,5.0,3.0,2.0,0.0,316.0,33.0,1.5714285714285714,3117306
3117306,COLEGIO ARAOLISS,31367974,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,8.0,5.0,4.0,3.0,0.0,0.0,282.0,34.0,3.090909090909091,3117306
3117504,COLEGUIUM - UNIDADE CONCEICAO DO MATO DENTRO,31359610,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,475.0,82.0,4.315789473684211,3117504
3117504,COLEGIO INTEGRA,31374709,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,0.0,0.0,236.0,71.0,14.2,3117504
3118007,COL N SRA DA PIEDADE,31196134,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,6.0,10.0,8.0,5.0,0.0,0.0,682.0,126.0,5.04,3118007
3118007,C EDUC TEC GAL EDMUNDO M S SILVA,31196142,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,4.0,3.0,6.0,0.0,274.0,117.0,9.0,3118007
