"CD_BAIRRO";"NM_BAIRRO";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"5003207019";"Guatós";"2484";"8480";"3,16";"1553,75";"2032896,22";"1212"
"5003207020";"Dom Bosco";"1075";"3381";"3,27";"2787,56";"9566532,21";"1900"
"5003207021";"Borrowsky";"373";"1198";"3,48";"3339,05";"15349866,25";"1800"
"5003751001";"Centro";"317";"804";"1,52";"4053,36";"30920273,71";"2224"
"5003751002";"Jardim das Grevílias";"171";"454";"1,54";"3682,53";"13997888,94";"2500"
"5003751003";"Rui Barbosa";"250";"662";"2,01";"2096,37";"1966460,08";"1800"
"5003751004";"Jardim dos Ipês";"531";"1368";"1,46";"2381,11";"5970475,36";"1500"
"5003751005";"Jardim das Palmeiras";"188";"482";"1,54";"1997,00";"2044835,99";"1220"
"5003751006";"Cerâmica";"196";"500";"2,01";"1333,07";"475551,39";"1212"
"5003751007";"Spartaco Astolfi";"519";"1344";"1,64";"2067,39";"4469904,38";"1300"
"5003751008";"Jardim Novo Eldorado";"755";"2024";"1,69";"2096,29";"3165079,10";"1500"
"5003751009";"Primavera";"237";"678";"2,28";"1475,26";"690910,27";"1212"
"5004304001";"Centro";"544";"1381";"1,37";"4307,83";"33525244,68";"2500"
"5004304002";"Vila Rosa";"540";"1416";"1,85";"2299,14";"8786617,95";"1212"
"5004304003";"Vila Nova";"388";"1012";"1,80";"2858,41";"9940105,18";"2000"
"5004304004";"Vila Nova Esperança";"376";"978";"1,74";"2457,44";"21210180,94";"1300"
"5004304005";"Vila Jardim Aeroporto";"425";"1161";"1,84";"1990,89";"2967193,51";"1300"
"5004304006";"Vila Operária";"604";"1662";"1,95";"1674,82";"2868061,70";"1250"
"5004304007";"Jardim dos Eucaliptos";"87";"234";"1,66";"1767,34";"5012319,39";"1214"
"5004700001";"Centro";"711";"1883";"1,50";"4301,30";"39085933,53";"2500"
"5004700002";"Água Azul";"353";"1113";"1,77";"1941,95";"1904700,42";"1300"
"5004700003";"Triaguenã";"693";"1965";"2,11";"1883,57";"1797423,84";"1500"
"5004700004";"Itapoã";"1641";"4487";"1,63";"2388,90";"5021179,56";"1800"
"5004700005";"Piravevê";"1175";"3001";"1,53";"2818,82";"8548057,92";"2000"
"5004700006";"Guiraí";"1010";"2601";"1,55";"2589,16";"6683422,95";"2000"
"5004700007";"Vitória";"1293";"3525";"1,68";"1639,12";"1138847,63";"1225"
"5005202001";"Centro";"1179";"3415";"2,22";"4119,66";"18317687,89";"3000"
"5005202002";"Santo Antônio";"904";"2912";"2,99";"2758,94";"5473271,21";"2000"
"5005202003";"Almirante Tamandaré";"688";"2341";"2,71";"2409,12";"5291874,67";"1500"
"5005202004";"Popular";"200";"689";"3,00";"2522,55";"15872951,44";"1256"
"5005202005";"Boa Esperança";"496";"1659";"2,65";"3772,82";"12361652,17";"3000"
"5005202006";"Nova Ladário";"579";"2070";"3,82";"1918,71";"3288559,34";"1212"
"5005251001";"Centro";"350";"910";"1,51";"3456,88";"43221440,26";"2000"
"5005251002";"Cristo Rei";"188";"508";"1,48";"3282,74";"7824077,02";"2400"
"5005251003";"Monte Alegre";"274";"750";"1,82";"2566,47";"8800645,89";"1500"
"5005251004";"Nossa Senhora Aparecida";"236";"691";"2,03";"2132,94";"11332311,43";"1350"
"5005707001";"Centro";"5007";"12382";"1,65";"3176,18";"18012124,54";"2000"
"5005707002";"Jardim Nova Era";"96";"266";"1,55";"5178,80";"21984623,18";"3600"
"5005707003";"Jardim União";"79";"200";"1,20";"9452,76";"381449946,16";"5000"
"5005707004";"Classe A Residence";"176";"503";"1,30";"7723,50";"45754423,07";"6000"
"5005707005";"Parque Beija Flor";"101";"267";"1,53";"2917,61";"4681708,55";"2400"
"5005707006";"Residencial Sol Nascente";"892";"2434";"1,39";"2805,85";"5781712,13";"2000"
"5005707007";"Residencial Oasis II";"198";"506";"1,55";"2804,78";"3539556,40";"2500"
"5005707008";"Residencial Portal";"426";"1237";"1,28";"3097,07";"6698344,00";"2424"
"5005707009";"Jardim Oasis I";"184";"497";"1,43";"3135,45";"15727048,09";"2215"
"5005707010";"Conjunto Habitacional BNH 1º Plano";"197";"528";"1,40";"2604,77";"20071429,57";"1850"
"5005707011";"Parque Industrial I";"23";"75";"1,66";"2412,73";"3566992,21";"1400"
"5005707012";"Vila João de Barro";"364";"932";"1,94";"1561,62";"886529,60";"1212"
"5005707013";"Conjunto Habitacional Boa Vista";"141";"375";"1,75";"2647,96";"4881638,95";"2000"
"5005707014";"Conjunto Habitacional Odercio de Matos";"426";"1182";"2,16";"1792,28";"2207000,27";"1212"
"5005707015";"Residencial Ipê";"958";"2723";"1,94";"2000,24";"4704852,72";"1500"
"5005707016";"Jardim Vale Encantado";"82";"226";"2,01";"2711,10";"79324987,29";"1500"
"5005707017";"Parque Industrial II";"18";"51";"1,56";"2980,56";"3930334,97";"2200"
"5005707018";"Jardim Paraíso";"1324";"3656";"1,87";"1702,58";"1695951,56";"1220"
"5005707019";"Jardim Tarumã";"221";"624";"1,50";"2443,09";"2782685,33";"1900"
"5005707020";"Jardim Alvorada";"92";"253";"1,60";"2576,92";"4676641,98";"2000"
"5005707021";"Jardim Progresso";"903";"2376";"1,70";"2405,81";"4998748,90";"1700"
"5005707022";"Conjunto Habitacional Harry Amorim Costa";"762";"2054";"1,56";"2251,29";"4023650,07";"1600"
"5005707023";"Vila Nova";"572";"1560";"1,86";"1545,48";"743825,71";"1212"
"5005707024";"Jardim Paraíso IV";"279";"819";"2,36";"1421,90";"771230,69";"1212"
"5005707025";"Residencial Portinari";"247";"677";"1,51";"4453,20";"19376812,21";"3000"
"5005707027";"Residencial Morumbi";"24";"77";"1,39";"6465,79";"30513347,95";"5000"
"5005707028";"Chácara Recreio Bandeirantes";"131";"342";"1,55";"2810,46";"3860114,12";"2300"
"5005707029";"Eco Park Residence";"157";"432";"1,30";"5643,01";"30377220,67";"4800"
"5005707030";"Royal Park Residence";"253";"671";"1,39";"4996,30";"17448142,99";"3600"
"5005707031";"Royal Golf Residence";"50";"160";"0,98";"10230,00";"87223908,33";"6360"
"5005707032";"Condomínio Green Park Residence";"74";"240";"1,36";"13774,15";"109483630,10";"10000"
"5005707034";"Interlagos";"104";"276";"1,06";"1786,96";"1009150,37";"1400"
"5005707035";"Residencial Athenas";"79";"231";"1,46";"2554,30";"3922114,74";"2000"
"5005707036";"Distrito Verde";"30";"84";"2,65";"3056,13";"21722899,29";"1500"
"5006200001";"Centro";"2220";"5619";"1,64";"4351,60";"36330010,17";"2500"
"5006200003";"Cristo Rei";"977";"2730";"1,92";"2169,70";"3146945,85";"1600"
"5006200004";"Centro Educacional";"1162";"3120";"1,82";"2315,50";"4266373,58";"1500"
"5006200005";"Guiomar Soares Andrade";"584";"1502";"1,97";"2963,50";"6834409,86";"2200"
"5006200006";"Horto Florestal";"475";"1379";"2,33";"2043,75";"3084452,74";"1500"
"5006200007";"Campo Verde";"142";"394";"1,82";"2178,15";"2242709,43";"1800"
"5006200008";"Vila Beatriz";"373";"1052";"1,76";"3160,24";"35999315,15";"2000"
"5006200009";"Irman Ribeiro";"457";"1227";"1,65";"4334,56";"32528468,43";"2500"
"5006200010";"Santa Terezinha";"547";"1450";"1,63";"3334,83";"15868019,59";"2300"
"5006200011";"Capilé";"668";"1783";"1,86";"3709,59";"19653125,69";"2300"
"5006200012";"Vila Operária";"1081";"2983";"1,89";"2351,05";"4822621,84";"1700"
"5006200014";"Vicente de Paulo";"1242";"3342";"1,73";"2266,16";"3472025,71";"1732"
"5006200015";"Monte Carlo";"479";"1280";"1,37";"2876,78";"9635217,27";"2000"
"5006200016";"Mambaré";"102";"281";"2,35";"1660,19";"864846,72";"1400"
"5006200017";"Alvorada";"54";"162";"1,43";"5025,98";"40075787,33";"2500"
"5006200018";"Portal do Parque";"821";"2313";"1,43";"5231,37";"49614746,76";"3500"
"5006200019";"Pedro Pedrossian";"150";"434";"2,38";"2575,50";"10004244,99";"1600"
"5006200020";"Exposição";"10";"24";"4,04";"2284,44";"1739148,78";"1800"
"5006200021";"Universitário";"1174";"3417";"1,62";"3520,42";"9720814,93";"2600"
"5006200022";"Argemiro Ortega";"507";"1606";"2,47";"1523,36";"793671,48";"1212"
"5006200023";"Morada do Sol";"746";"2132";"2,10";"1758,34";"1042433,73";"1341"
"5006200024";"Paris";"73";"210";"1,72";"2144,51";"3012869,53";"1500"
"5006200025";"Torre";"63";"162";"1,31";"2178,21";"1667070,46";"1500"
"5006200026";"Industrial";"7";"20";"1,14";"2742,86";"1989523,81";"2900"
"5006200027";"Tropical";"216";"659";"2,22";"2496,97";"4963149,38";"1800"
"5006200028";"Francisco Alves";"320";"1030";"3,17";"1839,62";"3790323,07";"1276"
"5006606001";"A";"6";"16";"1,07";"3250,00";"12143000,00";"1600"
"5006606002";"B";"3451";"10715";"2,56";"2357,96";"6587065,12";"1500"
"5006606003";"C";"970";"2838";"2,28";"2934,81";"21127761,52";"1895"
"5006606004";"D";"1270";"4119";"2,70";"3490,16";"1964972727,61";"1212"
"5006606005";"E";"1541";"4292";"2,34";"3058,25";"11114920,90";"2000"
"5006606006";"Centro";"2976";"7160";"1,83";"5321,82";"31221776,01";"3600"
"5006606007";"G";"850";"2330";"1,77";"5708,56";"30527042,97";"4000"
"5006606008";"H";"1048";"3026";"2,29";"4158,04";"28381800,38";"2500"
"5006606009";"I";"548";"1440";"2,06";"5188,86";"31719891,03";"3000"
"5006606010";"J";"4140";"12645";"2,29";"2712,49";"12924102,20";"2000"
"5006606011";"K";"2627";"7946";"2,83";"2561,87";"14015380,07";"1500"
"5006606012";"L";"2594";"8238";"2,89";"4199,09";"10473185662,84";"1400"
"5006606013";"M";"1095";"3750";"2,99";"1701,25";"1613263,41";"1212"
"5006606014";"N";"958";"3178";"3,30";"1749,93";"1735031,71";"1212"
"5006606015";"O";"346";"1179";"3,45";"1506,34";"1308954,52";"1212"
"5007695001";"Centro";"1704";"4444";"1,62";"5831,45";"72145770,44";"3500"
"5007695002";"Primo Maffissoni";"1541";"4212";"1,46";"4545,41";"32916680,59";"3000"
"5007695003";"Primavera";"925";"2308";"1,59";"2797,80";"5161931,36";"2400"
"5007695004";"Jardim Gramado";"1980";"5774";"2,26";"2626,44";"6883711,02";"2000"
"5007695005";"Milani";"635";"1717";"1,95";"2468,76";"4010418,95";"2000"
"5007695006";"Amábile Maffissoni";"551";"1447";"1,89";"3426,88";"15359149,56";"2500"
"5007695007";"Fênix";"1560";"4652";"2,12";"2033,22";"2308163,46";"1500"
"5008305001";"Vila Nova";"4427";"11763";"1,75";"3456,60";"13266073,62";"2424"
"5008305002";"Colinos";"807";"2103";"1,59";"6119,00";"67747387,44";"4000"
"5008305003";"da Lapa";"768";"1904";"1,65";"3733,89";"24235536,58";"2424"
"5008305004";"Acácias";"1232";"3427";"2,02";"2035,11";"2390261,27";"1500"
"5008305005";"Paranapungá";"1957";"5373";"1,83";"2431,90";"4496568,96";"1900"
"5008305006";"Jardim Dourado";"765";"1959";"1,73";"2724,52";"7260628,06";"2000"
"5008305007";"Santo André";"975";"2545";"1,54";"3568,03";"12737883,68";"2500"
"5008305008";"Interlagos";"1531";"4088";"1,93";"3420,28";"13608674,13";"2500"
"5008305009";"Alto da Boa Vista";"666";"1818";"1,50";"3358,55";"15928105,90";"2800"
"5008305010";"Bela Vista";"845";"2228";"1,88";"3296,77";"10369709,09";"2064.5"
"5008305011";"Santa Luzia";"1774";"4916";"1,85";"2483,11";"4002010,12";"2000"
"5008305012";"Maristela";"1734";"5002";"2,07";"2072,72";"2334722,39";"1600"
"5008305013";"Santa Terezinha";"1640";"4491";"1,88";"2459,11";"4043004,71";"1900"
"5008305014";"Nossa Senhora Aparecida";"1091";"2893";"1,84";"3141,73";"10736176,68";"2500"
"5008305015";"Santos Dumont";"1097";"3053";"1,67";"5047,07";"27969391,32";"3500"
"5008305016";"Vila Haro";"1418";"3898";"1,84";"2294,01";"4086392,49";"1800"
"5008305017";"Chácara Imperial";"347";"1096";"2,25";"1683,53";"3017335,79";"1400"
"5008305018";"Guanabara";"1372";"3891";"2,23";"2072,25";"2153201,37";"1500"
"5008305019";"São Carlos";"1670";"4548";"1,89";"3090,65";"9673003,76";"2300"
"5008305020";"São João";"1021";"2803";"1,87";"2010,95";"3128385,89";"1500"
"5008305021";"Vila Carioca";"513";"1503";"2,40";"1704,54";"1488131,96";"1212"
"5008305022";"Osmar Ferreira Dutra";"162";"493";"2,63";"1983,74";"2377971,73";"1350"
"5008305023";"Vila Zuque";"951";"2773";"1,68";"3469,58";"10783908,23";"2600"
"5008305024";"Santa Rita";"2003";"5674";"2,02";"2859,78";"7468878,18";"2000"
"5008305025";"Jardim Brasília";"383";"988";"1,83";"2284,59";"2681116,81";"1800"
"5008305026";"Jardim Ypê";"687";"1876";"1,32";"6942,00";"36298729,22";"5000"
"5008305027";"Quinta da Lagoa";"899";"2437";"1,53";"4038,78";"14144552,93";"3000"
"5008305028";"Vista Alegre";"1740";"4576";"1,80";"2813,43";"5460107,38";"2000"
"5008305029";"Jardim Alvorada";"2436";"6259";"1,67";"3640,92";"13366257,60";"2600"
"5008305030";"Vila Piloto";"1506";"4417";"2,10";"2135,91";"2306799,40";"1800"
"5008305031";"Jupiá";"406";"1181";"1,66";"8314,44";"111370978,38";"3000"
"5008305032";"Centro";"662";"1488";"1,56";"4767,36";"58985474,26";"3000"
"5100201001";"Jardim Tropical";"448";"1254";"1,79";"4137,40";"17211833,95";"3000"
"5100201002";"Centro";"306";"716";"1,54";"5597,25";"44818055,54";"3500"
"5100201003";"Vila Nova";"453";"1266";"2,09";"3134,56";"13439616,18";"2000"
"5100201004";"Guarujá - Expansão";"673";"1902";"2,11";"2907,74";"12832437,12";"2000"
"5100201005";"Guarujá";"1037";"2781";"1,87";"3545,30";"29355212,77";"2200"
"5100201006";"Operário";"645";"1771";"1,91";"3249,57";"17744660,75";"2000"
"5100201007";"Nova Era";"487";"1354";"1,95";"4399,46";"16865962,54";"3000"
"5100201008";"Primavera";"636";"1764";"1,94";"2490,37";"3660287,90";"2000"
"5100201009";"Centro II";"395";"1046";"2,01";"5511,18";"62670836,47";"3000"
"5100250001";"São José Operário";"411";"1187";"2,03";"3286,76";"8563932,25";"2500"
"5100250002";"Santa Maria";"231";"628";"1,99";"4763,90";"35699046,22";"3000"
"5100250003";"Bom Jesus";"655";"1692";"2,02";"3121,18";"8290845,81";"2030"
"5100250004";"Cidade Alta";"1503";"4303";"1,98";"6343,71";"16816316450,59";"2300"
"5100250005";"Jardim das Flores";"448";"1341";"1,92";"2567,12";"19686140,13";"1900"
"5100250006";"Jardim Guaraná";"631";"1908";"1,95";"2762,13";"10100007,47";"2200"
"5100250007";"Boa Esperança";"494";"1433";"1,99";"2183,80";"2753161,32";"1800"
"5100250008";"Vila Nova";"529";"1569";"2,57";"1898,49";"1266355,49";"1500"
"5100250009";"Jardim Primavera";"276";"803";"2,76";"2198,15";"4088405,99";"1900"
"5100250010";"Jardim Perimetral";"279";"723";"1,45";"4849,95";"18522014,04";"3500"
"5100250011";"Jardim Renascer";"267";"718";"1,56";"2199,99";"1725436,49";"2000"
"5100250012";"Jardim Flamboyant";"160";"375";"1,23";"3052,70";"6701706,88";"2500"
"5100250013";"Residencial das Mangueiras ou Simplesmente R das Mangueiras";"101";"283";"1,64";"2787,27";"4142072,53";"2000"
"5100250014";"Residencial Universitário";"734";"2147";"1,99";"3724,12";"25036057,76";"2500"
"5100250015";"Jardim Oliveiras";"256";"743";"2,02";"2243,07";"1120895,17";"2000"
"5100250016";"Jardim Panorama";"681";"1918";"1,82";"2400,49";"3024398,38";"2000"
"5100250017";"Cidade Bela";"945";"2683";"2,02";"2378,11";"8780579,45";"1700"
"5100250018";"Jardim Imperial";"510";"1521";"2,10";"2545,67";"12885060,39";"1800"
"5100250019";"Bom Pastor";"562";"1623";"1,95";"3379,51";"18668513,81";"2400"
"5100250020";"Boa Nova";"1097";"3165";"1,99";"3171,14";"6958619,10";"2500"
"5100250021";"Jardim das Araras";"467";"1335";"1,58";"5955,98";"2270305971,08";"2500"
"5100250022";"Parque dos Lagos";"41";"97";"1,84";"3768,39";"14828183,04";"2000"
"5100250023";"Jardim Tropical";"61";"175";"1,95";"2704,77";"1139253,28";"3000"
"5100250024";"Distrito Industrial";"67";"192";"1,97";"3056,01";"7184728,50";"2400"
"5100250025";"Setor Trevo";"202";"576";"1,55";"6959,43";"40762704,63";"5000"
"5100300001";"Atlântico";"549";"1323";"1,91";"3321,75";"12440370,73";"2400"
"5100300002";"Dom Bosco";"637";"1654";"1,73";"3356,45";"17331296,86";"2325"
"5100300003";"Aeroporto";"2132";"5663";"2,01";"2516,18";"5029575,42";"1800"
"5100300004";"Novo Araguaia";"127";"338";"2,16";"2269,66";"3319325,67";"1725"
"5100300005";"Distrito Industrial";"40";"118";"2,66";"2515,89";"2113305,87";"2000"
"5100300006";"Cohab";"299";"765";"1,59";"2612,08";"4901679,49";"1500"
"5100300007";"São Francisco de Assis";"220";"570";"1,69";"2745,75";"5168169,45";"2000"
"5100300008";"Primavera";"29";"80";"2,19";"4017,04";"16993726,27";"3000"
"5100300009";"Boiadeiro";"558";"1385";"1,70";"3352,66";"12594995,79";"2400"
"5100300010";"Alvorada";"105";"260";"1,91";"6333,58";"33600085,45";"4000"
"5100300011";"Beira Rio";"241";"553";"1,73";"5197,36";"104455156,34";"2500"
"5100300012";"Centro";"324";"784";"1,61";"4873,57";"23654843,20";"3680"
"5100805001";"Bom Jesus";"360";"1012";"1,89";"3584,81";"17699197,51";"2442"
"5100805002";"Jardim das Nações";"54";"148";"3,06";"2578,71";"5353631,87";"1500"
"5100805003";"Pioneiro";"200";"584";"2,55";"2126,94";"2874098,47";"1500"
"5100805004";"Primavera";"111";"384";"2,76";"3344,08";"28799052,85";"2000"
"5101209001";"Centro";"60";"140";"1,55";"3019,37";"12927500,10";"1500"
"5101209002";"Cohab";"131";"339";"2,07";"2189,87";"4243267,60";"1500"
"5101209003";"São Francisco";"83";"219";"2,31";"2886,76";"10178734,93";"1450"
"5101209004";"Nossa Senhora Aparecida";"36";"82";"1,63";"2041,71";"2008329,06";"1312.5"
"5101209005";"João de Barro";"38";"79";"1,21";"1839,65";"4578897,23";"1212"
"5101308001";"Novo Horizonte";"215";"582";"2,25";"2202,93";"4659096,93";"1226"
"5101308002";"Bela Vista";"780";"2167";"2,04";"2357,41";"6227915,76";"1500"
"5101308003";"Primavera";"393";"1083";"1,75";"2556,21";"5861650,17";"1700"
"5101308004";"Planalto dos Diamantes";"53";"141";"2,57";"1398,95";"535818,14";"1212"
"5101308005";"São Mateus";"465";"1380";"1,97";"2668,53";"7177186,61";"1800"
"5101308006";"Jardim Canaã";"167";"446";"1,70";"1882,86";"1693593,86";"1212"
"5101308007";"Vila Nova";"699";"1895";"1,72";"3556,69";"17618592,03";"2424"
"5101308008";"Vila Rica";"404";"1088";"1,79";"2100,20";"5642156,96";"1212"
"5101308009";"Bolívia";"75";"199";"1,74";"1627,80";"1477041,65";"1212"
"5101308010";"Centro";"132";"343";"2,29";"2087,18";"9121532,07";"1212"
"5101308011";"Campinas";"37";"106";"2,62";"2099,14";"2719433,01";"1212"
"5101308012";"da Ponte";"93";"242";"1,55";"2437,79";"27560667,26";"1212"
"5101704001";"União";"2503";"7336";"2,32";"1838,03";"2463761,57";"1300"
"5101704002";"Maracanã";"1353";"3790";"1,88";"2235,18";"4851185,13";"1800"
"5101704003";"13 de Maio";"1080";"2920";"1,69";"2511,65";"9813668,36";"1800"
"5101704004";"Nova Esperança";"278";"771";"2,15";"1928,53";"3880472,12";"1212"
"5101704005";"Jardim Aeroporto";"295";"781";"1,47";"2628,83";"4765412,33";"2000"
"5101704006";"Centro";"1003";"2383";"1,64";"4746,27";"52429640,83";"2500"
"5101704007";"Santa Cruz";"685";"1633";"1,74";"3304,18";"11468272,83";"2300"
"5101704008";"São Raimundo";"423";"1114";"1,69";"4866,64";"47073908,35";"3000"
"5101704009";"Distrito Industrial";"15";"32";"1,27";"1115,38";"284743,59";"1200"
"5101902001";"Aeroporto";"235";"690";"2,20";"2743,68";"5832463,02";"2000"
"5101902003";"Pôr do Sol";"289";"842";"2,75";"2796,79";"2923198,21";"2500"
"5101902004";"Arco Íris";"418";"1153";"2,31";"2312,31";"1964742,41";"2100"
"5102504001";"Lavapés";"501";"1473";"2,24";"2914,19";"7260550,34";"1800"
"5102504002";"Dner";"578";"1706";"2,35";"2139,18";"4432988,03";"1300"
"5102504003";"Jardim Celeste";"553";"1504";"1,85";"4346,20";"12528670,94";"3000"
"5102504004";"Santa Izabel";"407";"1069";"1,89";"4100,70";"20479297,02";"2500"
"5102504005";"Maracanãzinho";"435";"1183";"1,84";"5950,32";"150138258,15";"2400"
"5102504006";"Vila Mariana";"814";"2197";"2,02";"4223,71";"24073003,16";"2500"
"5102504007";"Cohab Velha";"559";"1354";"1,76";"3642,90";"13609078,57";"2500"
"5102504008";"Monte Verde";"306";"846";"2,09";"6384,63";"44845022,17";"4500"
"5102504009";"Cidade Alta";"222";"661";"2,11";"3159,86";"10496030,76";"1880"
"5102504010";"Joaquim Murtinho";"596";"1730";"2,03";"2043,15";"3321467,40";"1300"
"5102504011";"Cavalhada II";"860";"2256";"2,15";"3532,42";"16196320,78";"2000"
"5102504012";"Cavalhada III";"630";"1736";"2,34";"1859,64";"4271156,20";"1212"
"5102504013";"Vila Nova";"434";"1197";"2,00";"2504,96";"6742974,24";"1500"
"5102504014";"Jardim Padre Paulo";"856";"2521";"1,90";"2586,22";"11046546,61";"1600"
"5102504015";"Betel";"235";"669";"2,82";"1489,61";"981441,86";"1200"
"5102504016";"Carrapatinho";"64";"189";"2,46";"2316,69";"10910015,88";"1212"
"5102504017";"São Jorge";"139";"404";"2,78";"3680,09";"14630716,26";"2000"
"5102504018";"Lobo";"1163";"3575";"2,39";"1518,34";"1708391,56";"1200"
"5102504019";"Santos Dumont";"441";"1233";"2,33";"2760,42";"5677653,75";"2000"
"5102504020";"Jardim Guanabara";"466";"1348";"2,02";"2536,29";"6111368,36";"1800"
"5102504021";"Nova Era";"1009";"3054";"2,80";"1584,35";"1233754,98";"1212"
"5102504022";"Vitória Régia";"718";"2044";"1,86";"2871,09";"9880303,19";"2000"
"5102504023";"Jardim do Trevo";"411";"1166";"2,13";"3860,62";"17757324,89";"2500"
"5102504024";"Jardim Marajoara";"506";"1474";"2,61";"3165,74";"7103435,35";"2424"
"5102504025";"Cidade Nova";"532";"1468";"2,37";"2495,67";"5858865,20";"1600"
"5102504026";"Junco";"1032";"2992";"2,51";"2219,57";"7534156,19";"1221"
"5102504027";"Santo Antônio";"403";"1156";"2,52";"1629,32";"2242355,27";"1212"
"5102504028";"Vila Real";"858";"2916";"2,25";"2040,41";"5215582,23";"1300"
"5102504029";"Garcez";"240";"782";"2,72";"2481,29";"82946415,27";"1212"
"5102504030";"Jardim Imperial";"780";"2323";"2,59";"1645,33";"2285111,13";"1212"
"5102504031";"Jardim Paraíso";"445";"1328";"2,43";"2389,40";"11225042,55";"1500"
"5102504032";"Rodeio";"641";"1944";"2,37";"1960,36";"3571706,20";"1212"
"5102504033";"São Lourenço";"210";"691";"3,50";"1596,16";"1817621,30";"1212"
"5102504034";"Santa Cruz";"661";"1905";"1,99";"4407,02";"19606115,40";"3000"
"5102504035";"Jardim São Luiz da Ponte";"497";"1350";"1,97";"3831,03";"17231371,61";"2500"
"5102504036";"São Miguel";"173";"442";"1,68";"4263,69";"18193108,85";"3000"
"5102504037";"Centro";"1375";"3428";"1,95";"4640,05";"33329135,90";"2600"
"5102504038";"Cavalhada I";"796";"2047";"2,07";"5589,43";"47752889,56";"3000"
"5102504039";"Santa Rosa";"262";"692";"1,65";"6007,03";"55332011,48";"2500"
"5102504040";"Vila Irene";"1101";"3213";"2,06";"3076,75";"11602618,09";"2000"
"5102504041";"Massa Barro";"506";"1464";"2,41";"2543,43";"7528598,77";"1460"
"5102504042";"Cohab Nova";"679";"1871";"1,81";"3840,13";"29076386,24";"2400"
"5102504043";"Olhos D'água";"66";"215";"3,06";"1819,85";"1931152,04";"1212"
"5102504044";"Espírito Santo";"291";"858";"2,61";"1839,48";"3486989,14";"1300"
"5102504045";"Jardim Panorama";"382";"1168";"2,29";"1803,50";"2060438,56";"1300"
"5102504046";"Jardim União";"252";"694";"1,81";"2774,41";"20190013,91";"1500"
"5102504047";"Residencial Aroldo Fanaia";"483";"1667";"3,43";"1608,93";"1346357,74";"1212"
"5102603001";"Centro";"238";"605";"2,46";"3407,06";"16236964,27";"2200"
"5102603002";"Antônio Pedro";"263";"721";"1,72";"3140,16";"24073037,73";"2000"
"5102603003";"União";"285";"780";"2,44";"3131,85";"17850303,13";"1642.5"
"5102603004";"Amélio";"187";"590";"4,96";"2169,73";"3591339,86";"1240"
"5102603005";"Cristalina";"133";"404";"2,82";"3881,61";"36541651,94";"2000"
"5102603006";"Zé Viola";"224";"675";"3,80";"2710,35";"10484971,29";"1500"
"5102603007";"Castilho";"124";"324";"2,39";"3109,82";"30758466,17";"2000"
"5102637001";"Nossa Senhora Aparecida";"1941";"5546";"1,72";"3951,73";"18487618,73";"3000"
"5102637002";"Jardim das Palmeiras";"5168";"16097";"2,24";"2655,44";"6210539,26";"2200"
"5102637003";"Olenka";"1123";"3340";"1,75";"4793,99";"15989315,45";"4000"
"5102637004";"Alvorada";"1745";"4826";"1,56";"5365,31";"33510619,63";"4000"
"5102637005";"Centro";"1482";"3694";"1,86";"4963,97";"51981968,76";"3000"
"5102637006";"Boa Esperança";"961";"2731";"2,15";"2344,59";"6229074,04";"2000"
"5102637007";"Jardim Primavera";"335";"964";"1,94";"3770,54";"8355760,01";"3000"
"5102678001";"Centro";"1731";"4507";"1,64";"5861,98";"66781802,28";"3700"
"5102678002";"Jardim Campo Verde";"1123";"3191";"1,72";"3448,77";"11875129,43";"2500"
"5102678003";"São Lourenço";"2092";"6065";"2,28";"2355,53";"4982017,35";"1800"
"5102678004";"Jupiara";"1607";"4601";"2,09";"2391,48";"9293000,51";"1800"
"5102678005";"Vale do Sol";"1247";"3366";"1,55";"4087,65";"13161656,24";"3000"
"5102793001";"Centro";"444";"1098";"1,67";"2997,33";"11384917,93";"2300"
"5102793002";"Boa Esperança";"73";"185";"2,06";"1686,77";"1958314,30";"1212"
"5102793003";"Bom Jesus";"247";"660";"2,03";"1726,83";"1816617,98";"1212"
"5102793004";"Cristo Rey";"249";"729";"2,06";"1998,63";"2744726,76";"1450"
"5102793005";"Boa Vista";"426";"1140";"1,67";"2199,36";"3167064,54";"1607"
"5102793006";"Santa Terezinha";"308";"819";"1,89";"1978,49";"3449339,11";"1264"
"5102850001";"Centro";"151";"385";"1,60";"4173,87";"25206016,95";"3000"
"5102850002";"Santa Rita";"303";"771";"1,77";"1989,36";"4475831,43";"1212"
"5102850003";"Guadalupe";"389";"1043";"2,11";"1945,84";"1560553,60";"1500"
"5102850004";"Santo Antônio";"267";"724";"1,62";"2443,04";"4006227,23";"2000"
"5102850005";"Noga";"200";"529";"1,56";"2834,98";"7260613,54";"2000"
"5103056001";"Campo Verde";"415";"1185";"1,71";"2724,43";"10139470,23";"1300"
"5103056002";"Centro Cívico";"206";"561";"1,74";"3462,75";"15311156,53";"2500"
"5103056003";"Florestal";"138";"402";"1,95";"2189,26";"1354220,15";"2000"
"5103056004";"Jardim União";"161";"437";"1,46";"2401,43";"11620078,21";"1540"
"5103056005";"Lions Internacional";"39";"111";"1,45";"4195,79";"8293256,38";"3000"
"5103056006";"Rotary Internacional";"409";"1176";"1,64";"3109,35";"11979961,13";"2424"
"5103304001";"Centro";"384";"1002";"1,52";"4924,04";"67304825,23";"3000"
