CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,NO_DISTRITO,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,LATITUDE,LONGITUDE,NU_CNPJ_MANTENEDORA
3205002,ESCOLA SIENA - LARANJEIRAS,32075944,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,148.0,21.0,1.6153846153846154,3205002,Carapina,PITAGORAS,126,PARQUE RESIDENCIAL LARANJEIRAS,29165170,,,41426064000136.0
3205002,CENTRO DE EDUCACAO BASICA E PROFISSIONAL HENRIQUE MEYERFREUND - SESI,32082754,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,503.0,353.0,32.09090909090909,3205002,Carapina,PAULO MIGUEL BOHOMOLETZ,242,CIVIT I,29168010,-20.1645125,-40.23983666,3810480000144.0
3205002,ESCOLA ADVENTISTA DE LARANJEIRAS,32084340,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,10.0,18.0,7.0,1.0,1.0,0.0,812.0,41.0,1.9523809523809523,3205002,Carapina,PAULO PEREIRA GOMES,379,MORADA DE LARANJEIRAS,29166828,,,73686370000106.0
3205069,ESCOLA FUNDACAO DEOLINDO PERIM,32071957,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,7.0,8.0,5.0,3.0,1.0,0.0,355.0,40.0,2.2222222222222223,3205069,Venda Nova do Imigrante,RUA DOS ANTURIOS,99,,29375000,-20.33811829,-41.13398236,13092701000140.0
3205069,COOPEDUCAR CE E CULTURA SABER,32073739,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,0.0,6.0,7.0,4.0,3.0,0.0,0.0,269.0,34.0,2.0,3205069,Venda Nova do Imigrante,RUA DAS PAINEIRAS,26,VILA BETANEA,29375000,-20.3210411,-41.1365258,4115453000114.0
3205200,CEIC,32038160,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,0.0,10.0,8.0,3.0,1.0,0.0,493.0,102.0,7.285714285714286,3205200,Vila Velha,JAIME DUARTE NASCIMENTO,617,ITAPUÃ,29101620,-20.3495195,-40.2927532,28437457000187.0
3205200,CENTRO DE ENSINO CHARLES DARWIN,32038178,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,7.0,10.0,9.0,0.0,0.0,781.0,330.0,14.347826086956522,3205200,Vila Velha,CABO AYLSON SIMOES,1170,CENTRO DE VILA VELHA,29100320,-20.34199722,-40.29536323,32928561000141.0
3205200,CENTRO EDUCACIONAL PRAIA DA COSTA,32038194,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,0.0,185.0,42.0,2.8,3205200,Vila Velha,ANTONIO GIL VELLOZO,1300,PRAIA DA COSTA,29101011,-20.33821046,-40.28247537,36042885000139.0
3205200,COLEGIO MARISTA NOSSA SENHORA DA PENHA,32038224,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,66.0,1.0,1.0,21.0,28.0,17.0,7.0,1.0,0.0,1654.0,226.0,3.4242424242424243,3205200,Vila Velha,CHAMPAGNAT,925,CENTRO DE VILA VELHA,29100011,-20.3369467,-40.2906715,17200684000178.0
3205200,COLEGIO SAO JOSE,32038240,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,1.0,0.0,12.0,23.0,14.0,3.0,0.0,0.0,1204.0,101.0,2.3488372093023258,3205200,Vila Velha,LUCIANO DAS NEVES,510,CENTRO DE VILA VELHA,29100201,-20.3338679,-40.2933104,33570052000152.0
3205200,CENTRO EDUCACIONAL CONEXAO,32038330,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,7.0,10.0,8.0,3.0,0.0,0.0,446.0,51.0,1.8214285714285716,3205200,Vila Velha,SANTA TEREZINHA,880,GLÓRIA,29122041,-20.34189588,-40.30475372,7790327000153.0
3205200,COLEGIO PIO XII,32038526,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,16.0,6.0,3.0,0.0,0.0,618.0,84.0,4.941176470588236,3205200,Vila Velha,WALDEMAR VERCOSA PITANGA,85,ITAPUÃ,29101521,-20.3473849,-40.2914088,28414555000107.0
3205200,ESCOLA SANTA ADAME,32038720,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,27.0,1.0,0.0,8.0,8.0,6.0,3.0,0.0,0.0,395.0,62.0,2.2962962962962963,3205200,Vila Velha,MARIA AMALIA,273,OLARIA,29100515,-20.332825,-40.3006574,99999999999999.0
3205200,EPG JOSE BONIFACIO,32039140,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,30.0,1.0,0.0,12.0,16.0,9.0,4.0,1.0,0.0,690.0,125.0,4.166666666666667,3205200,Vila Velha,VITORIA REGIA,12,NOVO MEXICO,29104110,-20.3695908,-40.317124,8149818000182.0
3205200,ESCOLA DE EDUCACACAO BASICA E PROFISSIONAL DOUTOR RONALDO YOUNG CARNEIRO DA ROCHA,32039395,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,1.0,1.0,2.0,10.0,8.0,6.0,5.0,0.0,818.0,220.0,14.666666666666666,3205200,Vila Velha,DARLY SANTOS,S/Nº,ARAÇÁS,29103091,-20.39070406,-40.32241649,60701521000106.0
3205200,COLEGIO DUQUE DE CAXIAS,32039450,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,197.0,27.0,1.2857142857142858,3205200,Vila Velha,RUA ATENEU,106,RESIDENCIAL COQUEIRAL,29102851,-20.36698,-40.30922,32472565000168.0
3205200,CAT ARLETHE ZORZANELLI BUAIZ,32039654,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,0.0,10.0,9.0,4.0,2.0,0.0,661.0,125.0,7.8125,3205200,Vila Velha,JAPERI,201,COBILÂNDIA,29111490,-20.3549,-40.3515832,3810480000144.0
3205200,EPG SAO CAMILO,32039832,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,12.0,20.0,13.0,6.0,0.0,0.0,1343.0,237.0,8.464285714285714,3205200,Vila Velha,ERNESTO CANAL,451,ALVORADA,29117120,-20.3461705,-40.3485867,9085312000110.0
3205200,NEP NUCLEO EDUCACIONAL PIAGET,32063440,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,27.0,1.0,0.0,12.0,15.0,8.0,3.0,0.0,0.0,874.0,92.0,3.4074074074074074,3205200,Vila Velha,JOAO MENDES,670,PRAIA DE ITAPARICA,29105200,-20.3724815,-40.30878623,683924000130.0
3205200,CAT HELCIO REZENDE DIAS,32063512,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,0.0,16.0,17.0,13.0,9.0,10.0,1755.0,492.0,17.571428571428573,3205200,Vila Velha,DARLY SANTOS,2615,PÓLO EMPRESARIAL NOVO MÉXICO,29104360,-20.37836359,-40.32821442,3810480000144.0
3205200,ESCOLA BATISTA BRASIL DE VILA VELHA,32063563,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,1.0,1.0,3.0,11.0,8.0,3.0,0.0,0.0,557.0,106.0,4.608695652173913,3205200,Vila Velha,LUCIO BACELAR,490,PRAIA DA COSTA,29101030,-20.3293944,-40.2750281,17217670000167.0
3205200,ELITE - REDE DE ENSINO,32068336,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,0.0,2.0,6.0,5.0,4.0,1.0,0.0,481.0,145.0,5.178571428571429,3205200,Vila Velha,DA CULTURA DUQUE DE CAXIAS,173,CENTRO DE VILA VELHA,29100300,-20.3372986,-40.2936879,8988325000136.0
3205200,ESCOLA EDWARD DODD LTDA,32073003,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,8.0,10.0,5.0,3.0,2.0,0.0,462.0,47.0,2.473684210526316,3205200,Vila Velha,HENRIQUE MOSCOSO,2299,JABURUNA,29100650,-20.3399071,-40.298434,23542243000157.0
3205200,CE INTERACAO,32073968,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,8.0,11.0,7.0,3.0,0.0,0.0,511.0,56.0,2.6666666666666665,3205200,Vila Velha,JOATUBA,22,RIO MARINHO,29112357,-20.3612089,-40.3549541,2011553000175.0
3205200,UP CENTRO EDUCACIONAL,32076169,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,999.0,681.0,24.321428571428573,3205200,Vila Velha,DO PESSEGUEIRO,44,DIVINO ESPIRITO SANTO,29107230,-20.34782545,-40.29419336,4386136000132.0
3205200,CE RADIER,32076606,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,83.0,51.0,7.285714285714286,3205200,Vila Velha,HUMBERTO PEREIRA,490,PRAIA DE ITAPARICA,29102170,-20.37302,-40.30906,3137911000153.0
3205200,ESCOLA MARISTA CHAMPAGNAT TERRA VERMELHA,32079931,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,15.0,6.0,1.0,0.0,717.0,197.0,12.3125,3205200,Vila Velha,SERRA,47,TERRA VERMELHA,29127205,-20.4464464,-40.3485336,17200684000178.0
3205200,SEB ESCOLAS DE ALTA PERFORMANCE S A,32083343,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,52.0,1.0,1.0,7.0,25.0,19.0,9.0,0.0,0.0,1732.0,372.0,7.153846153846154,3205200,Vila Velha,RUA C,200,COQUEIRAL DE ITAPARICA,29102903,-20.36380136,-40.30454937,33268567000100.0
3205200,COLEGIO PRIMEIRO MUNDO,32083351,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,0.0,9.0,13.0,8.0,3.0,0.0,0.0,642.0,79.0,2.393939393939394,3205200,Vila Velha,JOAO JOAQUIM DA MOTA,431,PRAIA DA COSTA,29101200,,,32333300000189.0
3205200,ESCOLA NOVO MILENIO,32083386,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,120.0,88.0,12.571428571428571,3205200,Vila Velha,SANTA LEOPOLDINA,840,COQUEIRAL DE ITAPARICA,29102375,,,36545571000159.0
3205200,CE SANTA RITA DE CASSIA,32039050,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,8.0,10.0,7.0,3.0,2.0,0.0,581.0,89.0,4.45,3205200,Ibes,EMYGDIO FERREIRA SACRAMENTO,110,ARIBIRI,29120009,-20.3435224,-40.3146604,15751642000108.0
3205309,COLEGIO ADVENTISTA DE VITORIA,32039980,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,9.0,21.0,13.0,5.0,0.0,0.0,1198.0,160.0,5.333333333333333,3205309,Vitória,LAURO CUNHA FREIRE,213,MONTE BELO,29053200,-20.3142643,-40.3128247,73686370000106.0
3205309,CE AGOSTINIANO,32039999,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,335.0,80.0,3.809523809523809,3205309,Vitória,THIERS VELLOSO,125,CENTRO,29010570,-20.319426,-40.3406104,28151538000116.0
3205309,CE LEONARDO DA VINCI,32040032,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,62.0,1.0,1.0,18.0,20.0,13.0,8.0,0.0,0.0,958.0,219.0,3.532258064516129,3205309,Vitória,"RUA ELIAS TOMMASI SOBRINHO, 154",154,SANTA LÚCIA,29056910,-20.30783,-40.3014783,41515775000187.0
3205309,COLEGIO PRIMEIRO MUNDO,32040040,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,0.0,10.0,18.0,10.0,3.0,0.0,0.0,687.0,95.0,2.375,3205309,Vitória,CONSTANTE SODRE,655,PRAIA DO CANTO,29055420,-20.3010626,-40.299647,28580065000172.0
3205309,COLEGIO SAGRADO CORACAO DE MARIA,32040075,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,12.0,27.0,18.0,6.0,2.0,0.0,1265.0,141.0,3.065217391304348,3205309,Vitória,CORACAO DE MARIA,315,PRAIA DO CANTO,29055770,-20.29595113,-40.28865592,33618984000128.0
3205309,COLEGIO SALESIANO N S DA VITORIA,32040083,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,9.0,7.0,5.0,2.0,0.0,493.0,155.0,8.61111111111111,3205309,Vitória,"AVENIDA VITORIA, 950",950,FORTE SÃO JOÃO,29017950,-20.3165024,-40.3230925,33583592000170.0
3205309,ESCOLA CRESCER,32040210,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,2.0,8.0,5.0,3.0,1.0,0.0,355.0,50.0,1.6666666666666667,3205309,Vitória,RIO BRANCO,1805,PRAIA DO CANTO,29055642,-20.2935189,-40.2930726,926459000110.0
3205309,ESCOLA SAO DOMINGOS,32041152,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,19.0,7.0,1.0,0.0,833.0,256.0,9.846153846153848,3205309,Vitória,FRANCISCO RUBIM,428,BENTO FERREIRA,29050680,-20.3132046,-40.3092645,27318310000105.0
3205309,SOCIEDADE CULTURAL MONTEIRO LOBATO CEMS,32041373,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,391.0,65.0,3.095238095238096,3205309,Vitória,ENGENHEIRO GUILHERME JOSE MONJARDIM VAREJAO,20,ENSEADA DO SUÁ,29050260,-20.31729097,-40.29055864,27056654000193.0
3205309,CAT JOSE TARQUINIO SILVA,32041390,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,1.0,0.0,0.0,21.0,16.0,11.0,3.0,8.0,1613.0,412.0,13.733333333333333,3205309,Vitória,TUPINAMBAS,240,JARDIM DA PENHA,29060810,-20.28496667,-40.29893333,3810480000144.0
3205309,CENTRO DE ENSINO CHARLES DARWIN,32041411,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,48.0,1.0,0.0,6.0,20.0,15.0,15.0,0.0,0.0,1539.0,655.0,13.645833333333334,3205309,Vitória,DESEMBARGADOR VICENTE CAETANO,116,MATA DA PRAIA,29065730,-20.2784153,-40.3002527,32928561000141.0
3205309,SENAI ES - CENTRO DE EDUCACAO E TECNOLOGIA ARIVALDO FONTES,32070144,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,561.0,0.0,0.0,3205309,Vitória,MARECHAL MASCARENHAS DE MORAES,2235,BENTO FERREIRA,29050625,-20.31776167,-40.30719333,3810810000100.0
3205309,COLEGIO SALESIANO JARDIM CAMBURI,32074964,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,1.0,0.0,4.0,21.0,14.0,7.0,0.0,0.0,1186.0,225.0,7.03125,3205309,Vitória,DEPUTADO OTAVIANO RODRIGUES DE CARVALHO,360,JARDIM CAMBURI,29090480,-20.2552107,-40.2631217,33583592000170.0
3205309,UP CENTRO EDUCACIONAL,32077610,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,720.0,450.0,20.454545454545453,3205309,Vitória,AVENIDA SATURNINO RANGEL MAURO,1271,PONTAL DE CAMBURI,29062030,-20.2871666,-40.2997743,4386136000132.0
3205309,UP CENTRO EDUCACIONAL,32078510,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,848.0,391.0,14.48148148148148,3205309,Vitória,JUDITH LEAO CASTELLO RIBEIRO,425,JARDIM CAMBURI,29090720,-20.2555086,-40.2671963,4386136000132.0
3205309,SISTEMA EDUCACIONAL BRASILEIRO DE EDUCACAO BASICA - SEB JARDIM DA PENHA,32078684,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,21.0,12.0,5.0,0.0,0.0,1041.0,183.0,7.038461538461538,3205309,Vitória,SATURNINO RANGEL MAURO,1365,PONTAL DE CAMBURI,29062033,-20.28700006,-40.30085156,33268567000100.0
3205309,ESCOLA AMERICA DE VITORIA,32082193,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,6.0,4.0,3.0,3.0,0.0,317.0,34.0,2.0,3205309,Vitória,JOAO NUNES COELHO,150,MATA DA PRAIA,29065490,,,39390083000108.0
3205309,ESCOLA AMERICANA DE VITORIA,32082797,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,11.0,10.0,7.0,3.0,0.0,0.0,425.0,50.0,1.7241379310344829,3205309,Vitória,MARECHAL MASCARENHAS DE MORAES,1910,BENTO FERREIRA,29050626,-20.3187083,-40.30989586,27710038000104.0
3205309,ESCOLA MADAN,32083882,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,184.0,184.0,26.285714285714285,3205309,Vitória,FORTUNATO RAMOS,426,PRAIA DO CANTO,29055290,,,43559937000104.0
3205309,COLEGIO RENOVACAO,32041446,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,41.0,1.0,0.0,6.0,21.0,8.0,3.0,0.0,0.0,534.0,61.0,1.4878048780487805,3205309,Goiabeiras,ORLANDO CALIMAN,744,JARDIM CAMBURI,29090220,-20.25913177,-40.26782415,28493724000133.0
3300100,COLEGIO JEAN PIAGET,33036659,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24.0,1.0,0.0,2.0,8.0,8.0,5.0,0.0,0.0,421.0,106.0,4.416666666666667,3300100,Angra dos Reis,BRUNO ANDREA,320/320,PARQUE DAS PALMEIRAS,23906410,-22.99654626,-44.30239934,595182000190.0
3300100,COLEGIO OSVALDO AFONSO,33036675,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,85.0,29.0,2.4166666666666665,3300100,Angra dos Reis,CORONEL CARVALHO,431,CENTRO,23900315,,,29830551000164.0
3300100,COLEGIO SODRE MIRANDA,33097984,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,134.0,27.0,2.4545454545454546,3300100,Angra dos Reis,DOUTOR ORLANDO GONCALVES,91,PARQUE DAS PALMEIRAS,23906540,-22.99879,-44.30384,1020060000139.0
3300100,JD DE INF TOCA DO COELHO ALEGRE,33120510,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,233.0,53.0,3.7857142857142856,3300100,Angra dos Reis,SAO JOSE,11,JAPUÍBA (CUNHAMBEBE),23934120,-22.97327,-44.3002,2828313000168.0
3300100,EDUCAR COOP EDUC DE ANGRA DOS REIS,33132089,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,176.0,50.0,4.166666666666667,3300100,Angra dos Reis,DOUTOR JOSE WATANABE,190,PARQUE DAS PALMEIRAS,23906520,-22.99899,-44.3032,3638105000169.0
3300100,CENTRO EDUC MONTEIRO LOBATO,33133794,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,1.0,0.0,5.0,7.0,5.0,3.0,0.0,0.0,313.0,34.0,2.6153846153846154,3300100,Angra dos Reis,DA LIMEIRA,LOTE 01,PARQUE MAMBUCABA (MAMBUCABA),23955385,,,3103998000148.0
3300100,COOPERATIVA EDUCACIONAL CAPACITAR,33138141,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,1.0,0.0,5.0,8.0,4.0,3.0,1.0,0.0,426.0,59.0,3.1052631578947367,3300100,Angra dos Reis,CONDE MAURICIO DE NASSAU,618,JACUACANGA,23914465,-23.00106,-44.23517,4842684000120.0
3300100,CENTRO EDUCACIONAL INACIO MEDEIROS CENTRAL LTDA,33138737,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,3.0,3.0,9.0,0.0,167.0,65.0,3.611111111111111,3300100,Angra dos Reis,"ESTRADA DO MARINAS, 91",200,PRAIA DO JARDIM,23907900,-23.0056,-44.31691,36547476000194.0
3300100,COOPERATIVA DE TRABALHO E SERVICOS EDUCACIONAIS SAO BENTO LTDA,33138745,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,211.0,50.0,3.8461538461538463,3300100,Angra dos Reis,DESEMBARGADOR ALTENFELDER SILVA,25,CENTRO,23900320,-23.00654,-44.31716667,3929132000190.0
3300100,COOPERATIVA DE TRABALHO EDUCACIONAL CESAR ALMEIDA,33156913,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,184.0,42.0,4.666666666666667,3300100,Angra dos Reis,BRUNO ANDREA,52,PARQUE DAS PALMEIRAS,23906410,,,7961231000100.0
3300100,COOPERATIVA DOS PROFISSIONAIS DA EDUCACAO DE ANGRA DOS REIS,33164541,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,215.0,60.0,6.0,3300100,Angra dos Reis,ALMIRANTE JULIO CESAR DE NORONHA,96,SÃO BENTO,23900010,-23.010353,-44.3216286,12677927000140.0
3300100,CENTRO EDUCACIONAL INACIO MEDEIROS VEROLME LTDA,33172030,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,207.0,60.0,3.5294117647058822,3300100,Angra dos Reis,ITASSUCE,189,JACUECANGA,23914420,,,37672309000138.0
