CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,DS_ENDERECO,NU_ENDERECO,CO_CEP,NU_CNPJ_MANTENEDORA
2101400,ESCOLA FAMILIA AGRICOLA RIO PEIXE,21232180,4,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,98.0,98.0,24.5,2101400,POVOADO PORTO ISIDORO,S/N,65800000,2503145000130.0
2101400,CE NOVO MILENIO,21258945,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,32.0,32.0,10.666666666666666,2101400,PRACA GETULIO VARGAS,19,65800000,3485268000159.0
2101400,COLEGIO EIGA,21264228,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,1.0,10.0,9.0,4.0,3.0,0.0,0.0,321.0,34.0,1.4782608695652173,2101400,AV. JK,32,65800000,2185162000177.0
2101400,INSTITUTO DE FORMACAO DOM RINO CARLESI,21288020,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,26.0,3.7142857142857135,2101400,RUA PROJETADA,26,65800000,1565890000141.0
2101400,COLEGIO DOM BOSCO BALSAS,21500002,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,196.0,196.0,14.0,2101400,PRACA ROOSEVELT CURY,08,65800000,4737443000110.0
2101608,COLEGIO NOSSA SENHORA DE FATIMA,21114285,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,445.0,92.0,5.411764705882353,2101608,AV. ELIEZER MOREIRA,99,65950000,6303192001759.0
2101608,SISTEMA DE EDUCACAO BASICA CRISTA LTDA,21263957,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,199.0,6.0,0.4615384615384615,2101608,RUA ANTONIO LEITE BRASIL,240 B,65950000,35013104000115.0
2101707,CASA FAMILIAR RURAL DE BARREIRINHAS,21344400,4,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,52.0,52.0,17.333333333333332,2101707,"BR 402, KM 175, POVOADO BAIXAO DOS PAULINOS/BARREIRINHAS-MA",S/N,65590000,7993434000189.0
2101772,ESCOLA FAMILIA AGRICOLA RAIMUNDO ARAUJO DA SILVA,21260796,4,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,16.0,8.0,2101772,POV CENTRO DO LULU,S/N,65335000,2503145000130.0
2101905,CASA FAMILIAR RURAL ALBEMIRIM DE BEQUIMAO,21279268,4,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,53.0,53.0,17.666666666666668,2101905,POVOADO CENTRINHO DO SANTANA/ASSENTAMENTO PIQUIA,S/Nº,65248000,18448059000102.0
2102036,CFR-PADRE JOSINO TAVARES,21344612,4,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,89.0,89.0,29.666666666666668,2102036,BR 222 KM 537 PA ALENCARINA II,S/N,65395000,9192299000106.0
2102101,COLEGIO IMACULADA CONCEICAO LTDA,21136971,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,6.0,15.0,0.0,4.0,0.0,0.0,498.0,89.0,5.933333333333334,2102101,RUA GONCALVES DIAS,933,65520000,23687056000161.0
2102101,ESCOLA MENINO JESUS,21137005,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,242.0,42.0,2.8,2102101,RUA GONCALVES DIAS,417,65520000,7374169000150.0
2102200,CENTRO EDUCACIONAL PAULA FRASSINETTI,21289263,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,107.0,4.0,0.5714285714285714,2102200,RUA DO PIQUIZEIRO,12,65515000,44105751000148.0
2102200,CASA FAMILIAR RURAL DE BURITI,21347204,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,39.0,39.0,39.0,2102200,RUA DA BANDEIRA,S/N,65515000,7930049000192.0
2102200,COLEGIO MULTIPLO 2º GRAU MAGISTERIO,21591660,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,21.0,21.0,2102200,AVENIDA CANDOCA MACHADO,,65515000,11949824000129.0
2102200,CENTRO DE ENSINO PROFESSORA MARIA DO SOCORRO COSTA MOURAO,21591679,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,5.0,5.0,3.0,0.0,0.0,214.0,30.0,3.75,2102200,RUA JOAO BATISTA LAGES,90,65515000,11705691000145.0
2102309,COL PRES KENNEDY,21154619,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,103.0,48.0,6.857142857142857,2102309,RUA DA BANDEIRA,S/N,65685000,6779672000123.0
2102325,CE GETULIO VARGAS,21208786,4,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,21.0,21.0,3.0,2102325,AV ASSEMBLEIA DE DEUS,399,65393000,109278000100.0
2102325,COLEGIO SAO FRANCISCO,21208840,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,159.0,52.0,8.666666666666666,2102325,AVENIDA CASTELO BRANCO,1240,65393000,20221269000105.0
2102705,ESCOLA FAMILIA AGRICOLA ANTONIO JOSE RIBAMAR REGO,21293740,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,16.0,16.0,2102705,POV GALVAO,SN,65465000,6201007000158.0
2103000,ESC CASTRO ALVES E JI MORANGUINHO,21156280,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,208.0,51.0,2.833333333333333,2103000,BENEDITO LEITE,,65604020,41484478000111.0
2103000,ESCOLA SESI CAXIAS,21271283,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,11.0,8.0,481.0,210.0,42.0,2103000,GONCALVES DIAS,S/N,65605305,3770020000130.0
2103000,INSTITUTO EDUCACIONAL MACIEL,21515662,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,523.0,108.0,5.142857142857143,2103000,SANTOS DUMONT,316,65602310,6188490000188.0
2103000,CENTRO EDUCACIONAL CEFA EDUCA,21599688,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,9.0,6.0,4.0,3.0,0.0,380.0,84.0,3.111111111111111,2103000,ALEXANDRE COSTA,2629,65605300,33194990000103.0
2103208,COLEGIO FRANCISCO ALMEIDA CARNEIRO,21139687,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,152.0,34.0,2.6153846153846154,2103208,RUA ANANIAS ALBUQUERQUE,299,65500000,6971767000144.0
2103208,COL RAIMUNDO BACELAR,21139709,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,79.0,11.0,2.2,2103208,RUA 31 MARCO,201,65500000,63432462000106.0
2103208,ESCOLA O PEQUENO PRINCIPE,21141908,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,35.0,1.0,8.0,12.0,10.0,3.0,0.0,0.0,622.0,84.0,2.4,2103208,RUA DO COMERCIO,797,65500000,7488984000140.0
2103208,COL BATISTA CHAPADINHENSE,21197913,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,6.0,10.0,8.0,3.0,0.0,0.0,600.0,92.0,4.6,2103208,RUA SEBATIAO ARCHER,681,65500000,1172226000132.0
2103208,UNIVERSIDADE INFANTIL HIGOR ALMEIDA,21279217,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,1.0,14.0,19.0,10.0,2.0,0.0,0.0,952.0,42.0,1.4,2103208,RUA CUNHA MACHADO,1209,65500000,20875741000123.0
2103208,CASA FAMILIAR RURAL DE CHAPADINHA,21345236,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,41.0,20.5,2103208,POVOADO VILA UNIAO,SN,65500000,5281055000130.0
2103307,COL BATISTA PASTOR GENESIO GUIMARAES LIMA,21249881,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,1.0,7.0,10.0,7.0,3.0,0.0,0.0,677.0,98.0,3.2666666666666666,2103307,RUA CESAR BRANDAO,799,65400000,6319072000182.0
2103307,COLEGIO OLYMPUS - YESI,21249911,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,226.0,49.0,3.2666666666666666,2103307,RUA CESAR BRANDAO,630,65400000,2449943000121.0
2103406,INSTITUTO DE EDUCACAO COELHONETENSE,21277672,4,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,41.0,0.0,0.0,2103406,RUA DEPUTADO RAIMUNDO BACELA,369,65620000,7845255000102.0
2103505,CENTRO DE ENSINO ROSA CAMARA,21165874,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,3.0,5.0,5.0,3.0,0.0,0.0,401.0,77.0,7.0,2103505,TRAVESSA CARLOS GOMES,100,65690000,41373291000140.0
2103505,INST EDUC BETEL,21254281,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,4.0,9.0,8.0,2.0,0.0,0.0,276.0,24.0,2.0,2103505,RUA ODORICO MENDES,200,65690000,6995948000100.0
2103604,ESCOLA SEVEN SOCIEDADE EDUCACIONAL,21286132,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,110.0,12.0,2.4,2103604,RUA NOVA,429,65415000,15243448000103.0
2103703,COLEGIO ESPACO EDUCACIONAL GENTE CRESCENDO,21202575,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,202.0,9.0,1.0,2103703,RUA COMANDANTE JOSE SANTOS,33,65268000,462302000181.0
2103703,INSTITUTO EDUCACIONAL EM SAUDE TECNOLOGICA ESPORTE E CULTURA- IESTEC,21282390,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,104.0,10.0,0.7692307692307693,2103703,RUA CESAR RONALDO,92,65268000,26738871000109.0
2103802,ASSOCIACAO EDUCACIONAL PROFESSORA NORONHA,21254184,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,5.0,8.0,6.0,5.0,2.0,0.0,495.0,104.0,8.0,2103802,RUA JUSCELINO KUBITSCHEK,446,65765000,5011923000162.0
2104057,CENTRO EDUCACIONAL GENESIS,21256500,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,13.0,1.0,6.0,5.0,4.0,1.0,0.0,0.0,150.0,12.0,0.9230769230769232,2104057,AVENIDA JOSE SARNEY,1183,65975000,5517399000104.0
2104057,CENTRO EDUCACIONAL EMANUEL CEE,21289190,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,16.0,5.333333333333333,2104057,RUA BANDEIRANTE VII,1226,65975000,15767710000119.0
2104800,ESCOLA FAMILIA AGRICOLA DE GRAJAU-MA,21379203,4,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,77.0,77.0,25.666666666666668,2104800,MA 06 KM 22 SENTIDO GRAJAU A ARAME,S/N,65940000,6051993000107.0
2105005,EFA OLEGARIO MAIA,21586675,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,2.0,6.0,4.0,192.0,43.0,4.3,2105005,POVOADO SAO MIGUEL,,65180000,50447976000185.0
2105302,COLEGIO EVANGELICO PARAISO,21092621,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,3.0,8.0,4.0,3.0,0.0,0.0,273.0,18.0,1.125,2105302,PAULO AFONSO,,65913220,22832056000145.0
2105302,COLEGIO SANTA LUZIA,21092680,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,1.0,20.0,20.0,18.0,6.0,0.0,0.0,1495.0,212.0,4.818181818181818,2105302,SERGIPE,1157,65919180,4471206000150.0
2105302,COMPLEXO EDUCACIONAL DOM BOSCO,21092761,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,1.0,8.0,10.0,8.0,4.0,0.0,0.0,784.0,183.0,4.463414634146342,2105302,MARANHAO,439,65901590,6759781000189.0
2105302,ESCOLA ARTE DE EDUCAR E CEB,21092842,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,9.0,10.0,8.0,6.0,0.0,0.0,720.0,129.0,4.03125,2105302,BR-010,222,65913410,1607056000171.0
2105302,ESCOLA COELHO NETO,21092869,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,223.0,59.0,5.9,2105302,PARAIBA,1518,65901290,6651509000180.0
2105302,ESCOLA PENIEL,21092931,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,2.0,10.0,8.0,2.0,0.0,0.0,418.0,31.0,1.9375,2105302,GODOFREDO VIANA,4550,65916010,10258184000148.0
2105302,CE BALAO MAGICO,21093040,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,1.0,0.0,12.0,8.0,6.0,0.0,0.0,503.0,92.0,7.076923076923077,2105302,MARANHAO,130,65901590,69435576000188.0
2105302,ESCOLA SESI IMPERATRIZ,21093130,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,8.0,10.0,8.0,6.0,4.0,0.0,994.0,219.0,11.526315789473683,2105302,AQUILES LISBOA,,65901340,3770020000300.0
2105302,COL FREI PAULO DE GRAYMOOR,21233551,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,74.0,60.0,10.0,2105302,JOAO PESSOA,731,65916200,2943473000158.0
2105302,COL METROPOLITANO ALIANCA,21259330,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,1.0,6.0,10.0,8.0,3.0,0.0,0.0,572.0,82.0,3.4166666666666665,2105302,TAMANDARE,,65901360,4090472000133.0
2105302,INST EDUCACIONAL SUL MARANHENSE COC,21272921,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,298.0,90.0,6.0,2105302,SANTA CATARINA,S/N,65903090,8404731000104.0
2105302,ICE INSTITUTO CRISTAO DE EDUCACAO,21281556,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,31.0,1.0,8.0,10.0,4.0,3.0,0.0,0.0,336.0,12.0,0.3870967741935484,2105302,ALAGOAS,450,65919170,23409820000137.0
2105302,INSTITUTO DE EDUCACAO MULTIDISCIPLINAR SANTO AGOSTINHO ITESAG,21289891,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,55.0,6.0,1.2,2105302,HENRIQUE DIAS,659,65916015,26107014000100.0
2105302,CASA FAMILIAR RURAL DE COQUELANDIA DE IMPERATRIZ,21345228,4,2.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,6.0,2.0,2105302,"AVENIDA DORGIVAL PINHEIRO DE SOUSA, 45",100,65900970,825153000178.0
2105302,CENTRO EDUCACIONAL CASTELO DO SABER,21500720,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,1.0,20.0,32.0,19.0,6.0,0.0,0.0,1573.0,143.0,3.4047619047619047,2105302,PADRE CICERO,504,65919010,6956589000182.0
2105401,COL LEONEL AMORIM,21057389,4,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,197.0,19.0,1.5833333333333333,2105401,RUA CORONEL CATAO,00,65485000,6393722000130.0
2105401,CASA FAMILIAR RURAL DE ITAPECURU MIRIM,21345244,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,29.0,27.0,6.75,2105401,POVOADO SERRA,S/N,65485000,5281055000130.0
2105427,COL PRESIDENTE JUSCELINO KUBITSCHEK,21218269,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,62.0,62.0,8.857142857142858,2105427,RUA ALBERTINA BRAGA,13,65939000,7632276000131.0
2105427,CE CONCORDIA,21231575,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,9.0,4.0,3.0,0.0,0.0,250.0,68.0,5.230769230769231,2105427,RUA DAS MANGUEIRA,09,65939000,3238395000153.0
2105708,COLEGIO SAO FRANCISCO DE ASSIS,21073880,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,9.0,6.0,3.0,0.0,0.0,480.0,70.0,5.833333333333333,2105708,AVENIDA ANTONIO BALE,368,65715000,5227921000105.0
2105708,INSTITUTO EDUCACIONAL DEPUTADO WALDIR FILHO,21075603,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,6.0,6.0,4.0,0.0,0.0,523.0,121.0,7.5625,2105708,RUA LIBERCIA GONCALVES DE MORAES,S/N,65715000,5659581000191.0
2105807,CENTRO FAMILIAR DE FORMACAO POR ALTERNANCIA MANOEL MONTEIRO,21378258,4,2.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,145.0,145.0,72.5,2105807,POVOADO PAU SANTO,S/N,65710000,2503145000130.0
2106706,INSTITUTO DE EDUCACAO SANTA ROSA,21168458,4,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,5.0,5.0,5.0,3.0,0.0,0.0,446.0,69.0,7.666666666666667,2106706,PRACA GERALDO PEREIRA DE SA,172,65850000,22921310000181.0
2107100,ESCOLA FAMILIA AGRICOLA NOSSA SENHORA DO ROSARIO,21239924,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,82.0,82.0,11.714285714285714,2107100,RODOVIA MA 402 KM 08,SN,65160000,5047637000157.0
2107100,CENTRO EDUCACIONAL SEMPRE VIVA,21281750,4,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,5.0,4.0,2.0,2.0,0.0,94.0,15.0,1.5,2107100,TRAVESSA BRASIL,10,65160000,18309347000186.0
2107506,CENTRO DE ENSINO INTEGRADO PROF VIEIRA E FILHOS,21240329,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,126.0,34.0,2.2666666666666666,2107506,AV CONTORNO SUL,08,65130000,2381228000102.0
2107506,COLEGIO FETMA E FETMA KIDS,21279721,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,8.0,6.0,5.0,3.0,0.0,0.0,497.0,79.0,4.157894736842105,2107506,AVENIDA 14,16,65137000,14530475000102.0
2107506,COLEGIO OBJETIVO PACO,21287970,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,410.0,140.0,7.777777777777778,2107506,AV. 14,18,65130000,37800855000107.0
2108108,ESCOLA FAMILIA AGRICOLA FRANCISCO DAS CHAGAS VIEIRA - PAULO RAMOS,21260036,4,2.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,96.0,47.0,11.75,2108108,POVOADO SAO JOSE DOS RICARDOS,,65716000,6029524000191.0
2108207,COL BATISTA ELEUTERIO ROCHA,21106061,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,3.0,6.0,5.0,3.0,2.0,0.0,488.0,83.0,6.384615384615385,2108207,RUA MANECO REGO,875,65725000,6992762000106.0
2108207,INSTITUTO PEDREIRENSE DE EDUCACAO EXTENSAO -IPEDE,21288623,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,149.0,0.0,0.0,2108207,RUA EURICO RIBEIRO,531,65725000,15466680000100.0
2108454,CENTRO EDUCACIONAL DEUS E AMOR,21273332,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,149.0,54.0,4.5,2108454,RUA DO ACUDE,960,65418000,10872660000116.0
2108603,CEEFM INACIA BRAGA CANTANHEDE,21046050,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,227.0,21.0,1.3125,2108603,RUA JOAO CORREA BECKMAN,934,65200000,168395000136.0
2108603,CENTRO DE ENSINO BASICO PROFISSIONAL DO MARANHAO CEBPMA,21283761,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,140.0,16.0,2.2857142857142856,2108603,PRACA GONCALVES DIAS,29,65200000,1036429000100.0
2109007,CE ARCO IRIS LTDA,21266158,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,4.0,4.0,5.0,3.0,0.0,0.0,281.0,78.0,4.105263157894737,2109007,RUA 12 DE OUTUBRO,418,65970000,35176833000192.0
2109106,COL PRES DUTRA,21130574,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,32.0,32.0,10.666666666666666,2109106,RUA 28 DE JUNHO,660,65760000,6138366000108.0
2109106,COLEGIO ELICEU MONTEIRO ALVES,21196420,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,3.0,5.0,4.0,4.0,0.0,0.0,376.0,117.0,7.8,2109106,RUA CORONEL JOAO SENA,323,65760000,1719998000141.0
2109239,CASA FAMILIAR RURAL PRESIDENTE MEDICI,21292337,4,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,108.0,108.0,36.0,2109239,RUA DO CONGRESSO,138,65279000,8677214000109.0
2109403,CASA FAMILIAR RURAL DE PRIMEIRA CRUZ,21347000,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,45.0,45.0,15.0,2109403,POVOADO ALEGRIA,S/N,65190000,8698627000170.0
2109502,CENTRO EDUCACIONAL CRESCER,21290539,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,152.0,13.0,1.625,2109502,RUA DA INDEPENDENCIA,100,65990000,41853909000170.0
2109908,ESCOLA HORAS ALEGRES,21078319,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,10.0,13.0,11.0,7.0,4.0,0.0,1003.0,238.0,9.916666666666666,2109908,21 DE AGOSTO,557,65300019,10407726000105.0
2109908,ESCOLA SAO JOAO BATISTA,21200157,4,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,8.0,10.0,8.0,4.0,0.0,0.0,668.0,122.0,10.166666666666666,2109908,DA MANGUEIRA,329,65302335,5875789000148.0
2109908,COLEGIO ATUACAO,21206694,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,19.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,179.0,40.0,2.1052631578947367,2109908,DO BAMBU,438,65304000,35112234000105.0
2110005,CASA FAMILIAR RURAL DE SANTA LUZIA DO TIDE,21281424,4,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,47.0,47.0,47.0,2110005,POV ESPEARANTINA,,65390000,22045904000176.0
2110039,INSTITUTO EDUCACIONAL SANTA DULCE-COLEGIO FREI ZACARIAS,21083711,4,2.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,6.0,3.0,2.0,2.0,0.0,196.0,18.0,1.8,2110039,AVENIDA PROFESSOR JOAO MORAES DESOUSA,149,65272000,40140369000114.0
2110104,INSTITUTO EDUCACIONAL JOSE MARINHO,21283753,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,1.0,7.0,8.0,5.0,4.0,0.0,0.0,410.0,74.0,5.285714285714286,2110104,RUA DA ALEGRIA,32,65540000,27060806000121.0
2110609,CASA FAMILIAR RURAL DE SAO BERNARDO,21345600,4,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,36.0,36.0,12.0,2110609,RUA PRINCIPAL,SN,65550000,9328594000139.0
2110658,COLEGIO VALMAR,21286728,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,124.0,16.0,1.3333333333333333,2110658,RUA SAO SEBASTIAO,128,65888000,7624752000172.0
