CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,codigo_escola,qtd_participantes_enem,enem_media_geral,indice_infra,indice_inclusao,confiavel_enem,percentil_enem,percentil_infra,percentil_inclusao,percentil_seletividade,score_destaque
3550308,COLEGIO ANGLO LEONARDO DA VINCI,35132559,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,1.0,9.0,5.0,6.0,3.0,0.0,0.0,451.0,97.0,3.88,3550308,35132559,27.0,623.517037037037,3.0,0.0,True,0.6988950276243094,0.3556098597535062,0.1090097747556311,0.8811092222694432,0.627
3550308,CETEC COLEGIO,35136463,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0,1.0,0.0,8.0,11.0,8.0,6.0,0.0,0.0,637.0,121.0,5.041666666666667,3550308,35136463,38.0,603.6052631578947,2.0,0.0,True,0.5633234169145771,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.4739
3550308,PROGRESSO COLEGIO EDUCACIONAL,35139051,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,92.0,18.0,1.2,3550308,35139051,,,0.0,0.0,False,,,,,
3550308,COLEGIO MARQUES DE MONTE ALEGRE,35139580,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,1.0,0.0,4.0,27.0,16.0,7.0,0.0,0.0,1355.0,180.0,6.428571428571429,3550308,35139580,48.0,576.0685416666666,5.0,0.0,True,0.3389290267743306,0.8642158946026349,0.1090097747556311,0.3822779430514237,0.4084
3550308,DOMINUS VIVENDI COLEGIO EIFM,35141264,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,30.0,1.0,0.0,8.0,10.0,7.0,4.0,1.0,0.0,382.0,68.0,2.2666666666666666,3550308,35141264,13.0,648.4230769230769,3.0,1.0,True,0.8438164045898853,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.7302
3550308,SENAC JABAQUARA,35148702,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,12.0,60.0,0.0,1041.0,438.0,24.33333333333333,3550308,35148702,115.0,564.6411594202899,4.0,1.0,True,0.24628134296642584,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.3178
3550308,NOVO ESPACO COLEGIO,35171487,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0,1.0,0.0,5.0,11.0,8.0,4.0,0.0,0.0,456.0,77.0,3.208333333333333,3550308,35171487,16.0,523.68875,2.0,0.0,True,0.03548661283467913,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.078
3550308,SAINT KLAUS INSTITUTO EDUCACIONAL,35449179,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,90.0,15.0,0.7894736842105263,3550308,35449179,,,0.0,0.0,False,,,,,
3550308,EDUCANDARIO SAINT MARTIN,35007387,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,1.0,5.0,11.0,6.0,3.0,0.0,0.0,519.0,85.0,6.071428571428571,3550308,35007387,18.0,537.9155555555556,2.0,0.0,True,0.08393540161495963,0.17913302167445813,0.1090097747556311,0.8811092222694432,0.1393
3550308,ALIADO COLEGIO UNIDADE CLUBE GUAPIRA,35154441,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,6.0,18.0,11.0,5.0,0.0,0.0,1008.0,149.0,5.96,3550308,35154441,28.0,563.2142857142857,1.0,1.0,True,0.23459413514662134,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.2299
3550308,LUX DEI COLEGIO,35161007,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,5.0,11.0,8.0,6.0,0.0,0.0,654.0,144.0,6.857142857142857,3550308,35161007,29.0,541.9358620689655,1.0,0.0,True,0.09944751381215469,0.06629834254143646,0.1090097747556311,0.3822779430514237,0.1091
3550308,LILIENTAL COLEGIO,35162425,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,8.0,7.0,7.0,3.0,0.0,0.0,231.0,49.0,4.083333333333333,3550308,35162425,,,2.0,1.0,False,,,,,
3550308,BETEL BRASILEIRO COLEGIO,35185565,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,4.0,10.0,8.0,4.0,0.0,0.0,502.0,102.0,6.8,3550308,35185565,27.0,574.6207407407408,4.0,1.0,True,0.3236294092647684,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.3758
3550308,MONTE SINAI COLEGIO,35290415,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,1.0,0.0,10.0,16.0,12.0,6.0,0.0,0.0,796.0,154.0,5.703703703703703,3550308,35290415,40.0,530.6229999999999,3.0,1.0,True,0.05737356566085848,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.1404
3550308,NOSSA SENHORA DAS GRACAS INSTITUTO EDUCACIONAL COLEGIO,35800089,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1.0,0.0,11.0,22.0,14.0,8.0,0.0,0.0,1155.0,196.0,3.6296296296296298,3550308,35800089,59.0,550.2041807909604,0.0,0.0,True,0.14662133446663833,0.013068423289417765,0.1090097747556311,0.3822779430514237,0.1365
3550308,TECLA COLEGIO,35805063,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0,10.0,22.0,12.0,5.0,0.0,0.0,978.0,110.0,2.75,3550308,35805063,23.0,571.3579710144928,3.0,0.0,True,0.2974925626859328,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.301
3550308,JARDIM ALIANCA COLEGIO,35812687,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,174.0,26.0,1.4444444444444444,3550308,35812687,,,0.0,0.0,False,,,,,
3550308,SOLAR COLEGIO,35159273,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,4.0,8.0,6.0,3.0,0.0,0.0,331.0,40.0,3.636363636363636,3550308,35159273,,,1.0,1.0,False,,,,,
3550308,COLEGIO OBJETIVO JAGUARE,35176205,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,6.0,6.0,4.0,3.0,0.0,0.0,250.0,70.0,4.666666666666667,3550308,35176205,19.0,584.9336842105263,4.0,1.0,True,0.41075223119422016,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.4412
3550308,PRIGULE COLEGIO,35118977,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,8.0,10.0,7.0,5.0,0.0,0.0,555.0,104.0,4.9523809523809526,3550308,35118977,17.0,607.4070588235294,4.0,1.0,True,0.5892477688057799,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.575
3550308,VACCARO COLEGIO,35118990,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,6.0,18.0,9.0,3.0,1.0,0.0,663.0,75.0,3.125,3550308,35118990,24.0,603.5675,4.0,1.0,True,0.5631109222269444,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.5554
3550308,ADELIA COSTA E SILVA COLEGIO,35151518,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,7.0,12.0,8.0,4.0,0.0,0.0,655.0,100.0,4.761904761904762,3550308,35151518,27.0,589.8118518518519,4.0,1.0,True,0.44985125371865703,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.4705
3550308,BRIDA COLEGIO,35154337,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,24.0,1.0,0.0,4.0,10.0,8.0,3.0,0.0,0.0,252.0,41.0,1.7083333333333333,3550308,35154337,9.0,592.4511111111111,5.0,0.0,False,,,,,
3550308,MORALES LOPES COLEGIO,35189443,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,49.0,1.0,0.0,9.0,20.0,14.0,8.0,0.0,0.0,976.0,183.0,3.73469387755102,3550308,35189443,56.0,551.7003571428571,3.0,0.0,True,0.1576710582235444,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.1962
3550308,GERMINARE ESCOLA,35438315,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0,0.0,0.0,21.0,33.0,27.0,0.0,1243.0,776.0,22.823529411764707,3550308,35438315,161.0,608.6026501035197,4.0,1.0,True,0.5975350616234594,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.5812
3550308,EMILIO DE ROUSSEAU COLEGIO,35177015,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,20.0,1.0,0.0,5.0,10.0,8.0,4.0,0.0,0.0,450.0,74.0,3.7,3550308,35177015,16.0,551.83625,1.0,1.0,True,0.15830854228644284,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.1727
3550308,ESCOLA SABER DOCE SABER,35177027,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,133.0,15.0,1.875,3550308,35177027,,,1.0,0.0,False,,,,,
3550308,ESC DE ENSINO FUNDAMENTAL E RECREACAO INFANTIL BABY HAPPY,35266875,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,4.0,7.0,5.0,3.0,0.0,0.0,329.0,30.0,2.5,3550308,35266875,,,2.0,0.0,False,,,,,
3550308,MOCHILA AZUL COLEGIO,35319739,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,2.0,10.0,7.0,3.0,0.0,0.0,518.0,52.0,4.0,3550308,35319739,,,2.0,1.0,False,,,,,
3550308,COLEGIO GENIOS,35165244,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,5.0,4.0,2.0,0.0,0.0,153.0,31.0,2.583333333333333,3550308,35165244,,,1.0,0.0,False,,,,,
3550308,ARANDAS COLEGIO,35802645,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,2.0,102.0,1.0,0.1,3550308,35802645,,,3.0,0.0,False,,,,,
3550308,COLEGIO ANGLO LEONARDO DA VINCI UNIDADE JARDINS,35011190,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,74.0,49.0,7.0,3550308,35011190,,,1.0,0.0,False,,,,,
3550308,COLEGIO ASSUNCAO,35103512,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,4.0,6.0,4.0,2.0,0.0,0.0,264.0,30.0,1.1538461538461535,3550308,35103512,,,5.0,0.0,False,,,,,
3550308,DANTE ALIGHIERI COLEGIO,35103524,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,1.0,0.0,20.0,56.0,46.0,30.0,0.0,0.0,4222.0,863.0,7.705357142857143,3550308,35103524,211.0,686.9325276461295,5.0,2.0,True,0.958776030599235,0.8642158946026349,0.8889715257118572,0.3822779430514237,0.9123
3550308,IAVNE COLEGIO EFM,35103536,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,1.0,0.0,9.0,10.0,8.0,6.0,0.0,0.0,486.0,80.0,2.4242424242424243,3550308,35103536,9.0,633.9888888888889,5.0,0.0,False,,,,,
3550308,COLEGIO BILINGUE MATER DEI UNIDADE JARDIM PAULISTA,35104334,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,10.0,6.0,4.0,3.0,0.0,0.0,338.0,61.0,2.9047619047619047,3550308,35104334,6.0,592.5633333333334,3.0,1.0,False,,,,,
3550308,CENTRO INTERESCOLAR OBJETIVO UNIDADE TEODORO,35104590,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,27.0,1.0,0.0,8.0,10.0,7.0,3.0,0.0,0.0,473.0,79.0,2.925925925925926,3550308,35104590,26.0,604.4576923076922,3.0,1.0,True,0.569060773480663,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.5241
3550308,WINNICOTT COLEGIO,35155068,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,60.0,28.0,3.111111111111111,3550308,35155068,,,2.0,0.0,False,,,,,
3550308,SAO LUIS COLEGIO UNIDADE II,35388117,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,366.0,366.0,40.66666666666666,3550308,35388117,108.0,608.2014197530864,5.0,1.0,True,0.5947726306842329,0.8642158946026349,0.4978750531236719,0.8811092222694432,0.6447
3550308,SAO LUIZ DE GONZAGA COLEGIO,35107529,4,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,394.0,72.0,6.0,3550308,35107529,22.0,545.4145454545455,4.0,0.0,True,0.11665958351041224,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.2011
3550308,ELIAS ZARZUR COLEGIO,35107924,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,5.0,9.0,5.0,3.0,0.0,0.0,499.0,92.0,3.5384615384615383,3550308,35107924,23.0,609.3391304347826,4.0,0.0,True,0.6032724181895452,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.5661
3550308,COLEGIO PARADIGMA,35140326,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,4.0,10.0,8.0,3.0,0.0,0.0,254.0,40.0,2.3529411764705883,3550308,35140326,,,3.0,0.0,False,,,,,
3550308,GUARAPIRANGA COLEGIO,35151889,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,31.0,1.0,0.0,7.0,11.0,8.0,5.0,0.0,0.0,620.0,133.0,4.290322580645161,3550308,35151889,21.0,543.8257142857143,3.0,1.0,True,0.10858478538036549,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.1788
3550308,SAO LUIZ DE GONZAGA III COLEGIO,35153825,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0,1.0,0.0,8.0,12.0,12.0,8.0,0.0,0.0,837.0,224.0,7.724137931034483,3550308,35153825,80.0,582.9205,4.0,1.0,True,0.39524011899702505,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.4295
3550308,SAO FRANCISCO DE ASSIS INSTITUTO DE ENSINO,35172492,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0,1.0,0.0,6.0,15.0,11.0,6.0,0.0,0.0,800.0,158.0,5.448275862068965,3550308,35172492,29.0,517.9758620689655,4.0,1.0,True,0.02613684657883553,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.1527
3550308,SANTA ISABEL COLEGIO FRANCISCANO,35364435,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,258.0,77.0,7.7,3550308,35364435,14.0,565.4085714285715,4.0,0.0,True,0.2520186995325117,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.3027
3550308,CAMINO SCHOOL,35007102,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,0.0,6.0,10.0,8.0,3.0,0.0,0.0,422.0,66.0,2.357142857142857,3550308,35007102,19.0,575.0284210526315,4.0,1.0,True,0.32830429239269016,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.3793
3550308,COLEGIO IREI,35008191,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,166.0,38.0,1.1875,3550308,35008191,,,1.0,1.0,False,,,,,
3550308,EDUCAZIONE INTEGRATA UNIDADE II,35009007,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,81.0,17.0,2.4285714285714284,3550308,35009007,,,2.0,0.0,False,,,,,
3550308,CAMPOS SALLES COLEGIO UNIDADE I,35102465,4,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,178.0,107.0,3.147058823529412,3550308,35102465,12.0,580.5783333333334,2.0,1.0,True,0.3784530386740331,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.3547
3550308,COLEGIO SANTO IVO,35102660,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,1.0,0.0,5.0,14.0,11.0,5.0,2.0,0.0,692.0,109.0,2.7948717948717947,3550308,35102660,22.0,665.359696969697,4.0,0.0,True,0.9124521886952827,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.798
3550308,MODULO COLEGIO,35118928,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0,1.0,1.0,0.0,12.0,12.0,9.0,0.0,0.0,887.0,290.0,10.0,3550308,35118928,80.0,604.9521666666667,5.0,1.0,True,0.5741606459838504,0.8642158946026349,0.4978750531236719,0.8811092222694432,0.6292
3550308,PREMEDICO COLEGIO,35130369,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,9.0,7.0,5.0,0.0,0.0,534.0,148.0,7.047619047619048,3550308,35130369,46.0,602.8663768115941,4.0,0.0,True,0.5569485762855929,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.5314
3550308,OSWALD DE ANDRADE COLEGIO UNIDADE II,35131507,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,448.0,156.0,7.8,3550308,35131507,34.0,604.6613725490197,3.0,1.0,True,0.5716107097322567,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.5261
3550308,ECO COLEGIO,35132329,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,3.0,6.0,6.0,3.0,0.0,0.0,381.0,78.0,5.2,3550308,35132329,21.0,552.7057142857143,3.0,0.0,True,0.16574585635359115,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.2022
3550308,ESCOLA ARTE DE VIVER,35142323,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,8.0,8.0,4.0,2.0,0.0,0.0,258.0,27.0,1.588235294117647,3550308,35142323,,,4.0,0.0,False,,,,,
3550308,MARIANO FERRAZ ESCOLA SENAI,35147801,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,644.0,0.0,0.0,3550308,35147801,,,4.0,1.0,False,,,,,
3550308,SENAC FRANCISCO MATARAZZO,35148623,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,6.0,81.0,0.0,1129.0,226.0,5.794871794871795,3550308,35148623,51.0,545.6149019607843,2.0,0.0,True,0.11772205694857629,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.1397
3550308,SENAC LAPA SCIPIAO,35148994,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,12.0,86.0,0.0,1237.0,379.0,19.94736842105263,3550308,35148994,68.0,553.8650980392157,4.0,1.0,True,0.17063323416914578,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.2611
3550308,FAZARTE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO,35153904,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,86.0,18.0,1.8,3550308,35153904,,,1.0,0.0,False,,,,,
3550308,SENAC LAPA TITO,35287258,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,12.0,127.0,0.0,2132.0,415.0,9.651162790697674,3550308,35287258,100.0,544.0582333333333,2.0,0.0,True,0.10985975350616235,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.1338
3550308,ADVENTISTA DA LAPA COLEGIO,35448369,4,4.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,0.0,4.0,12.0,12.0,6.0,0.0,0.0,759.0,173.0,5.965517241379311,3550308,35448369,42.0,587.0371428571428,2.0,1.0,True,0.42987675308117296,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.3933
3550308,COLEGIO HEITOR GARCIA,35800193,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,3.0,5.0,9.0,5.0,0.0,0.0,534.0,154.0,11.0,3550308,35800193,36.0,556.2194444444444,4.0,0.0,True,0.1850828729281768,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.2525
3550308,FECAP COLEGIO,35106884,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,24.0,34.0,0.0,1508.0,841.0,22.13157894736842,3550308,35106884,270.0,614.056061728395,5.0,0.0,True,0.6357841053973651,0.8642158946026349,0.1090097747556311,0.3822779430514237,0.631
3550308,SANTO AGOSTINHO COLEGIO,35106896,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0,7.0,12.0,8.0,4.0,0.0,0.0,576.0,108.0,3.176470588235294,3550308,35106896,32.0,602.611875,5.0,1.0,True,0.5546111347216319,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.5896
3550308,ADVENTISTA DA LIBERDADE COLEGIO,35106926,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,1.0,0.0,6.0,18.0,15.0,8.0,0.0,0.0,1228.0,310.0,9.393939393939394,3550308,35106926,64.0,601.2402083333334,2.0,0.0,True,0.542286442838929,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.4581
3550308,OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO,35120339,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,293.0,293.0,29.3,3550308,35120339,88.0,603.3569318181818,2.0,1.0,True,0.5611984700382491,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.4918
