CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,qt_mat_med_2025,mat_por_sala,codigo_municipio,qt_mat_med_2023,crescimento_pct
4314902,COL LA SALLE SAO JOAO,43105106,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,1.0,7.0,25.0,14.0,7.0,1.0,0.0,1259.0,200.0,4.25531914893617,4314902,163.0,22.7
4314902,COLEGIO BOM JESUS SEVIGNE,43105149,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,3.0,10.0,5.0,9.0,0.0,0.0,469.0,95.0,4.523809523809524,4314902,73.0,30.1
4314902,ESC ENS MEDIO MARIA IMACULADA,43105335,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,5.0,4.0,3.0,2.0,0.0,181.0,35.0,1.75,4314902,51.0,-31.4
4314902,COLEGIO ROMANO SAO MATEUS,43105351,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,229.0,63.0,6.3,4314902,47.0,34.0
4314902,COLEGIO ADVENTISTA DE PORTO ALEGRE,43105408,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,1.0,5.0,30.0,17.0,8.0,8.0,0.0,1696.0,264.0,6.439024390243903,4314902,248.0,6.5
4314902,COLEGIO ADVENTISTA MARECHAL RONDON,43105637,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,7.0,28.0,16.0,24.0,0.0,0.0,1700.0,330.0,10.0,4314902,359.0,-8.1
4314902,COLEGIO SINODAL DO SALVADOR,43105670,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,6.0,15.0,12.0,6.0,0.0,0.0,1070.0,185.0,5.606060606060606,4314902,186.0,-0.5
4314902,COLEGIO SALESIANO DOM BOSCO,43107370,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,45.0,1.0,12.0,25.0,16.0,10.0,2.0,0.0,1373.0,303.0,6.733333333333333,4314902,246.0,23.2
4314902,ESC DE EDUC BASICA DON LUIS GUANELLA,43107397,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,2.0,18.0,10.0,6.0,1.0,0.0,919.0,157.0,6.826086956521739,4314902,101.0,55.4
4314902,INSTITUTO SAO FRANCISCO SANTA FAMILIA,43107451,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,2.0,5.0,4.0,3.0,3.0,0.0,340.0,76.0,5.066666666666666,4314902,93.0,-18.3
4314902,CENTRO DE ENSINO MEDIO PASTOR DOHMS-UNIDADE DE ENSINO HIGIENOPOLIS,43107494,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,6.0,24.0,13.0,8.0,1.0,0.0,1228.0,252.0,4.5,4314902,264.0,-4.5
4314902,INSTITUTO SANTA LUZIA,43107559,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,5.0,14.0,8.0,3.0,0.0,0.0,569.0,58.0,1.6111111111111112,4314902,64.0,-9.4
4314902,COLEGIO LUTERANO DA PAZ,43107567,4,3.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,2.0,17.0,4.0,3.0,0.0,0.0,632.0,96.0,5.333333333333333,4314902,46.0,108.7
4314902,COLEGIO ADVENTISTA DO PARTENON,43107800,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,3.0,17.0,10.0,4.0,0.0,0.0,944.0,131.0,5.458333333333333,4314902,106.0,23.6
4314902,INSTITUTO DE EDUCACAO SAO FRANCISCO,43107877,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,3.0,15.0,16.0,9.0,3.0,0.0,1134.0,295.0,8.194444444444445,4314902,328.0,-10.1
4314902,COLEGIO ACM CENTRO,43108130,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,5.0,9.0,5.0,3.0,0.0,0.0,397.0,69.0,4.3125,4314902,48.0,43.8
4314902,COLEGIO PROVINCIA DE SAO PEDRO,43108423,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,1.0,9.0,20.0,12.0,6.0,4.0,0.0,1178.0,177.0,5.205882352941177,4314902,271.0,-34.7
4314902,ESCOLA PANAMERICANA EDUC BASICA,43109136,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,42.0,1.0,0.0,10.0,4.0,3.0,0.0,0.0,365.0,56.0,1.3333333333333333,4314902,59.0,-5.1
4314902,COLEGIO MURIALDO,43109152,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,0.0,11.0,7.0,5.0,1.0,0.0,630.0,161.0,5.193548387096774,4314902,166.0,-3.0
4314902,CENTRO DE ENSINO MEDIO PASTOR DOHMS- UNIDADE DE ENSINO ZONA SUL,43109284,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,3.0,14.0,8.0,4.0,2.0,0.0,647.0,105.0,5.0,4314902,125.0,-16.0
4314902,SISTEMA EDUCACIONAL BOA VISTA,43109330,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,1.0,12.0,16.0,8.0,6.0,4.0,0.0,856.0,146.0,3.106382978723404,4314902,150.0,-2.7
4314902,COLEGIO LUMIAR,43114946,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,10.0,8.0,6.0,2.0,0.0,169.0,61.0,10.166666666666666,4314902,42.0,45.2
4314902,ESCOLA DE ENSINO MEDIO VINICIUS DE MORAIS,43172393,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,14.0,7.0,3.0,0.0,0.0,560.0,58.0,1.9333333333333331,4314902,49.0,18.4
4314902,COLEGIO LEONARDO DA VINCI-ALFA,43172423,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,25.0,1.0,2.0,13.0,10.0,6.0,0.0,0.0,820.0,218.0,8.72,4314902,196.0,11.2
4314902,COLEGIO LEONARDO DA VINCI- BETA,43172440,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,3.0,14.0,9.0,6.0,0.0,0.0,777.0,170.0,8.095238095238095,4314902,175.0,-2.9
4314902,COL JOAO PAULO I - UNIDADE SUL,43173330,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,6.0,14.0,8.0,5.0,0.0,0.0,824.0,163.0,5.433333333333334,4314902,125.0,30.4
4314902,COL CONHECER,43173349,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,68.0,10.0,1.0,4314902,27.0,-63.0
4314902,COLEGIO UNIVERSITARIO,43200273,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,8.0,4.0,3.0,0.0,0.0,258.0,55.0,3.4375,4314902,67.0,-17.9
4314902,CENTRO DE ENSINO MEDIO PASTOR DOHMS- UNIDADE DE ENSINO ZONA NORTE,43201717,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.0,12.0,7.0,3.0,0.0,0.0,453.0,62.0,4.769230769230769,4314902,37.0,67.6
4314902,COLEGIO MESQUITA,43203817,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,1.0,0.0,11.0,7.0,4.0,0.0,1.0,503.0,109.0,4.36,4314902,176.0,-38.1
4314902,COLEGIO GABARITO ZONA NORTE,43203876,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,125.0,125.0,20.83333333333333,4314902,108.0,15.7
4314902,COLEGIO ROMANO SENHOR BOM JESUS,43211402,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,2.0,11.0,8.0,6.0,0.0,0.0,659.0,157.0,5.814814814814815,4314902,155.0,1.3
4314902,ESCOLA EDUCACAO PROFISSIONAL KLYMUS LTDA,43211470,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,48.0,0.0,0.0,4314902,27.0,-100.0
4314902,FLEMING SERVICOS EDUCACIONAIS LTDA,43213995,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,201.0,201.0,40.2,4314902,233.0,-13.7
4314902,COLEGIO BERTONI MED,43215050,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,14.0,2.333333333333333,4314902,35.0,-60.0
4314902,COLEGIO JOAO PAULO,43216684,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,5.0,4.0,3.0,1.0,0.0,246.0,55.0,4.583333333333333,4314902,28.0,96.4
4314902,COLEGIO ANGLO PORTO ALEGRE,43219535,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,79.0,79.0,9.875,4314902,,
4314902,COLEGIO GABARITO ZONA SUL,43220541,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,106.0,106.0,21.2,4314902,,
4314902,COLEGIO JOAO PAULO,43238203,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,8.0,6.0,4.0,2.0,0.0,484.0,131.0,6.55,4314902,146.0,-10.3
4315602,COLEGIO HEBE MARSIGLIA,43113338,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,1.0,2.0,6.0,4.0,1.0,0.0,0.0,208.0,13.0,1.0833333333333333,4315602,30.0,-56.7
4315602,ESC MEDIA SANTA MEDIANEIRA,43113656,4,2.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,5.0,8.0,7.0,4.0,0.0,0.0,507.0,96.0,5.647058823529412,4315602,151.0,-36.4
4315602,COLEGIO SALESIANO LEAO XIII,43113680,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,6.0,9.0,7.0,3.0,0.0,0.0,523.0,95.0,3.9583333333333335,4315602,98.0,-3.1
4315602,COLEGIO SAO PEDRO,43162800,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,114.0,108.0,9.818181818181818,4315602,101.0,6.9
4315602,COLEGIO ALTERNATIVO,43183344,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,5.0,4.0,3.0,1.0,0.0,236.0,33.0,3.3,4315602,59.0,-44.1
4315602,ESCOLA KYRIOS DE ENSINO FUNDAMENTAL E DE ENSINO MEDIO,43214835,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,275.0,57.0,8.142857142857142,4315602,85.0,-32.9
4315602,COLEGIO BOM JESUS JOANA D ARC,43112790,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,5.0,12.0,4.0,11.0,0.0,0.0,600.0,99.0,4.304347826086956,4315602,110.0,-10.0
4316808,ESCOLA DE ENSINO MEDIO E TECNICO SENAC SANTA CRUZ,43012043,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,216.0,87.0,7.909090909090909,4316808,85.0,2.4
4316808,COLEGIO DOM ALBERTO,43119964,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,15.0,7.0,3.0,0.0,0.0,469.0,56.0,3.5,4316808,69.0,-18.8
4316808,ESCOLA TECNICA SANTA CRUZ,43219420,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,348.0,32.0,3.555555555555556,4316808,,
4316808,ESC FAMILIA AGRICOLA SANTA CRUZ DO SUL,43298265,4,2.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,153.0,148.0,49.333333333333336,4316808,128.0,15.6
4316907,COLEGIO BATISTA,43122000,4,3.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,2.0,9.0,6.0,3.0,0.0,0.0,354.0,53.0,3.3125,4316907,17.0,211.8
4316907,COLEGIO ADVENTISTA DE SANTA MARIA,43122019,4,3.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,4.0,14.0,8.0,3.0,0.0,0.0,667.0,81.0,4.2631578947368425,4316907,105.0,-22.9
4316907,COLEGIO NOSSA SENHORA DE FATIMA,43123643,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,13.0,16.0,12.0,4.0,0.0,0.0,1067.0,135.0,2.7,4316907,232.0,-41.8
4316907,COLEGIO ANTONIO ALVES RAMOS,43123651,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,5.0,17.0,12.0,6.0,0.0,0.0,818.0,120.0,4.137931034482759,4316907,129.0,-7.0
4316907,INSTITUTO SAO JOSE,43123678,4,3.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,14.0,11.0,0.0,0.0,668.0,313.0,24.07692307692308,4316907,408.0,-23.3
4316907,COLEGIO RIACHUELO,43123988,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,11.0,9.0,0.0,262.0,262.0,23.818181818181817,4316907,219.0,19.6
4316907,ESCOLA DE ENSINO MEDIO RIACHUELO,43173845,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,1.0,11.0,21.0,13.0,3.0,0.0,0.0,1006.0,49.0,1.4848484848484849,4316907,51.0,-3.9
4316907,COLEGIO MARCO POLO,43176801,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,283.0,65.0,3.095238095238096,4316907,45.0,44.4
4316907,COLEGIO TOTEM SANTA MARIA,43216870,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,338.0,83.0,6.916666666666667,4316907,45.0,84.4
4316907,FLEMING EDUCACAO SANTA MARIA,43219438,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,165.0,165.0,27.5,4316907,,
4318705,EEP SENAC SAO LEOPOLDO,43011993,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,9.0,26.0,0.0,492.0,242.0,16.133333333333333,4318705,298.0,-18.8
4318705,COLEGIO SAO LUIS,43139094,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,1.0,5.0,15.0,11.0,3.0,1.0,0.0,668.0,73.0,1.6222222222222222,4318705,77.0,-5.2
4318705,COLEGIO SAGRADO CORACAO DE JESUS LTDA,43139140,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,247.0,26.0,1.5294117647058822,4318705,30.0,-13.3
4318705,COLEGIO PROFESSOR GUSTAVO SCHREIBER,43139183,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,288.0,55.0,3.4375,4318705,53.0,3.8
4318705,COLEGIO LUTERANO CONCORDIA,43139540,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,9.0,5.0,3.0,1.0,0.0,324.0,28.0,1.8666666666666667,4318705,41.0,-31.7
4318705,INSTITUTO RIO BRANCO,43139558,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,1.0,3.0,13.0,10.0,4.0,0.0,0.0,783.0,118.0,3.189189189189189,4318705,90.0,31.1
4318705,ESCOLA SESI DE ENSINO MEDIO JOSE PEDRO FERNANDO PIOVAN SAO LEOPOLDO,43208681,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,313.0,313.0,20.866666666666667,4318705,258.0,21.3
4318705,ESCOLA TECNICA SAO LEOPOLDO SEG,43216366,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,23.0,0.0,952.0,176.0,22.0,4318705,0.0,
4320008,UNIDADE SESI DE ENSINO MEDIO SESI ARTHUR ALUIZIO DAUDT SAPUCAIA DO SUL,43081584,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,297.0,297.0,24.75,4320008,282.0,5.3
4320008,UNIDADE DE ENSINO SAO LUCAS,43146422,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,5.0,4.0,4.0,1.0,0.0,297.0,106.0,5.3,4320008,54.0,96.3
4322400,EEM NOSSA SENHORA DO HORTO,43162320,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,6.0,5.0,3.0,0.0,0.0,328.0,49.0,3.2666666666666666,4322400,15.0,226.7
4322400,INSTITUTO LAURA VICUNA,43162690,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,6.0,16.0,9.0,6.0,6.0,0.0,914.0,169.0,7.3478260869565215,4322400,163.0,3.7
4323002,COLEGIO UNI ALPHA,43211488,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,19.0,0.0,687.0,82.0,41.0,4323002,0.0,
4323002,EEM VIAMOPOLIS,43295258,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,0.0,20.0,11.0,6.0,0.0,0.0,805.0,168.0,7.304347826086956,4323002,182.0,-7.7
4323002,COLEGIO PRO-FUTURO,43004130,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0,157.0,25.0,1.6666666666666667,4323002,14.0,78.6
4323002,IE JOSUE DE CASTRO,43181422,4,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,158.0,96.0,32.0,4323002,75.0,28.0
4323002,ESCOLA DE ENSINO MEDIO CESI SANTA ISABEL,43180817,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,0.0,23.0,14.0,7.0,1.0,0.0,1223.0,217.0,8.346153846153847,4323002,0.0,
5002704,COLEGIO TICTAC E INSTITUTO PENRABEL,50005200,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,42.0,1.0,16.0,16.0,7.0,3.0,0.0,0.0,721.0,81.0,1.9285714285714288,5002704,64.0,26.6
5002704,COLEGIO ADVENTISTA JARDIM DOS ESTADOS,50005618,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,7.0,10.0,9.0,6.0,2.0,0.0,721.0,166.0,7.545454545454546,5002704,132.0,25.8
5002704,COLEGIO ADVENTISTA CAMPO-GRANDENSE,50005626,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,1.0,7.0,17.0,12.0,6.0,0.0,0.0,1044.0,220.0,4.074074074074074,5002704,168.0,31.0
5002704,CENTRO DE ENSINO CAMPO-GRANDENSE - CECAMP,50007688,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0,3.0,7.0,4.0,3.0,0.0,0.0,219.0,42.0,2.4705882352941178,5002704,38.0,10.5
5002704,COLEGIO ALMIRANTE TAMANDARE,50007718,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,254.0,45.0,3.0,5002704,36.0,25.0
5002704,CENTRO DE ENS NOSSA SENHORA AUXILIADORA,50007874,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,1.0,8.0,10.0,7.0,3.0,0.0,0.0,558.0,84.0,4.421052631578948,5002704,84.0,0.0
5002704,COLEGIO OSWALDO TOGNINI,50007890,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,9.0,21.0,21.0,10.0,3.0,0.0,1086.0,262.0,3.742857142857143,5002704,251.0,4.4
5002704,MABE MODERNA ASSOCIACAO BRASILEIRA DE ENSINO MEDIO LTDA,50007904,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,7.0,15.0,13.0,10.0,2.0,0.0,1463.0,508.0,9.071428571428571,5002704,522.0,-2.7
5002704,COLEGIO RAUL SANS DE MATOS,50007920,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.0,1.0,8.0,11.0,12.0,6.0,0.0,0.0,584.0,159.0,5.482758620689655,5002704,,
5002704,COLEGIO MARIA MONTESSORI,50009060,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,30.0,1.0,6.0,10.0,8.0,6.0,1.0,0.0,582.0,119.0,3.966666666666667,5002704,117.0,1.7
5002704,ESCOLA DO SESI CAMPO GRANDE,50026429,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,11.0,13.0,9.0,0.0,0.0,884.0,244.0,8.714285714285714,5002704,229.0,6.6
5002704,CENTRO EDUCACIONAL PAULO DE TARSO,50027190,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,7.0,14.0,7.0,3.0,0.0,0.0,539.0,50.0,2.5,5002704,40.0,25.0
5002704,COLEGIO HARMONIA - UNIDADE I,50027956,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,10.0,12.0,8.0,0.0,501.0,286.0,11.44,5002704,222.0,28.8
5002704,SESC ADMINISTRACAO REGIONAL NO ESTADO DO MATO GROSSO DO SUL,50028154,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,39.0,1.0,10.0,28.0,24.0,5.0,0.0,0.0,1670.0,227.0,5.82051282051282,5002704,191.0,18.8
5002704,COLEGIO LICEU - UNID II,50028820,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,153.0,52.0,6.5,5002704,64.0,-18.8
5002704,CENTRO DE ENSINO IMPACTO SS LTDA - ME,50029258,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,68.0,68.0,3.090909090909091,5002704,65.0,4.6
5002704,COLEGIO CBA ABC,50029266,4,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,259.0,141.0,14.1,5002704,134.0,5.2
5002704,ESCOLA BATISTA ERILASIO NOGUEIRA,50029940,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,243.0,42.0,3.8181818181818175,5002704,37.0,13.5
5002704,NOTA 10 - UNIDADE GARCAS,50030116,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,503.0,503.0,50.3,5002704,143.0,251.7
5002704,COLEGIO DE ENSINO MEDIO NOVA GERACAO,50030469,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,251.0,251.0,25.1,5002704,225.0,11.6
5002704,COLEGIO BIONATUS,50030582,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,297.0,196.0,16.333333333333332,5002704,185.0,5.9
5002704,COLEGIO CLASSE A,50031163,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,5.0,8.0,1.0,0.0,0.0,287.0,16.0,1.1428571428571428,5002704,19.0,-15.8
5002704,NOTA 10 INTERNACIONAL - UNIDADE GENERAL OSORIO,50031783,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,4.0,10.0,9.0,3.0,2.0,0.0,598.0,124.0,4.96,5002704,0.0,
5002704,COLEGIO BIONATUS II,50032100,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,28.0,7.0,5002704,50.0,-44.0
5002704,COLEGIO CLASSE A UNIDADE II,50033239,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,233.0,233.0,21.181818181818183,5002704,214.0,8.9
5002704,COLEGIO REFFERENCIAL,50033611,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,295.0,167.0,23.857142857142858,5002704,320.0,-47.8
5002704,COLEGIO MASTER LTDA,50034197,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,217.0,217.0,21.7,5002704,155.0,40.0
5002704,COLEGIO NOSSA SENHORA DAS GRACAS,50035037,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,10.0,9.0,4.0,1.0,0.0,0.0,289.0,9.0,0.6923076923076923,5002704,0.0,
5002704,COLEGIO MAESTRIA - ENEM E VESTIBULARES,50035088,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,345.0,211.0,26.375,5002704,163.0,29.4
5002704,INSTY COLEGIO E CURSOS,50035576,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,23.0,15.0,1.6666666666666667,5002704,3.0,400.0
5002704,COLEGIO EVORA,50035690,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,46.0,46.0,9.2,5002704,20.0,130.0
