codigo_escola;segmento_golden_lead;segmento_ordem
33021740;🔵 Outras Escolas (4.444);2
33022267;🔵 Outras Escolas (4.444);2
33102830;🔵 Outras Escolas (4.444);2
33102961;🔵 Outras Escolas (4.444);2
33120986;🔵 Outras Escolas (4.444);2
33134170;🔵 Outras Escolas (4.444);2
33145237;🔵 Outras Escolas (4.444);2
33155860;🔵 Outras Escolas (4.444);2
33166838;🔵 Outras Escolas (4.444);2
33102899;🔵 Outras Escolas (4.444);2
33058148;🔵 Outras Escolas (4.444);2
33058164;🔵 Outras Escolas (4.444);2
33058504;🔵 Outras Escolas (4.444);2
33058806;🔵 Outras Escolas (4.444);2
33060266;🔵 Outras Escolas (4.444);2
33060312;🔵 Outras Escolas (4.444);2
33060355;🔵 Outras Escolas (4.444);2
33060371;🔵 Outras Escolas (4.444);2
33060380;🔵 Outras Escolas (4.444);2
33060568;🔵 Outras Escolas (4.444);2
33060754;🔵 Outras Escolas (4.444);2
33101043;🔵 Outras Escolas (4.444);2
33101809;🔵 Outras Escolas (4.444);2
33103364;🔵 Outras Escolas (4.444);2
33111260;🔵 Outras Escolas (4.444);2
33124523;🔵 Outras Escolas (4.444);2
33128278;🔵 Outras Escolas (4.444);2
33152209;🔵 Outras Escolas (4.444);2
33156069;🔵 Outras Escolas (4.444);2
33160996;🔵 Outras Escolas (4.444);2
33166560;🔵 Outras Escolas (4.444);2
33174318;🔵 Outras Escolas (4.444);2
33174725;🔵 Outras Escolas (4.444);2
33174890;🔵 Outras Escolas (4.444);2
33184453;🔵 Outras Escolas (4.444);2
33185000;🔵 Outras Escolas (4.444);2
33187681;🔵 Outras Escolas (4.444);2
33187762;🔵 Outras Escolas (4.444);2
33195820;🔵 Outras Escolas (4.444);2
33198926;🔵 Outras Escolas (4.444);2
33199876;🔵 Outras Escolas (4.444);2
33380201;🔵 Outras Escolas (4.444);2
33039976;🔵 Outras Escolas (4.444);2
33040117;🔵 Outras Escolas (4.444);2
33040516;🔵 Outras Escolas (4.444);2
33041148;🔵 Outras Escolas (4.444);2
33041563;🔵 Outras Escolas (4.444);2
33102341;🔵 Outras Escolas (4.444);2
33118949;🔵 Outras Escolas (4.444);2
33138532;🔵 Outras Escolas (4.444);2
33178909;🔵 Outras Escolas (4.444);2
33182086;🔵 Outras Escolas (4.444);2
33182108;🔵 Outras Escolas (4.444);2
33222401;🔵 Outras Escolas (4.444);2
33041105;🔵 Outras Escolas (4.444);2
33041130;🔵 Outras Escolas (4.444);2
33151369;🔵 Outras Escolas (4.444);2
33041733;🔵 Outras Escolas (4.444);2
33102236;🔵 Outras Escolas (4.444);2
33118663;🔵 Outras Escolas (4.444);2
33061629;🔵 Outras Escolas (4.444);2
33061670;🔵 Outras Escolas (4.444);2
33062161;🔵 Outras Escolas (4.444);2
33103283;🔵 Outras Escolas (4.444);2
33196133;🔵 Outras Escolas (4.444);2
33031363;🔵 Outras Escolas (4.444);2
33031371;🔵 Outras Escolas (4.444);2
33031410;🔵 Outras Escolas (4.444);2
33031649;🔵 Outras Escolas (4.444);2
33439796;🔵 Outras Escolas (4.444);2
33541221;🔵 Outras Escolas (4.444);2
33548250;🔵 Outras Escolas (4.444);2
33025460;🔵 Outras Escolas (4.444);2
33025673;🔵 Outras Escolas (4.444);2
33119724;🔵 Outras Escolas (4.444);2
33149550;🔵 Outras Escolas (4.444);2
33161348;🔵 Outras Escolas (4.444);2
33172234;🔵 Outras Escolas (4.444);2
33174881;🔵 Outras Escolas (4.444);2
33179344;🔵 Outras Escolas (4.444);2
33186979;🔵 Outras Escolas (4.444);2
33189846;🔵 Outras Escolas (4.444);2
33194033;🔵 Outras Escolas (4.444);2
33195552;🔵 Outras Escolas (4.444);2
33203300;🔵 Outras Escolas (4.444);2
33454221;🔵 Outras Escolas (4.444);2
33062609;🔵 Outras Escolas (4.444);2
33062633;🔵 Outras Escolas (4.444);2
33063311;🔵 Outras Escolas (4.444);2
33063419;🔵 Outras Escolas (4.444);2
33063486;🔵 Outras Escolas (4.444);2
33063516;🔵 Outras Escolas (4.444);2
33063575;🔵 Outras Escolas (4.444);2
33063648;🔵 Outras Escolas (4.444);2
33063656;🔵 Outras Escolas (4.444);2
33063710;🔵 Outras Escolas (4.444);2
33063729;🔵 Outras Escolas (4.444);2
33063974;🔵 Outras Escolas (4.444);2
33064024;🔵 Outras Escolas (4.444);2
33064032;🔵 Outras Escolas (4.444);2
33064040;🔵 Outras Escolas (4.444);2
33064369;🔵 Outras Escolas (4.444);2
33064393;🔵 Outras Escolas (4.444);2
33064601;🔵 Outras Escolas (4.444);2
33064628;🔵 Outras Escolas (4.444);2
33064709;🔵 Outras Escolas (4.444);2
33064717;🔵 Outras Escolas (4.444);2
33064768;🔵 Outras Escolas (4.444);2
33065195;🔵 Outras Escolas (4.444);2
33065268;🔵 Outras Escolas (4.444);2
33065314;🔵 Outras Escolas (4.444);2
33065357;🔵 Outras Escolas (4.444);2
33065403;🔵 Outras Escolas (4.444);2
33065411;🔵 Outras Escolas (4.444);2
33065594;🔵 Outras Escolas (4.444);2
33065837;🔵 Outras Escolas (4.444);2
33065993;🔵 Outras Escolas (4.444);2
33066477;🔵 Outras Escolas (4.444);2
33066540;🔵 Outras Escolas (4.444);2
33066566;🔵 Outras Escolas (4.444);2
33066574;🔵 Outras Escolas (4.444);2
33066671;🔵 Outras Escolas (4.444);2
33066698;🔵 Outras Escolas (4.444);2
33066752;🔵 Outras Escolas (4.444);2
33066930;🔵 Outras Escolas (4.444);2
33067694;🔵 Outras Escolas (4.444);2
33067716;🔵 Outras Escolas (4.444);2
33067732;🔵 Outras Escolas (4.444);2
33067813;🔵 Outras Escolas (4.444);2
33067856;🔵 Outras Escolas (4.444);2
33068534;🔵 Outras Escolas (4.444);2
33068895;🔵 Outras Escolas (4.444);2
33068925;🔵 Outras Escolas (4.444);2
33069522;🔵 Outras Escolas (4.444);2
33069565;🔵 Outras Escolas (4.444);2
33069697;🔵 Outras Escolas (4.444);2
33069778;🔵 Outras Escolas (4.444);2
33070008;🔵 Outras Escolas (4.444);2
33070954;🔵 Outras Escolas (4.444);2
33071012;🔵 Outras Escolas (4.444);2
33071292;🔵 Outras Escolas (4.444);2
33071403;🔵 Outras Escolas (4.444);2
33071632;🔵 Outras Escolas (4.444);2
33071659;🔵 Outras Escolas (4.444);2
33071683;🔵 Outras Escolas (4.444);2
33071721;🔵 Outras Escolas (4.444);2
33071926;🔵 Outras Escolas (4.444);2
33072426;🔵 Outras Escolas (4.444);2
33074089;🔵 Outras Escolas (4.444);2
33074771;🔵 Outras Escolas (4.444);2
33074852;🔵 Outras Escolas (4.444);2
33075131;🔵 Outras Escolas (4.444);2
33075425;🔵 Outras Escolas (4.444);2
33075581;🔵 Outras Escolas (4.444);2
33075620;🔵 Outras Escolas (4.444);2
33075921;🔵 Outras Escolas (4.444);2
33075930;🔵 Outras Escolas (4.444);2
33076510;🔵 Outras Escolas (4.444);2
33076820;🔵 Outras Escolas (4.444);2
33077029;🔵 Outras Escolas (4.444);2
33077258;🔵 Outras Escolas (4.444);2
33077274;🔵 Outras Escolas (4.444);2
33078394;🔵 Outras Escolas (4.444);2
33078521;🔵 Outras Escolas (4.444);2
33078866;🔵 Outras Escolas (4.444);2
33078963;🔵 Outras Escolas (4.444);2
33079030;🔵 Outras Escolas (4.444);2
33079960;🔵 Outras Escolas (4.444);2
33081328;🔵 Outras Escolas (4.444);2
33081603;🔵 Outras Escolas (4.444);2
33081727;🔵 Outras Escolas (4.444);2
33082014;🔵 Outras Escolas (4.444);2
33082103;🔵 Outras Escolas (4.444);2
33082472;🔵 Outras Escolas (4.444);2
33083533;🔵 Outras Escolas (4.444);2
33083541;🔵 Outras Escolas (4.444);2
33083550;🔵 Outras Escolas (4.444);2
33083770;🔵 Outras Escolas (4.444);2
33084165;🔵 Outras Escolas (4.444);2
33084254;🔵 Outras Escolas (4.444);2
33084262;🔵 Outras Escolas (4.444);2
33084319;🔵 Outras Escolas (4.444);2
33085269;🔵 Outras Escolas (4.444);2
33085455;🔵 Outras Escolas (4.444);2
33085609;🔵 Outras Escolas (4.444);2
33085846;🔵 Outras Escolas (4.444);2
33085854;🔵 Outras Escolas (4.444);2
33087407;🔵 Outras Escolas (4.444);2
33087539;🔵 Outras Escolas (4.444);2
33087555;🔵 Outras Escolas (4.444);2
33087628;🔵 Outras Escolas (4.444);2
33088519;🔵 Outras Escolas (4.444);2
33088560;🔵 Outras Escolas (4.444);2
33094861;🔵 Outras Escolas (4.444);2
33100705;🔵 Outras Escolas (4.444);2
33100713;🔵 Outras Escolas (4.444);2
33100926;🔵 Outras Escolas (4.444);2
33100977;🔵 Outras Escolas (4.444);2
33100985;🔵 Outras Escolas (4.444);2
33101876;🔵 Outras Escolas (4.444);2
33104220;🔵 Outras Escolas (4.444);2
33104247;🔵 Outras Escolas (4.444);2
33104573;🔵 Outras Escolas (4.444);2
33105154;🔵 Outras Escolas (4.444);2
33105405;🔵 Outras Escolas (4.444);2
33105758;🔵 Outras Escolas (4.444);2
33106460;🔵 Outras Escolas (4.444);2
33106851;🔵 Outras Escolas (4.444);2
33107297;🔵 Outras Escolas (4.444);2
33107319;🔵 Outras Escolas (4.444);2
33107998;🔵 Outras Escolas (4.444);2
33109591;🔵 Outras Escolas (4.444);2
33109923;🔵 Outras Escolas (4.444);2
33110034;🔵 Outras Escolas (4.444);2
33110050;🔵 Outras Escolas (4.444);2
33110093;🔵 Outras Escolas (4.444);2
33110328;🔵 Outras Escolas (4.444);2
33110360;🔵 Outras Escolas (4.444);2
33111430;🔵 Outras Escolas (4.444);2
33111642;🔵 Outras Escolas (4.444);2
33111901;🔵 Outras Escolas (4.444);2
33113114;🔵 Outras Escolas (4.444);2
33113360;🔵 Outras Escolas (4.444);2
33114510;🔵 Outras Escolas (4.444);2
33114692;🔵 Outras Escolas (4.444);2
33115460;🔵 Outras Escolas (4.444);2
33116490;🔵 Outras Escolas (4.444);2
33116512;🔵 Outras Escolas (4.444);2
33116636;🔵 Outras Escolas (4.444);2
33116709;🔵 Outras Escolas (4.444);2
33116784;🔵 Outras Escolas (4.444);2
33116903;🔵 Outras Escolas (4.444);2
33117799;🔵 Outras Escolas (4.444);2
33119031;🔵 Outras Escolas (4.444);2
33120846;🔵 Outras Escolas (4.444);2
33121605;🔵 Outras Escolas (4.444);2
33121613;🔵 Outras Escolas (4.444);2
33122245;🔵 Outras Escolas (4.444);2
33123187;🔵 Outras Escolas (4.444);2
33123829;🔵 Outras Escolas (4.444);2
33124418;🔵 Outras Escolas (4.444);2
33124558;🔵 Outras Escolas (4.444);2
33125228;🔵 Outras Escolas (4.444);2
33125864;🔵 Outras Escolas (4.444);2
33126674;🔵 Outras Escolas (4.444);2
33127123;🔵 Outras Escolas (4.444);2
33129005;🔵 Outras Escolas (4.444);2
33129902;🔵 Outras Escolas (4.444);2
33130027;🔵 Outras Escolas (4.444);2
33130418;🔵 Outras Escolas (4.444);2
33133840;🔵 Outras Escolas (4.444);2
33134634;🔵 Outras Escolas (4.444);2
33135169;🔵 Outras Escolas (4.444);2
33135371;🔵 Outras Escolas (4.444);2
33135827;🔵 Outras Escolas (4.444);2
33135924;🔵 Outras Escolas (4.444);2
33138079;🔵 Outras Escolas (4.444);2
33138087;🔵 Outras Escolas (4.444);2
33138290;🔵 Outras Escolas (4.444);2
33140626;🔵 Outras Escolas (4.444);2
33142726;🔵 Outras Escolas (4.444);2
33143331;🔵 Outras Escolas (4.444);2
33143366;🔵 Outras Escolas (4.444);2
33147809;🔵 Outras Escolas (4.444);2
33148376;🔵 Outras Escolas (4.444);2
33148627;🔵 Outras Escolas (4.444);2
33148937;🔵 Outras Escolas (4.444);2
33149410;🔵 Outras Escolas (4.444);2
33149437;🔵 Outras Escolas (4.444);2
33149780;🔵 Outras Escolas (4.444);2
33152276;🔵 Outras Escolas (4.444);2
33152322;🔵 Outras Escolas (4.444);2
33152608;🔵 Outras Escolas (4.444);2
33152713;🔵 Outras Escolas (4.444);2
33153477;🔵 Outras Escolas (4.444);2
33153787;🔵 Outras Escolas (4.444);2
33154007;🔵 Outras Escolas (4.444);2
33155852;🔵 Outras Escolas (4.444);2
33156026;🔵 Outras Escolas (4.444);2
33156760;🔵 Outras Escolas (4.444);2
33159068;🔵 Outras Escolas (4.444);2
33159130;🔵 Outras Escolas (4.444);2
33159211;🔵 Outras Escolas (4.444);2
33159629;🔵 Outras Escolas (4.444);2
33159637;🔵 Outras Escolas (4.444);2
33159645;🔵 Outras Escolas (4.444);2
33159750;🔵 Outras Escolas (4.444);2
33159815;🔵 Outras Escolas (4.444);2
33160031;🔵 Outras Escolas (4.444);2
33160180;🔵 Outras Escolas (4.444);2
33160830;🔵 Outras Escolas (4.444);2
33161011;🔵 Outras Escolas (4.444);2
33161402;🔵 Outras Escolas (4.444);2
33161704;🔵 Outras Escolas (4.444);2
33162603;🔵 Outras Escolas (4.444);2
33162948;🔵 Outras Escolas (4.444);2
33162999;🔵 Outras Escolas (4.444);2
33163006;🔵 Outras Escolas (4.444);2
33163120;🔵 Outras Escolas (4.444);2
33166820;🔵 Outras Escolas (4.444);2
33166900;🔵 Outras Escolas (4.444);2
33166935;🔵 Outras Escolas (4.444);2
33166943;🔵 Outras Escolas (4.444);2
33168970;🔵 Outras Escolas (4.444);2
33169713;🔵 Outras Escolas (4.444);2
33170630;🔵 Outras Escolas (4.444);2
33171467;🔵 Outras Escolas (4.444);2
33171645;🔵 Outras Escolas (4.444);2
33172315;🔵 Outras Escolas (4.444);2
33172331;🔵 Outras Escolas (4.444);2
33172706;🔵 Outras Escolas (4.444);2
33173133;🔵 Outras Escolas (4.444);2
33173168;🔵 Outras Escolas (4.444);2
33173680;🔵 Outras Escolas (4.444);2
33173907;🔵 Outras Escolas (4.444);2
33173923;🔵 Outras Escolas (4.444);2
33173931;🔵 Outras Escolas (4.444);2
33173990;🔵 Outras Escolas (4.444);2
33174970;🔵 Outras Escolas (4.444);2
33175110;🔵 Outras Escolas (4.444);2
33175195;🔵 Outras Escolas (4.444);2
33175659;🔵 Outras Escolas (4.444);2
33175993;🔵 Outras Escolas (4.444);2
33176671;🔵 Outras Escolas (4.444);2
33176710;🔵 Outras Escolas (4.444);2
33176760;🔵 Outras Escolas (4.444);2
33176825;🔵 Outras Escolas (4.444);2
33177279;🔵 Outras Escolas (4.444);2
33177627;🔵 Outras Escolas (4.444);2
33178038;🔵 Outras Escolas (4.444);2
33178682;🔵 Outras Escolas (4.444);2
33178828;🔵 Outras Escolas (4.444);2
33178879;🔵 Outras Escolas (4.444);2
33178992;🔵 Outras Escolas (4.444);2
33179905;🔵 Outras Escolas (4.444);2
33180458;🔵 Outras Escolas (4.444);2
33180539;🔵 Outras Escolas (4.444);2
33180563;🔵 Outras Escolas (4.444);2
33180997;🔵 Outras Escolas (4.444);2
33181560;🔵 Outras Escolas (4.444);2
33183031;🔵 Outras Escolas (4.444);2
33183139;🔵 Outras Escolas (4.444);2
33183368;🔵 Outras Escolas (4.444);2
33183384;🔵 Outras Escolas (4.444);2
33183830;🔵 Outras Escolas (4.444);2
33184720;🔵 Outras Escolas (4.444);2
33184739;🔵 Outras Escolas (4.444);2
33185417;🔵 Outras Escolas (4.444);2
33185425;🔵 Outras Escolas (4.444);2
33185590;🔵 Outras Escolas (4.444);2
33185999;🔵 Outras Escolas (4.444);2
33186260;🔵 Outras Escolas (4.444);2
33186723;🔵 Outras Escolas (4.444);2
33186910;🔵 Outras Escolas (4.444);2
33187185;🔵 Outras Escolas (4.444);2
33187770;🔵 Outras Escolas (4.444);2
33187789;🔵 Outras Escolas (4.444);2
33187924;🔵 Outras Escolas (4.444);2
33187959;🔵 Outras Escolas (4.444);2
33188092;🔵 Outras Escolas (4.444);2
33188319;🔵 Outras Escolas (4.444);2
33189137;🔵 Outras Escolas (4.444);2
33189145;🔵 Outras Escolas (4.444);2
33189170;🔵 Outras Escolas (4.444);2
33189617;🔵 Outras Escolas (4.444);2
33189692;🔵 Outras Escolas (4.444);2
33189820;🔵 Outras Escolas (4.444);2
33189838;🔵 Outras Escolas (4.444);2
33190054;🔵 Outras Escolas (4.444);2
33190321;🔵 Outras Escolas (4.444);2
33190410;🔵 Outras Escolas (4.444);2
33190747;🔵 Outras Escolas (4.444);2
33191018;🔵 Outras Escolas (4.444);2
33191816;🔵 Outras Escolas (4.444);2
33191824;🔵 Outras Escolas (4.444);2
33191956;🔵 Outras Escolas (4.444);2
33192030;🔵 Outras Escolas (4.444);2
33192260;🔵 Outras Escolas (4.444);2
33192650;🔵 Outras Escolas (4.444);2
33192685;🔵 Outras Escolas (4.444);2
33193053;🔵 Outras Escolas (4.444);2
33193070;🔵 Outras Escolas (4.444);2
33193118;🔵 Outras Escolas (4.444);2
33193223;🔵 Outras Escolas (4.444);2
33193347;🔵 Outras Escolas (4.444);2
33193495;🔵 Outras Escolas (4.444);2
33193649;🔵 Outras Escolas (4.444);2
33193720;🔵 Outras Escolas (4.444);2
33195340;🔵 Outras Escolas (4.444);2
33195366;🔵 Outras Escolas (4.444);2
33195757;🔵 Outras Escolas (4.444);2
33196222;🔵 Outras Escolas (4.444);2
33196249;🔵 Outras Escolas (4.444);2
33196257;🔵 Outras Escolas (4.444);2
33196478;🔵 Outras Escolas (4.444);2
33196788;🔵 Outras Escolas (4.444);2
33197156;🔵 Outras Escolas (4.444);2
33197350;🔵 Outras Escolas (4.444);2
33197466;🔵 Outras Escolas (4.444);2
33198128;🔵 Outras Escolas (4.444);2
33200491;🔵 Outras Escolas (4.444);2
33200530;🔵 Outras Escolas (4.444);2
33202109;🔵 Outras Escolas (4.444);2
33202850;🔵 Outras Escolas (4.444);2
33203415;🔵 Outras Escolas (4.444);2
33203431;🔵 Outras Escolas (4.444);2
33203598;🔵 Outras Escolas (4.444);2
33218803;🔵 Outras Escolas (4.444);2
33223203;🔵 Outras Escolas (4.444);2
33228604;🔵 Outras Escolas (4.444);2
33241201;🔵 Outras Escolas (4.444);2
33249202;🔵 Outras Escolas (4.444);2
33394202;🔵 Outras Escolas (4.444);2
33421226;🔵 Outras Escolas (4.444);2
33444293;🔵 Outras Escolas (4.444);2
33447225;🔵 Outras Escolas (4.444);2
33456232;🔵 Outras Escolas (4.444);2
33457239;🔵 Outras Escolas (4.444);2
33473218;🔵 Outras Escolas (4.444);2
33478210;🔵 Outras Escolas (4.444);2
33520321;🔵 Outras Escolas (4.444);2
33526249;🔵 Outras Escolas (4.444);2
33530220;🔵 Outras Escolas (4.444);2
33552231;🔵 Outras Escolas (4.444);2
33088780;🔵 Outras Escolas (4.444);2
33088985;🔵 Outras Escolas (4.444);2
33089035;🔵 Outras Escolas (4.444);2
33089167;🔵 Outras Escolas (4.444);2
33089191;🔵 Outras Escolas (4.444);2
33089248;🔵 Outras Escolas (4.444);2
33089825;🔵 Outras Escolas (4.444);2
33090041;🔵 Outras Escolas (4.444);2
33090700;🔵 Outras Escolas (4.444);2
33091226;🔵 Outras Escolas (4.444);2
33103992;🔵 Outras Escolas (4.444);2
33104107;🔵 Outras Escolas (4.444);2
33115630;🔵 Outras Escolas (4.444);2
33115699;🔵 Outras Escolas (4.444);2
33126000;🔵 Outras Escolas (4.444);2
33135746;🔵 Outras Escolas (4.444);2
33139032;🔵 Outras Escolas (4.444);2
33152098;🔵 Outras Escolas (4.444);2
33161860;🔵 Outras Escolas (4.444);2
33170347;🔵 Outras Escolas (4.444);2
33180660;🔵 Outras Escolas (4.444);2
33181594;🔵 Outras Escolas (4.444);2
33187100;🔵 Outras Escolas (4.444);2
33191182;🔵 Outras Escolas (4.444);2
33194084;🔵 Outras Escolas (4.444);2
33090092;🔵 Outras Escolas (4.444);2
33090734;🔵 Outras Escolas (4.444);2
33090777;🔵 Outras Escolas (4.444);2
33092346;🔵 Outras Escolas (4.444);2
33092982;🔵 Outras Escolas (4.444);2
33143145;🔵 Outras Escolas (4.444);2
33148287;🔵 Outras Escolas (4.444);2
33159599;🔵 Outras Escolas (4.444);2
33171670;🔵 Outras Escolas (4.444);2
33190674;🔵 Outras Escolas (4.444);2
33200572;🔵 Outras Escolas (4.444);2
33448256;🔵 Outras Escolas (4.444);2
33093008;🔵 Outras Escolas (4.444);2
33028079;🔵 Outras Escolas (4.444);2
33028567;🔵 Outras Escolas (4.444);2
33142645;🔵 Outras Escolas (4.444);2
33190160;🔵 Outras Escolas (4.444);2
33226210;🔵 Outras Escolas (4.444);2
33042373;🔵 Outras Escolas (4.444);2
33042462;🔵 Outras Escolas (4.444);2
33042560;🔵 Outras Escolas (4.444);2
33042578;🔵 Outras Escolas (4.444);2
33043086;🔵 Outras Escolas (4.444);2
33127875;🔵 Outras Escolas (4.444);2
33170509;🔵 Outras Escolas (4.444);2
33182078;🔵 Outras Escolas (4.444);2
33182094;🔵 Outras Escolas (4.444);2
33196770;🔵 Outras Escolas (4.444);2
33032777;🔵 Outras Escolas (4.444);2
33032858;🔵 Outras Escolas (4.444);2
33032882;🔵 Outras Escolas (4.444);2
33033811;🔵 Outras Escolas (4.444);2
33034249;🔵 Outras Escolas (4.444);2
33112959;🔵 Outras Escolas (4.444);2
33147450;🔵 Outras Escolas (4.444);2
33163863;🔵 Outras Escolas (4.444);2
33183970;🔵 Outras Escolas (4.444);2
33188823;🔵 Outras Escolas (4.444);2
33447250;🔵 Outras Escolas (4.444);2
35112094;🔵 Outras Escolas (4.444);2
35112124;🔵 Outras Escolas (4.444);2
35125647;🔵 Outras Escolas (4.444);2
35125659;🔵 Outras Escolas (4.444);2
35132007;🔵 Outras Escolas (4.444);2
35140600;🔵 Outras Escolas (4.444);2
35144502;🔵 Outras Escolas (4.444);2
35166686;🔵 Outras Escolas (4.444);2
35499778;🔵 Outras Escolas (4.444);2
35007668;🔵 Outras Escolas (4.444);2
35010308;🔵 Outras Escolas (4.444);2
35116661;🔵 Outras Escolas (4.444);2
35116671;🔵 Outras Escolas (4.444);2
35124148;🔵 Outras Escolas (4.444);2
35132780;🔵 Outras Escolas (4.444);2
35141434;🔵 Outras Escolas (4.444);2
35150988;🔵 Outras Escolas (4.444);2
35160600;🔵 Outras Escolas (4.444);2
35166169;🔵 Outras Escolas (4.444);2
35192934;🔵 Outras Escolas (4.444);2
35288214;🔵 Outras Escolas (4.444);2
35010311;🔵 Outras Escolas (4.444);2
35114157;🔵 Outras Escolas (4.444);2
35114194;🔵 Outras Escolas (4.444);2
35124060;🔵 Outras Escolas (4.444);2
35152031;🔵 Outras Escolas (4.444);2
35155147;🔵 Outras Escolas (4.444);2
35155159;🔵 Outras Escolas (4.444);2
35174348;🔵 Outras Escolas (4.444);2
35445848;🔵 Outras Escolas (4.444);2
35463085;🔵 Outras Escolas (4.444);2
35587023;🔵 Outras Escolas (4.444);2
35809385;🔵 Outras Escolas (4.444);2
35006976;🔵 Outras Escolas (4.444);2
35113335;🔵 Outras Escolas (4.444);2
35259559;🔵 Outras Escolas (4.444);2
35325880;🔵 Outras Escolas (4.444);2
35801793;🔵 Outras Escolas (4.444);2
35004818;🔵 Outras Escolas (4.444);2
35117365;🔵 Outras Escolas (4.444);2
35117389;🔵 Outras Escolas (4.444);2
35159700;🔵 Outras Escolas (4.444);2
35192077;🔵 Outras Escolas (4.444);2
35803200;🔵 Outras Escolas (4.444);2
35006275;🔵 Outras Escolas (4.444);2
35112306;🔵 Outras Escolas (4.444);2
35112318;🔵 Outras Escolas (4.444);2
35135951;🔵 Outras Escolas (4.444);2
35137224;🔵 Outras Escolas (4.444);2
35137881;🔵 Outras Escolas (4.444);2
35143112;🔵 Outras Escolas (4.444);2
35155664;🔵 Outras Escolas (4.444);2
35168920;🔵 Outras Escolas (4.444);2
35185243;🔵 Outras Escolas (4.444);2
35805973;🔵 Outras Escolas (4.444);2
35114236;🔵 Outras Escolas (4.444);2
35142827;🔵 Outras Escolas (4.444);2
35142839;🔵 Outras Escolas (4.444);2
35150484;🔵 Outras Escolas (4.444);2
35304414;🔵 Outras Escolas (4.444);2
35358472;🔵 Outras Escolas (4.444);2
35135227;🔵 Outras Escolas (4.444);2
35138009;🔵 Outras Escolas (4.444);2
35175614;🔵 Outras Escolas (4.444);2
35195005;🔵 Outras Escolas (4.444);2
35326343;🔵 Outras Escolas (4.444);2
35004851;🔵 Outras Escolas (4.444);2
35006599;🔵 Outras Escolas (4.444);2
35115459;🔵 Outras Escolas (4.444);2
35115484;🔵 Outras Escolas (4.444);2
35118114;🔵 Outras Escolas (4.444);2
35133279;🔵 Outras Escolas (4.444);2
35160441;🔵 Outras Escolas (4.444);2
35160453;🔵 Outras Escolas (4.444);2
35165517;🔵 Outras Escolas (4.444);2
35165529;🔵 Outras Escolas (4.444);2
35192661;🔵 Outras Escolas (4.444);2
35288019;🔵 Outras Escolas (4.444);2
35290518;🔵 Outras Escolas (4.444);2
35373886;🔵 Outras Escolas (4.444);2
35441995;🔵 Outras Escolas (4.444);2
35451113;🔵 Outras Escolas (4.444);2
35467066;🔵 Outras Escolas (4.444);2
35581823;🔵 Outras Escolas (4.444);2
35009792;🔵 Outras Escolas (4.444);2
35100419;🔵 Outras Escolas (4.444);2
35116828;🔵 Outras Escolas (4.444);2
35116853;🔵 Outras Escolas (4.444);2
35123419;🔵 Outras Escolas (4.444);2
35111454;🔵 Outras Escolas (4.444);2
35111466;🔵 Outras Escolas (4.444);2
35111485;🔵 Outras Escolas (4.444);2
35134260;🔵 Outras Escolas (4.444);2
35139336;🔵 Outras Escolas (4.444);2
35144897;🔵 Outras Escolas (4.444);2
35151324;🔵 Outras Escolas (4.444);2
35466153;🔵 Outras Escolas (4.444);2
35480617;🔵 Outras Escolas (4.444);2
35581367;🔵 Outras Escolas (4.444);2
35112392;🔵 Outras Escolas (4.444);2
35112422;🔵 Outras Escolas (4.444);2
35125222;🔵 Outras Escolas (4.444);2
35126949;🔵 Outras Escolas (4.444);2
35134326;🔵 Outras Escolas (4.444);2
35138733;🔵 Outras Escolas (4.444);2
35150125;🔵 Outras Escolas (4.444);2
35159438;🔵 Outras Escolas (4.444);2
35165396;🔵 Outras Escolas (4.444);2
35197440;🔵 Outras Escolas (4.444);2
35300469;🔵 Outras Escolas (4.444);2
35004252;🔵 Outras Escolas (4.444);2
35004269;🔵 Outras Escolas (4.444);2
35008152;🔵 Outras Escolas (4.444);2
35009757;🔵 Outras Escolas (4.444);2
35112513;🔵 Outras Escolas (4.444);2
35112537;🔵 Outras Escolas (4.444);2
35112562;🔵 Outras Escolas (4.444);2
35112586;🔵 Outras Escolas (4.444);2
35112641;🔵 Outras Escolas (4.444);2
35112689;🔵 Outras Escolas (4.444);2
35112707;🔵 Outras Escolas (4.444);2
35112756;🔵 Outras Escolas (4.444);2
35112768;🔵 Outras Escolas (4.444);2
35112773;🔵 Outras Escolas (4.444);2
35112884;🔵 Outras Escolas (4.444);2
35112896;🔵 Outras Escolas (4.444);2
35112926;🔵 Outras Escolas (4.444);2
35118084;🔵 Outras Escolas (4.444);2
35123080;🔵 Outras Escolas (4.444);2
35125568;🔵 Outras Escolas (4.444);2
35131982;🔵 Outras Escolas (4.444);2
35138769;🔵 Outras Escolas (4.444);2
35143273;🔵 Outras Escolas (4.444);2
35150095;🔵 Outras Escolas (4.444);2
35159943;🔵 Outras Escolas (4.444);2
35172467;🔵 Outras Escolas (4.444);2
35172510;🔵 Outras Escolas (4.444);2
35176497;🔵 Outras Escolas (4.444);2
35179905;🔵 Outras Escolas (4.444);2
35185474;🔵 Outras Escolas (4.444);2
35194700;🔵 Outras Escolas (4.444);2
35194712;🔵 Outras Escolas (4.444);2
35437153;🔵 Outras Escolas (4.444);2
35450856;🔵 Outras Escolas (4.444);2
35466670;🔵 Outras Escolas (4.444);2
35467765;🔵 Outras Escolas (4.444);2
35579403;🔵 Outras Escolas (4.444);2
