codigo_municipio;nome_municipio_ibge;uf;bairro;qtd_escolas_confiaveis;qtd_participantes_enem;enem_ponderado;qtd_escolas_elegiveis;amostra_significativa;qtd_golden_leads;nivel_renda;confianca_match;renda_media_responsavel;renda_mediana_responsavel
2111300;São Luís;MA;RENASCENCA II;1;13;705,2;1;False;1;distrito (aproximado);exato;2912,05;1300,0
2111300;São Luís;MA;RETIRO NATAL;1;16;556,5;1;False;0;distrito (aproximado);exato;2912,05;1300,0
2111300;São Luís;MA;SAO MARCOS;1;22;623,7;1;False;0;distrito (aproximado);exato;2912,05;1300,0
2111300;São Luís;MA;TURU;4;206;639,4;4;True;2;distrito (aproximado);exato;2912,05;1300,0
3204906;São Mateus;ES;AVIAÇÃO;1;27;551,0;1;False;0;distrito (aproximado);exato;2355,12;1400,0
3204906;São Mateus;ES;CHACARA DO CRICARE;1;13;640,0;1;False;0;distrito (aproximado);exato;2355,12;1400,0
3204906;São Mateus;ES;DOM JOSE DALVIT;1;14;594,1;1;False;0;distrito (aproximado);exato;2355,12;1400,0
3204906;São Mateus;ES;LAGO DOS CISNES;1;51;635,8;1;False;1;distrito (aproximado);exato;2355,12;1400,0
3550308;São Paulo;SP;BROOKLIN PAULISTA;1;38;684,8;2;False;1;distrito (aproximado);exato;16312,52;10001,0
3550308;São Paulo;SP;INDIANOPOLIS;5;93;584,4;7;True;1;distrito (aproximado);exato;16312,52;10001,0
3550308;São Paulo;SP;ITAIM BIBI;2;91;620,8;2;False;1;distrito (aproximado);exato;16111,48;10001,0
3550308;São Paulo;SP;VILA NOVA CONCEICAO;3;275;708,7;3;True;2;distrito (aproximado);exato;16312,52;10001,0
3550308;São Paulo;SP;VILA OLIMPIA;1;22;607,9;5;False;0;distrito (aproximado);exato;16111,48;10001,0
3550308;São Paulo;SP;JARDIM PAULISTA;1;211;686,9;3;False;1;distrito (aproximado);exato;14796,54;10000,0
3550308;São Paulo;SP;PINHEIROS;4;146;630,0;6;True;2;distrito (aproximado);exato;14085,28;10000,0
3550308;São Paulo;SP;VILA MARIANA;6;942;705,4;6;True;5;distrito (aproximado);exato;12782,2;9600,0
3550308;São Paulo;SP;AGUA BRANCA;4;263;623,2;4;True;1;distrito (aproximado);exato;12448,29;8500,0
3550308;São Paulo;SP;VARZEA DA BARRA FUNDA;1;19;591,0;2;False;0;distrito (aproximado);exato;12448,29;8500,0
3550308;São Paulo;SP;CAMPO BELO;4;100;684,4;4;True;1;distrito (aproximado);exato;12282,9;8000,0
3550308;São Paulo;SP;CIDADE MONCOES;2;27;566,5;2;False;0;distrito (aproximado);exato;12282,9;8000,0
3550308;São Paulo;SP;PERDIZES;4;193;638,4;7;True;1;distrito (aproximado);exato;11667,22;8000,0
3550308;São Paulo;SP;POMPEIA;1;13;620,1;1;False;0;distrito (aproximado);exato;11667,22;8000,0
3550308;São Paulo;SP;SUMARE;1;28;644,1;1;False;0;distrito (aproximado);exato;11667,22;8000,0
3550308;São Paulo;SP;VILA LEOPOLDINA;4;214;580,5;6;True;1;distrito (aproximado);exato;11075,3;8000,0
3550308;São Paulo;SP;VILA PROGREDIOR;2;87;667,8;2;False;1;distrito (aproximado);exato;13488,17;8000,0
3550308;São Paulo;SP;CHACARA SANTO ANTONIO ZONA SUL;1;56;636,6;1;False;1;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;GRANJA JULIETA;1;15;577,8;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;HIGIENOPOLIS;1;18;593,1;1;False;0;distrito (aproximado);exato;11134,02;7500,0
3550308;São Paulo;SP;JARDIM CARAVELAS;1;37;616,2;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;JARDIM DOS ESTADOS;1;36;628,2;1;False;1;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;JARDIM PETROPOLIS;1;28;589,9;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;JARDIM SANTO AMARO;1;91;564,2;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;JURUBATUBA;1;455;561,8;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;SANTO AMARO;8;484;612,7;12;True;3;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;VILA CRUZEIRO;1;21;540,7;1;False;0;distrito (aproximado);exato;11732,3;7500,0
3550308;São Paulo;SP;ALTO DA LAPA;1;22;665,4;2;False;1;distrito (aproximado);exato;10607,68;7000,0
3550308;São Paulo;SP;LAPA;2;82;582,4;3;False;0;distrito (aproximado);exato;10607,68;7000,0
3550308;São Paulo;SP;VILA ROMANA;5;303;569,7;5;True;0;distrito (aproximado);exato;10607,68;7000,0
3550308;São Paulo;SP;MIRANDOPOLIS;3;167;612,0;3;True;1;distrito (aproximado);exato;9191,01;6000,0
3550308;São Paulo;SP;SAUDE;2;60;603,2;3;False;0;distrito (aproximado);exato;9191,01;6000,0
3550308;São Paulo;SP;TATUAPE;4;119;587,6;6;True;0;distrito (aproximado);exato;9161,08;6000,0
3550308;São Paulo;SP;VILA CLEMENTINO;2;115;674,1;2;False;2;distrito (aproximado);exato;9191,01;6000,0
3550308;São Paulo;SP;VILA DA SAUDE;1;17;591,8;1;False;0;distrito (aproximado);exato;9191,01;6000,0
3550308;São Paulo;SP;VILA GOMES CARDIM;4;281;599,6;6;True;0;distrito (aproximado);exato;9161,08;6000,0
3550308;São Paulo;SP;VILA ZILDA;1;54;632,4;1;False;0;distrito (aproximado);exato;9161,08;6000,0
3550308;São Paulo;SP;BELA VISTA;3;337;659,6;3;True;2;distrito (aproximado);exato;8494,53;5001,0
3550308;São Paulo;SP;JARDIM SAO PAULO;1;133;668,9;1;False;1;distrito (aproximado);exato;8368,55;5001,0
3550308;São Paulo;SP;SANTA TERESINHA;1;20;586,0;1;False;0;distrito (aproximado);exato;8368,55;5001,0
3550308;São Paulo;SP;SANTANA;6;256;588,0;6;True;1;distrito (aproximado);exato;8368,55;5001,0
3550308;São Paulo;SP;SITIO DO MANDAQUI;1;39;596,8;1;False;0;distrito (aproximado);exato;8368,55;5001,0
3550308;São Paulo;SP;ACLIMACAO;2;179;580,3;3;False;0;distrito (aproximado);exato;8138,01;5000,0
3550308;São Paulo;SP;BARRA FUNDA;1;19;567,8;2;False;0;distrito (aproximado);exato;7571,83;5000,0
3550308;São Paulo;SP;BUTANTA;2;134;603,1;2;False;1;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;INSTITUTO DE PREVIDENCIA;1;18;616,8;1;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;JARDIM BOA VISTA (ZONA OESTE);1;19;594,2;1;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;JARDIM BONFIGLIOLI;1;23;643,6;1;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;JARDIM ESMERALDA;1;26;617,7;1;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;JARDIM TAQUARAL;1;28;631,2;1;False;1;distrito (aproximado);exato;7793,98;5000,0
3550308;São Paulo;SP;LIBERDADE;3;345;609,7;3;True;0;distrito (aproximado);exato;8138,01;5000,0
3550308;São Paulo;SP;MOOCA;3;111;593,6;7;True;0;distrito (aproximado);exato;7487,28;5000,0
3550308;São Paulo;SP;PARQUE DA MOOCA;1;13;648,9;1;False;0;distrito (aproximado);exato;7487,28;5000,0
3550308;São Paulo;SP;PARQUE RESIDENCIAL JULIA;1;79;677,9;1;False;1;distrito (aproximado);exato;7793,98;5000,0
3550308;São Paulo;SP;SANTA CECILIA;1;34;640,3;1;False;1;distrito (aproximado);exato;7571,83;5000,0
3550308;São Paulo;SP;VILA ARRIETE;1;38;575,7;1;False;0;distrito (aproximado);exato;7793,98;5000,0
3550308;São Paulo;SP;VILA BUARQUE;1;21;550,4;1;False;0;distrito (aproximado);exato;7571,83;5000,0
3550308;São Paulo;SP;VILA BUTANTA;2;168;694,9;3;False;1;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;VILA CAMPO GRANDE;2;56;563,0;2;False;0;distrito (aproximado);exato;7793,98;5000,0
3550308;São Paulo;SP;VILA INDIANA;1;16;573,6;1;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;VILA POLOPOLI;2;38;587,5;2;False;0;distrito (aproximado);exato;7408,04;5000,0
3550308;São Paulo;SP;VILA ROMANO;1;28;611,3;1;False;0;distrito (aproximado);exato;7793,98;5000,0
3550308;São Paulo;SP;AGUA FRIA;1;70;617,2;1;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;ALTO DA MOOCA;3;63;600,2;4;True;0;distrito (aproximado);exato;6566,57;4000,0
3550308;São Paulo;SP;CAMBUCI;4;176;594,1;5;True;0;distrito (aproximado);exato;6289,47;4000,0
3550308;São Paulo;SP;FAZENDA MORUMBI;1;80;670,5;1;False;1;distrito (aproximado);exato;8818,3;4000,0
3550308;São Paulo;SP;JARDIM BRASIL;1;28;540,2;1;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;JARDIM DA GLORIA;1;15;537,6;2;False;0;distrito (aproximado);exato;6289,47;4000,0
3550308;São Paulo;SP;JARDIM JUSSARA;1;29;575,6;1;False;0;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;JARDIM MONTE KEMEL;1;15;577,4;1;False;0;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;JARDIM TRUSSARDI;1;14;592,6;1;False;0;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;PARADA INGLESA;3;94;591,3;3;True;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;PARQUE VITORIA;1;12;535,1;1;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;QUARTA PARADA;1;45;580,9;1;False;0;distrito (aproximado);exato;6566,57;4000,0
3550308;São Paulo;SP;SUPER QUADRA MORUMBI;1;94;628,4;1;False;0;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;VILA ANDRADE;1;44;666,7;3;False;1;distrito (aproximado);exato;8818,3;4000,0
3550308;São Paulo;SP;VILA GERMINAL;1;14;506,4;1;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;VILA GUSTAVO;2;77;573,6;4;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;VILA INVERNADA;1;25;597,8;1;False;0;distrito (aproximado);exato;6566,57;4000,0
3550308;São Paulo;SP;VILA MAZZEI;1;24;561,6;2;False;0;distrito (aproximado);exato;5832,69;4000,0
3550308;São Paulo;SP;VILA MORSE;1;10;568,4;1;False;0;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;VILA SONIA;1;28;653,6;1;False;1;distrito (aproximado);exato;6973,23;4000,0
3550308;São Paulo;SP;VILA SUZANA;1;12;598,3;1;False;0;distrito (aproximado);exato;8818,3;4000,0
3550308;São Paulo;SP;IPIRANGA;4;217;592,6;4;True;1;distrito (aproximado);exato;7052,2;3900,0
3550308;São Paulo;SP;BELENZINHO;1;14;562,6;2;False;0;distrito (aproximado);exato;5532,23;3800,0
3550308;São Paulo;SP;CATUMBI;1;65;563,4;1;False;0;distrito (aproximado);exato;5532,23;3800,0
3550308;São Paulo;SP;CHACARA CALIFORNIA;2;46;585,3;2;False;0;distrito (aproximado);exato;5706,49;3500,0
3550308;São Paulo;SP;JARDIM DA SAUDE;1;15;614,2;1;False;0;distrito (aproximado);exato;6263,82;3500,0
3550308;São Paulo;SP;VILA BELA;1;46;561,2;1;False;0;distrito (aproximado);exato;5294,91;3500,0
3550308;São Paulo;SP;VILA CARRAO;4;129;584,2;8;True;0;distrito (aproximado);exato;5706,49;3500,0
3550308;São Paulo;SP;VILA GUILHERME;2;93;594,9;2;False;0;distrito (aproximado);exato;5648,16;3500,0
3550308;São Paulo;SP;VILA GUMERCINDO;1;23;579,9;1;False;0;distrito (aproximado);exato;6263,82;3500,0
3550308;São Paulo;SP;VILA PRUDENTE;1;21;528,8;1;False;0;distrito (aproximado);exato;5294,91;3500,0
3550308;São Paulo;SP;VILA SANTO ESTEFANO;1;40;607,0;2;False;0;distrito (aproximado);exato;6263,82;3500,0
3550308;São Paulo;SP;VILA ZELINA;1;19;573,9;1;False;0;distrito (aproximado);exato;5294,91;3500,0
3550308;São Paulo;SP;CANINDE;1;29;563,0;1;False;0;distrito (aproximado);exato;4791,18;3200,0
3550308;São Paulo;SP;PARI;2;65;572,4;3;False;0;distrito (aproximado);exato;4791,18;3200,0
3550308;São Paulo;SP;LAUZANE PAULISTA;3;87;572,6;3;True;0;distrito (aproximado);exato;5392,24;3001,0
3550308;São Paulo;SP;PARQUE MANDAQUI;1;100;638,9;2;False;1;distrito (aproximado);exato;5392,24;3001,0
3550308;São Paulo;SP;VILA PEDRA BRANCA;1;24;580,8;1;False;0;distrito (aproximado);exato;5392,24;3001,0
3550308;São Paulo;SP;VILA ROMERO;1;45;577,4;1;False;0;distrito (aproximado);exato;5392,24;3001,0
3550308;São Paulo;SP;CAPELA DO SOCORRO;2;46;564,5;2;False;0;distrito (aproximado);exato;4983,76;3000,0
3550308;São Paulo;SP;CHACARA BELENZINHO;1;19;601,2;1;False;0;distrito (aproximado);exato;5941,89;3000,0
3550308;São Paulo;SP;JAGUARE;1;19;584,9;1;False;0;distrito (aproximado);exato;5376,38;3000,0
3550308;São Paulo;SP;JARDIM IPANEMA (ZONA SUL);1;28;631,8;1;False;0;distrito (aproximado);exato;4983,76;3000,0
3550308;São Paulo;SP;LIMAO;5;163;573,9;6;True;0;distrito (aproximado);exato;4098,48;3000,0
3550308;São Paulo;SP;PARQUE DOS PRINCIPES;1;171;692,7;1;False;1;distrito (aproximado);exato;5287,46;3000,0
3550308;São Paulo;SP;PENHA;1;26;591,5;1;False;0;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;PENHA DE FRANCA;4;128;591,7;5;True;1;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;RIO PEQUENO;1;12;607,4;1;False;0;distrito (aproximado);exato;5287,46;3000,0
3550308;São Paulo;SP;VILA ANTONIO;1;20;578,6;1;False;0;distrito (aproximado);exato;5287,46;3000,0
3550308;São Paulo;SP;VILA BARBOSA;1;24;605,1;1;False;0;distrito (aproximado);exato;4098,48;3000,0
3550308;São Paulo;SP;VILA ESPERANCA;1;22;530,9;1;False;0;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;VILA EUTHALIA;1;34;588,1;1;False;0;distrito (aproximado);exato;4072,98;3000,0
3550308;São Paulo;SP;VILA FORMOSA;5;198;609,0;6;True;1;distrito (aproximado);exato;5941,89;3000,0
3550308;São Paulo;SP;VILA MADALENA;1;54;555,2;1;False;0;distrito (aproximado);exato;4072,98;3000,0
3550308;São Paulo;SP;VILA MATILDE;2;66;586,1;4;False;0;distrito (aproximado);exato;4072,98;3000,0
3550308;São Paulo;SP;VILA RE;3;53;555,0;4;True;0;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;VILA SANTANA;3;154;575,2;3;True;0;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;VILA SAO FRANCISCO;1;31;631,3;1;False;1;distrito (aproximado);exato;5287,46;3000,0
3550308;São Paulo;SP;VILA SAO GERALDO;1;13;540,2;1;False;0;distrito (aproximado);exato;4047,14;3000,0
3550308;São Paulo;SP;CASA VERDE;3;49;537,3;5;True;0;distrito (aproximado);exato;4470,35;2800,0
3550308;São Paulo;SP;CHACARA INGLESA;1;18;567,9;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;JARDIM CIDADE PIRITUBA;1;62;598,9;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;JARDIM DAS LARANJEIRAS;1;29;604,7;1;False;0;distrito (aproximado);exato;4470,35;2800,0
3550308;São Paulo;SP;JARDIM IRIS;1;31;586,5;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;VILA CELESTE;1;17;575,2;1;False;0;distrito (aproximado);exato;4470,35;2800,0
3550308;São Paulo;SP;VILA ESTER ZONA NORTE;1;49;602,6;1;False;0;distrito (aproximado);exato;4470,35;2800,0
3550308;São Paulo;SP;VILA MANGALOT;2;31;550,5;3;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;VILA MARIA EUGENIA;1;32;653,8;1;False;1;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;VILA MIRANTE;1;20;555,2;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;VILA MIRIAM;1;25;548,0;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;VILA PEREIRA CERCA;1;21;552,0;1;False;0;distrito (aproximado);exato;4082,46;2800,0
3550308;São Paulo;SP;CIDADE VARGAS;3;94;596,2;3;True;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;JABAQUARA;1;27;623,5;2;False;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;JARDIM JABAQUARA;1;16;523,7;1;False;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;VILA GUARANI (Z SUL);1;115;564,6;1;False;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;VILA MASCOTE;1;13;648,4;1;False;1;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;VILA PAULISTA;1;25;599,2;2;False;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;VILA SANTA CATARINA;1;48;576,1;1;False;0;distrito (aproximado);exato;5179,76;2750,0
3550308;São Paulo;SP;BOM RETIRO;2;40;557,8;5;False;0;distrito (aproximado);exato;4233,55;2600,0
3550308;São Paulo;SP;SITIO PINHEIRINHO;1;25;650,5;1;False;1;distrito (aproximado);exato;3614,11;2600,0
3550308;São Paulo;SP;VILA EMA;1;26;561,5;1;False;0;distrito (aproximado);exato;3614,11;2600,0
3550308;São Paulo;SP;VILA INDUSTRIAL;1;26;590,9;1;False;0;distrito (aproximado);exato;3614,11;2600,0
3550308;São Paulo;SP;ITABERABA;3;110;575,2;3;True;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;JARDIM ARICANDUVA;2;50;563,8;2;False;0;distrito (aproximado);exato;3544,27;2500,0
3550308;São Paulo;SP;JARDIM BOTUCATU;1;24;547,6;1;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;JARDIM CACHOEIRA;1;29;613,2;1;False;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;JARDIM CATARINA;1;16;572,3;1;False;0;distrito (aproximado);exato;3544,27;2500,0
3550308;São Paulo;SP;JARDIM SANTA CRUZ;1;28;550,4;2;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;MOINHO VELHO;1;33;613,7;1;False;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;NOSSA SENHORA DO O;2;38;562,4;3;False;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;PARQUE SAO LUIS;1;11;533,1;2;False;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;SACOMA;2;31;579,6;2;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;VILA DAS MERCES;3;71;553,4;3;True;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;VILA FIRMIANO PINTO;1;18;573,7;1;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;VILA MOINHO VELHO;1;32;578,4;1;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;VILA MORAES;1;20;606,1;2;False;0;distrito (aproximado);exato;3844,21;2500,0
3550308;São Paulo;SP;VILA RICA;2;43;593,6;2;False;0;distrito (aproximado);exato;3544,27;2500,0
3550308;São Paulo;SP;VILA SAO VICENTE;1;15;556,6;1;False;0;distrito (aproximado);exato;4207,39;2500,0
3550308;São Paulo;SP;ARTUR ALVIM;1;28;605,2;1;False;0;distrito (aproximado);exato;2977,83;2200,0
3550308;São Paulo;SP;JARDIM ARTUR ALVIM;1;11;535,2;1;False;0;distrito (aproximado);exato;2977,83;2200,0
3550308;São Paulo;SP;JARDIM BRASIL (ZONA NORTE);1;22;580,7;1;False;0;distrito (aproximado);exato;3042,82;2200,0
3550308;São Paulo;SP;JARDIM JAPAO;1;18;612,4;2;False;0;distrito (aproximado);exato;3042,82;2200,0
3550308;São Paulo;SP;PARQUE ARTUR ALVIM;2;97;585,8;2;False;0;distrito (aproximado);exato;2977,83;2200,0
3550308;São Paulo;SP;PARQUE DAS PAINEIRAS;1;78;542,6;1;False;0;distrito (aproximado);exato;2977,83;2200,0
3550308;São Paulo;SP;VILA ISOLINA MAZZEI;1;13;499,9;1;False;0;distrito (aproximado);exato;3042,82;2200,0
3550308;São Paulo;SP;VILA NIVI;1;17;612,0;1;False;0;distrito (aproximado);exato;3042,82;2200,0
3550308;São Paulo;SP;VILA TALARICO;2;49;565,2;2;False;0;distrito (aproximado);exato;2977,83;2200,0
3550308;São Paulo;SP;VILA SAO FRANCISCO ZONA LESTE;1;24;588,5;1;False;0;distrito (aproximado);exato;3205,07;2100,0
3550308;São Paulo;SP;CIDADE SAO MATEUS;2;59;567,8;2;False;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;CIDADE SATELITE SANTA BARBARA;3;72;581,7;4;True;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;JARDIM SAO GABRIEL;1;15;492,6;1;False;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;JARDIM TIETE;1;29;556,3;1;False;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;JARDIM TRES MARIAS;1;29;597,9;1;False;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;SAO MATEUS;1;23;571,2;2;False;0;distrito (aproximado);exato;2914,2;2001,0
3550308;São Paulo;SP;CHACARA NOSSA SENHORA DO BOM CONSELHO;1;17;574,1;1;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;CIDADE ANTONIO ESTEVAO DE CARVALHO;2;45;552,2;2;False;0;distrito (aproximado);exato;3209,9;2000,0
3550308;São Paulo;SP;CIDADE DUTRA;1;60;592,4;2;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;CIDADE LIDER;1;10;543,3;2;False;0;distrito (aproximado);exato;2919,71;2000,0
3550308;São Paulo;SP;ENGENHEIRO GOULART;2;52;552,7;2;False;0;distrito (aproximado);exato;3101,69;2000,0
3550308;São Paulo;SP;ERMELINO MATARAZZO;1;31;564,9;1;False;0;distrito (aproximado);exato;2882,93;2000,0
3550308;São Paulo;SP;HORTO FLORESTAL;1;41;572,3;1;False;0;distrito (aproximado);exato;3118,86;2000,0
3550308;São Paulo;SP;IMIRIM;1;17;542,7;2;False;0;distrito (aproximado);exato;2819,71;2000,0
3550308;São Paulo;SP;INTERLAGOS;3;152;599,2;3;True;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;ITAQUERA;7;202;568,5;7;True;1;distrito (aproximado);exato;3209,9;2000,0
3550308;São Paulo;SP;JACANA;1;29;541,9;1;False;0;distrito (aproximado);exato;3130,16;2000,0
3550308;São Paulo;SP;JARAGUA;2;80;567,3;3;False;0;distrito (aproximado);exato;2658,52;2000,0
3550308;São Paulo;SP;JARDIM ALFREDO;1;21;543,8;1;False;0;distrito (aproximado);exato;2720,6;2000,0
3550308;São Paulo;SP;JARDIM ALZIRA;1;45;603,1;1;False;0;distrito (aproximado);exato;2814,38;2000,0
3550308;São Paulo;SP;JARDIM ANA MARIA;1;42;566,7;1;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;JARDIM ARPOADOR;1;33;619,1;1;False;0;distrito (aproximado);exato;3596,37;2000,0
3550308;São Paulo;SP;JARDIM BRASIL ZONA NORTE;2;33;536,6;2;False;0;distrito (aproximado);exato;3130,16;2000,0
3550308;São Paulo;SP;JARDIM BRASILIA;1;16;586,6;1;False;0;distrito (aproximado);exato;2919,71;2000,0
3550308;São Paulo;SP;JARDIM CATANDUVA;2;118;560,0;2;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;JARDIM EDWIGES;1;14;560,0;1;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;JARDIM ELIANE;1;38;579,4;1;False;0;distrito (aproximado);exato;2919,71;2000,0
3550308;São Paulo;SP;JARDIM GUAPIRA;1;28;563,2;1;False;0;distrito (aproximado);exato;3130,16;2000,0
3550308;São Paulo;SP;JARDIM IMPERIO;1;10;582,8;1;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;JARDIM MAIA;2;25;556,7;2;False;0;distrito (aproximado);exato;2514,14;2000,0
3550308;São Paulo;SP;JARDIM MALIA II;1;77;568,2;1;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;JARDIM NOSSA SENHORA DO CARMO;1;20;483,1;1;False;0;distrito (aproximado);exato;3197,01;2000,0
3550308;São Paulo;SP;JARDIM NOVO SANTO AMARO;1;29;518,0;1;False;0;distrito (aproximado);exato;2720,6;2000,0
3550308;São Paulo;SP;JARDIM PARIS;1;22;592,1;1;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;JARDIM SANTA BARBARA;1;14;597,7;2;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;JARDIM SERTAOZINHO;1;12;590,5;1;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;JARDIM SORAIA;1;20;554,4;1;False;0;distrito (aproximado);exato;2882,93;2000,0
3550308;São Paulo;SP;JARDIM UMARIZAL;1;39;538,6;1;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;JARDIM VIVAN;1;27;589,8;1;False;0;distrito (aproximado);exato;2658,52;2000,0
3550308;São Paulo;SP;PARADA XV DE NOVEMBRO;1;39;572,2;1;False;0;distrito (aproximado);exato;3209,9;2000,0
3550308;São Paulo;SP;PARQUE ANHANGUERA;1;161;608,6;1;False;0;distrito (aproximado);exato;2658,52;2000,0
3550308;São Paulo;SP;PARQUE BOTURUSSU;5;166;567,2;5;True;0;distrito (aproximado);exato;2882,93;2000,0
3550308;São Paulo;SP;PARQUE CISPER;1;48;555,6;3;False;0;distrito (aproximado);exato;2882,93;2000,0
3550308;São Paulo;SP;PARQUE DAS ARVORES;1;12;548,2;1;False;0;distrito (aproximado);exato;2885,99;2000,0
3550308;São Paulo;SP;PARQUE EDU CHAVES;2;99;542,3;2;False;0;distrito (aproximado);exato;3130,16;2000,0
3550308;São Paulo;SP;PARQUE GUARANI;1;38;535,0;2;False;0;distrito (aproximado);exato;2514,14;2000,0
3550308;São Paulo;SP;PARQUE IPE;1;13;570,5;1;False;0;distrito (aproximado);exato;3596,37;2000,0
3550308;São Paulo;SP;PARQUE NOVO MUNDO;1;13;551,7;1;False;0;distrito (aproximado);exato;3925,82;2000,0
3550308;São Paulo;SP;PIRAJUSSARA;1;11;497,0;1;False;0;distrito (aproximado);exato;3243,53;2000,0
3550308;São Paulo;SP;SAO MIGUEL PAULISTA;6;225;565,9;7;True;0;distrito (aproximado);exato;2514,14;2000,0
