nome_escola,codigo_municipio,pib_per_capita,quantidade_salas,score_potencial
NOSSA SENHORA DAS GRACAS ESCOLA,3550308,93156.23,29.0,0.9012
UNIMOR COLEGIO,3550308,93156.23,29.0,0.9012
BEKA COLEGIO UNIDADE III,3550308,93156.23,29.0,0.9012
EAG EAG COLEGIO TECNICO,3550308,93156.23,29.0,0.9012
LIRIO DO VALE COLEGIO,3550308,93156.23,29.0,0.9012
ACARIMBAMBA COLEGIO,3550308,93156.23,29.0,0.9012
COLEGIO VICTORINO EIRELI,3550308,93156.23,29.0,0.9012
SHALON COLEGIO,3550308,93156.23,29.0,0.9012
MAYARA RODRIGUES COLEGIO,3550308,93156.23,29.0,0.9012
LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO,3525904,147597.65,19.0,0.9011
ESCOLA DE EDUCACAO INFANTIL BILINGUE SAO CAETANO DO SUL,3548807,136147.1,12.0,0.9007
PAULISTA INSTITUTO DE ENFERMAGEM,3548807,136147.1,12.0,0.9007
COLEGIO ELITECOL,3509502,80741.47,18.0,0.9007
CRIATIVA ESCOLA ENSINO FUNDAMENTAL E INFANTIL,3509502,80741.47,18.0,0.9007
LYON CAMPINAS COLEGIO,3509502,80741.47,18.0,0.9007
COLEGIO POLIEDRO,3509502,80741.47,18.0,0.9007
CASA DO SABER COLEGIO,3509502,80741.47,18.0,0.9007
ESCOLA LUMIAR CAMPINAS,3509502,80741.47,18.0,0.9007
NOVO TEMPO COLEGIO,3550308,93156.23,28.0,0.8999
CAMINO SCHOOL,3550308,93156.23,28.0,0.8999
ESCOLA LUMINOVA UNIDADE BOM RETIRO,3550308,93156.23,28.0,0.8999
COLEGIO MARQUES DE MONTE ALEGRE,3550308,93156.23,28.0,0.8999
EUGENIO MONTALE ESCOLA,3550308,93156.23,28.0,0.8999
SPINOSA COLEGIO UNIDADE II,3550308,93156.23,28.0,0.8999
COMPANHIA DE MARIA COLEGIO,3550308,93156.23,28.0,0.8999
MARUPIARA COLEGIO,3550308,93156.23,28.0,0.8999
SEQUENCIAL ESCOLA TECNICA,3550308,93156.23,28.0,0.8999
OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA,3550308,93156.23,28.0,0.8999
SUPERATIVO COLEGIO,3550308,93156.23,28.0,0.8999
ARARA AZUL COLEGIO,3550308,93156.23,28.0,0.8999
CARITAS ESCOLA,3550308,93156.23,28.0,0.8999
PRESBITERIANO DO BRAS COLEGIO,3550308,93156.23,28.0,0.8999
COLEGIO LICEO SANTO AMARO ABADE,3550308,93156.23,28.0,0.8999
RUMO INICIAL COLEGIO,3550308,93156.23,28.0,0.8999
ANNA TAVARES COLEGIO EIEPG,3550308,93156.23,28.0,0.8999
14 DE JULHO COLEGIO,3550308,93156.23,28.0,0.8999
OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA,3550308,93156.23,28.0,0.8999
FILOMENA DE MARCO COLEGIO UNIDADE II,3550308,93156.23,28.0,0.8999
JOAO PAULO I COLEGIO,3550308,93156.23,28.0,0.8999
CENTRO DE ENSINO MEDIO PASTOR DOHMS- UNIDADE DE ENSINO ZONA NORTE,4314902,78586.94,13.0,0.8999
ESCOLA DE EDUCACAO INFANTIL AQUI EU FICO,4314902,78586.94,13.0,0.8999
ESCOLA PROFISSIONAL FUNDATEC,4314902,78586.94,13.0,0.8999
CENTRO DE APRENDIZAGEM LULUZINHA,4106902,67691.3,14.0,0.8997
RECANTO INFANTIL 22 LTDA,4106902,67691.3,14.0,0.8997
PODIUM E EI EF,4106902,67691.3,14.0,0.8997
COLEGIO POSITIVO HAUER - ENSINO MEDIO,4106902,67691.3,14.0,0.8997
ESCOLA CEC,4106902,67691.3,14.0,0.8997
COSMOS ESC - EDUC INF ENS FUND,4106902,67691.3,14.0,0.8997
CENTRO DE EDUCACAO INFANTIL DOCE NINHO,4106902,67691.3,14.0,0.8997
COLEGIO SESI CURITIBA CENTRO ENSINO MEDIO,4106902,67691.3,14.0,0.8997
ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CRESCER E SABER,4106902,67691.3,14.0,0.8997
ESCOLA DA FAZENDA,4205407,58059.37,12.0,0.899
CENTRO EDUC SABEDORIA JUNIOR,4205407,58059.37,12.0,0.899
ESCOLA DO PARQUE LTDA ME,4205407,58059.37,12.0,0.899
COLEGIO ACADEMICO FLORENCA,4205407,58059.37,12.0,0.899
NOVA ESTRELA GUIA ESCOLA UNIDADE I,3550308,93156.23,27.0,0.8985
COLEGIO PARALELO,3550308,93156.23,27.0,0.8985
REDE DECISAO UNIDADE FATIMA,3550308,93156.23,27.0,0.8985
ESC PART YUCCA E E I,3550308,93156.23,27.0,0.8985
SENAC ACLIMACAO,3550308,93156.23,27.0,0.8985
ESC PART SANTA RITA CRECHE,3550308,93156.23,27.0,0.8985
MONTE SINAI COLEGIO,3550308,93156.23,27.0,0.8985
SAO DOMINGOS SAVIO COLEGIO,3550308,93156.23,27.0,0.8985
SAINT GERMAIN COLEGIO,3550308,93156.23,27.0,0.8985
REDE DECISAO UNIDADE JARDIM PRUDENCIA,3550308,93156.23,27.0,0.8985
SAO FRANCISCO DE ASSIS COLEGIO,3550308,93156.23,27.0,0.8985
ISAAC NEWTON ESCOLA,3550308,93156.23,27.0,0.8985
COLEGIO DOM FELIPE UNIDADE II,3550308,93156.23,27.0,0.8985
BATISTA DA PENHA COLEGIO,3550308,93156.23,27.0,0.8985
MIGUEL COLEGIO,3550308,93156.23,27.0,0.8985
PAULO DE TARSO COLEGIO,3550308,93156.23,27.0,0.8985
PRO CONHECER ESCOLA,3550308,93156.23,27.0,0.8985
ADVENTISTA DE CAMPO LIMPO COLEGIO,3550308,93156.23,27.0,0.8985
CHACARA A PIMENTINHA E COLEGIO MEIRELLES LEME EIFM,3550308,93156.23,27.0,0.8985
NOSSA SENHORA SAGRADO CORACAO EXTERNATO,3550308,93156.23,27.0,0.8985
MOYE PADRE COLEGIO,3550308,93156.23,27.0,0.8985
VAN GOGH COLEGIO,3550308,93156.23,27.0,0.8985
INTERNACIONAL ITALO BRASILEIRO COLEGIO,3550308,93156.23,27.0,0.8985
UNIMOR COLEGIO NUCLEO 2,3550308,93156.23,27.0,0.8985
ESC PART A TURMA DA TIA NA BERCARIO E RECREACAO I E,3550308,93156.23,27.0,0.8985
PAULISTA ESCOLA,3550308,93156.23,27.0,0.8985
ESC PART COLEGIO ATENA E E I,3550308,93156.23,27.0,0.8985
SAN MARCOS COLEGIO,3550308,93156.23,27.0,0.8985
INSTITUTO INFANTIL CANTO VERDE,3106200,56227.29,15.0,0.8977
COLEGIO COPAM-BH,3106200,56227.29,15.0,0.8977
INSTITUTO DA CRIANCA,3106200,56227.29,15.0,0.8977
COLEGIO MARIA MARINHO,3106200,56227.29,15.0,0.8977
SISTEMA EDUCACIONAL ATHENA - UNIDADE MUNDO DA CRIANCA,3106200,56227.29,15.0,0.8977
COLEGIO NOEME CAMPOS,3106200,56227.29,15.0,0.8977
INSTITUTO EDUCACIONAL EVANGELICO MONTE SIAO,3106200,56227.29,15.0,0.8977
COLEGUIUM INTERNACIONAL - CIDADE NOVA,3106200,56227.29,15.0,0.8977
COLEGIO COPBH - UNIDADE II,3106200,56227.29,15.0,0.8977
ESCOLA DA SERRA,3106200,56227.29,15.0,0.8977
CLIC - CENTRO LUDICO DE INTERACAO E CULTURA,3106200,56227.29,15.0,0.8977
JARDIM DE INFANCIA BUTTERFLY,4202008,64707.5,12.0,0.8973
MAPLE BEAR CANADIAN SCHOOL,4202008,64707.5,12.0,0.8973
PADRE GIORDANO COLEGIO,3550308,93156.23,26.0,0.897
CLARA SUITER COLEGIO,3550308,93156.23,26.0,0.897
CIDADE JARDIM ESCOLA,3550308,93156.23,26.0,0.897
MORUMBI ESCOLA UNIDADE MOEMA,3550308,93156.23,26.0,0.897
COLEGIO SOKA DO BRASIL,3550308,93156.23,26.0,0.897
IDEAL SAO PAULO COLEGIO UNIDADE I E II,3550308,93156.23,26.0,0.897
RECREARTE CEI ESCOLA E COLEGIO HENRI WALLON,3550308,93156.23,26.0,0.897
VIVA ESCOLA,3550308,93156.23,26.0,0.897
PAULISTA INSTITUICAO DE ENSINO,3550308,93156.23,26.0,0.897
CRISTAO FLORIDA COLEGIO,3550308,93156.23,26.0,0.897
ISLAMICA BRASILEIRA ESCOLA,3550308,93156.23,26.0,0.897
ESC PART PERDIZES AGNUS DEI ESCOLA,3550308,93156.23,26.0,0.897
SULLER GARCIA COLEGIO,3550308,93156.23,26.0,0.897
OSHIMAN COLEGIO,3550308,93156.23,26.0,0.897
ADVENTISTA DA LIBERDADE COLEGIO,3550308,93156.23,26.0,0.897
LA FONTAINE ESCOLA EDUCACAO INFANTIL E FUNDAMENTAL,3525904,147597.65,18.0,0.8968
COLEGIO AURUM,3525904,147597.65,18.0,0.8968
ESCOLA SESI HUMBERTO CERESER,3525904,147597.65,18.0,0.8968
CRISTA JUNDIAI ESCOLA,3525904,147597.65,18.0,0.8968
ESCOLA LUDOVICO PAVONI,3205309,87520.35,12.0,0.8959
CEI UPUERE,3205309,87520.35,12.0,0.8959
COLEGIO EVOLUCAO,3205309,87520.35,12.0,0.8959
CAT JOSE MEIRA QUADROS,3205309,87520.35,12.0,0.8959
CENTRO EDUCACIONAL RENASCER LTDA,3205309,87520.35,12.0,0.8959
C DE ENS ESPACO DO SABER,5300108,129790.44,16.0,0.8955
COL OBJETIVO UNIDADE IX,5300108,129790.44,16.0,0.8955
INST EDUCACIONAL VITORIA REGIA,5300108,129790.44,16.0,0.8955
COL VENCER,5300108,129790.44,16.0,0.8955
COL SURSUM CORDA,5300108,129790.44,16.0,0.8955
COL PODION ENS FUND,5300108,129790.44,16.0,0.8955
ESC ADVENTISTA DO GUARA,5300108,129790.44,16.0,0.8955
C EDUCACIONAL LUMNI,5300108,129790.44,16.0,0.8955
ESC CEPROM,5300108,129790.44,16.0,0.8955
COL OBJETIVO DF - UNIDADE VII,5300108,129790.44,16.0,0.8955
CEP SENAC - TAGUATINGA,5300108,129790.44,16.0,0.8955
COL SISTEMA OBJETIVO,5300108,129790.44,16.0,0.8955
COL MAPA,5300108,129790.44,16.0,0.8955
COL EVEREST BRASILIA II,5300108,129790.44,16.0,0.8955
MAPLE BEAR CANADIAN SCHOOL VALINHOS,3556206,80718.99,14.0,0.8955
MUNDO DOS SONHOS ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL,3509502,80741.47,17.0,0.8954
ABRACESOLIDARIO ASSOCIACAO DE DESENVOLVIMENTO HUMANO,3509502,80741.47,17.0,0.8954
COLEGIO ILLUMINARE EPP,3509502,80741.47,17.0,0.8954
CENTRO DE ENSINO GRAU TECNICO CAMPINAS,3509502,80741.47,17.0,0.8954
ARQUITEC ESCOLA DE ARTE E DESIGN,3509502,80741.47,17.0,0.8954
WALDORF VEREDAS ESCOLA ASSOCIATIVA,3509502,80741.47,17.0,0.8954
POLICIA MILITAR DE CAMPINAS COLEGIO DA,3509502,80741.47,17.0,0.8954
EDUCAP COLEGIO,3509502,80741.47,17.0,0.8954
TORRE FORTE INSTITUTO EDUCACIONAL,3509502,80741.47,17.0,0.8954
CONTEMPORANEA TEENS ESCOLA,3509502,80741.47,17.0,0.8954
RENOVO CENTRO DE EDUCACAO,3550308,93156.23,25.0,0.8953
COLEGIO CORDEIRO,3550308,93156.23,25.0,0.8953
DOMINANTE COLEGIO,3550308,93156.23,25.0,0.8953
INOVACAO COLEGIO,3550308,93156.23,25.0,0.8953
ESC PART FADELITO LAPA,3550308,93156.23,25.0,0.8953
COLEGIO CERMAC,3550308,93156.23,25.0,0.8953
SAO JOAO GUALBERTO COLEGIO,3550308,93156.23,25.0,0.8953
EBENEZER COLEGIO,3550308,93156.23,25.0,0.8953
ACADEMIA DE MUSICA DA OSESP,3550308,93156.23,25.0,0.8953
ESCOLA LUMINOVA UNIDADE BARRA FUNDA,3550308,93156.23,25.0,0.8953
BRAS LEME COLEGIO,3550308,93156.23,25.0,0.8953
COLEGIO FUTURO,3550308,93156.23,25.0,0.8953
CONCORDIA COLEGIO,3550308,93156.23,25.0,0.8953
SALGUEIRO COLEGIO,3550308,93156.23,25.0,0.8953
GONDIM COLEGIO,3550308,93156.23,25.0,0.8953
SAO JOSE CENTRO DE ENSINO,3550308,93156.23,25.0,0.8953
DISCERE LABORATUM COLEGIO,3550308,93156.23,25.0,0.8953
CASAGRANDE COLEGIO,3550308,93156.23,25.0,0.8953
COLEGIO ANGLO LEONARDO DA VINCI,3550308,93156.23,25.0,0.8953
SANTA MARIA ESCOLA,3550308,93156.23,25.0,0.8953
FILHINHOS DO REI COLEGIO,3550308,93156.23,25.0,0.8953
VILA MONTEIRO LOBATO ESCOLA,3550308,93156.23,25.0,0.8953
COLEGIO ELIM EIRELI,3550308,93156.23,25.0,0.8953
URSINHO BRANCO ESCOLA,3547304,92978.15,14.0,0.8949
ECOLOGIA COLEGIO,3548500,73963.51,12.0,0.8939
LUPE PICASSO INSTITUTO EDUCACIONAL,3548500,73963.51,12.0,0.8939
LUXOR ESCOLA EDUCACAO INFANTIL,3548500,73963.51,12.0,0.8939
OMEGA COLEGIO,3548500,73963.51,12.0,0.8939
OBJETIVO DO LITORAL CENTRO EDUCACIONAL,3548500,73963.51,12.0,0.8939
SKIN LINE JR ESCOLA TECNICA PROFISSIONAL DE ENFERMAGEM,3548500,73963.51,12.0,0.8939
COLEGIO EDUCAR EDUCACAO INFANTIL,3548500,73963.51,12.0,0.8939
KAIROS COLEGIO,3548500,73963.51,12.0,0.8939
WALT DISNEY ESCOLA DE EDUCACAO INFANTIL,3548500,73963.51,12.0,0.8939
SCARANNE COLEGIO,3550308,93156.23,24.0,0.8931
COLEGIO MONTE VIRGEM,3550308,93156.23,24.0,0.8931
SENAC SANTANA,3550308,93156.23,24.0,0.8931
GRILLI MAGALHAES COLEGIO,3550308,93156.23,24.0,0.8931
EMECE INTERNACIONAL COLEGIO,3550308,93156.23,24.0,0.8931
CHACARA SANTO ANTONIO DE EPSG COLEGIO UNIDADE,3550308,93156.23,24.0,0.8931
ADVENTISTA SAO MIGUEL PAULISTA EEIFM,3550308,93156.23,24.0,0.8931
PARQUE MARAVILHA E FERNANDES MENEZES COLEGIO,3550308,93156.23,24.0,0.8931
IAPI COLEGIO,3550308,93156.23,24.0,0.8931
ESC PART DIKO PATAKA E E I,3550308,93156.23,24.0,0.8931
ESC PART APOIO E CONVIVIO,3550308,93156.23,24.0,0.8931
PENHA DE FRANCA COLEGIO,3550308,93156.23,24.0,0.8931
NOSSA SENHORA DAS GRACAS ESCOLA,3550308,93156.23,24.0,0.8931
WALDORF FRANCISCO DE ASSIS ESCOLA,3550308,93156.23,24.0,0.8931
SAO DOMINGOS COLEGIO,3550308,93156.23,24.0,0.8931
ESC PART KINDERGARTEN EEI,3550308,93156.23,24.0,0.8931
LICEU JOSE DE ALENCAR,3550308,93156.23,24.0,0.8931
ESC PART FAGUNDES FILHO COLEGIO,3550308,93156.23,24.0,0.8931
ESC PART BRINCARTE B R I,3550308,93156.23,24.0,0.8931
COLEGIO ABACO UNIDADE SUMARE,3550308,93156.23,24.0,0.8931
ESC PART KINDERGARTEN BABIES,3550308,93156.23,24.0,0.8931
ESC PART PEQUENO URSO,3550308,93156.23,24.0,0.8931
ESC PART ATELIE CARAMBOLA,3550308,93156.23,24.0,0.8931
ESC PART EDUCANDARIO MODELO III,3550308,93156.23,24.0,0.8931
ESC PART GREEN KIDS SCHOOL I E,3550308,93156.23,24.0,0.8931
ALPHA LESTE EEI,3550308,93156.23,24.0,0.8931
SANTA JOANA COLEGIO,3550308,93156.23,24.0,0.8931
EXATUS COLEGIO E VESTIBULARES,3550308,93156.23,24.0,0.8931
OLIVEIRA TELLES COLEGIO UNIDADE III,3550308,93156.23,24.0,0.8931
REDE DECISAO UNIDADE NOVA ERA,3550308,93156.23,24.0,0.8931
PRIMO TAPIA COLEGIO,3550308,93156.23,24.0,0.8931
SAAB COLEGIO,3550308,93156.23,24.0,0.8931
BRIDA COLEGIO,3550308,93156.23,24.0,0.8931
ESCOLA DA VILA,3550308,93156.23,24.0,0.8931
ESCOLA PEQUENO APRENDIZ,3550308,93156.23,24.0,0.8931
LUMEN VITAE COLEGIO,3550308,93156.23,24.0,0.8931
HENRIQUE I ESCOLA,3550308,93156.23,24.0,0.8931
FLORESTA COLEGIO,3550308,93156.23,24.0,0.8931
CONQUISTA COLEGIO,3550308,93156.23,23.0,0.8908
ALIADO COLEGIO UNIDADE JARDIM JAPAO,3550308,93156.23,23.0,0.8908
BRASIL COLEGIO,3550308,93156.23,23.0,0.8908
COLEGIO CML,3550308,93156.23,23.0,0.8908
COLEGIO REDE DECISAO UNIDADE VILA MASCOTE,3550308,93156.23,23.0,0.8908
ALBERT EINSTEIN ETIEP UNIDADE II,3550308,93156.23,23.0,0.8908
ATHENA ESCOLA DE EDUCACAO INFANTIL E BERCARIO,3550308,93156.23,23.0,0.8908
ESC PART PRIMEIRO MUNDO,3550308,93156.23,23.0,0.8908
ESC PART RELUZENTE ESCOLA DE EDUCACAO INFANTIL,3550308,93156.23,23.0,0.8908
EMILIA MARINHO COLEGIO,3550308,93156.23,23.0,0.8908
SATELITE COLEGIO,3550308,93156.23,23.0,0.8908
COLEGIO ADVENTISTA DE PEDREIRA,3550308,93156.23,23.0,0.8908
DOM BOSCO COLEGIO UNIDADE II,3550308,93156.23,23.0,0.8908
SESI 032 CENTRO EDUCACIONAL,3550308,93156.23,23.0,0.8908
MONTEIRO LOBATO COLEGIO,3550308,93156.23,23.0,0.8908
PORTO UNIAO COLEGIO,3550308,93156.23,23.0,0.8908
RAIZES COLEGIO,3550308,93156.23,23.0,0.8908
DELTA COLEGIO,3550308,93156.23,23.0,0.8908
VERUSKA COLEGIO,3550308,93156.23,23.0,0.8908
INSTITUTO DE ENSINO NOVO DINAMICO,3550308,93156.23,23.0,0.8908
AUGUSTO LARANJA COLEGIO UNIDADE I,3550308,93156.23,23.0,0.8908
FORTH COLEGIO,3550308,93156.23,23.0,0.8908
COLEGIO CATAMARA VITA,3550308,93156.23,23.0,0.8908
ITATIAIA COLEGIO,3550308,93156.23,23.0,0.8908
OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA,3550308,93156.23,23.0,0.8908
MZ TRILINGUAL SCHOOL,3550308,93156.23,23.0,0.8908
ESC PART EAGLE BILINGUAL SCHOOL,3550308,93156.23,23.0,0.8908
COSTA ZAVAGLI COLEGIO,3550308,93156.23,23.0,0.8908
SAUDE ESCOLA,3550308,93156.23,23.0,0.8908
PRISMA INSTITUTO DE EDUCACAO E CULTURA,3550308,93156.23,23.0,0.8908
LEMA COLEGIO,3550308,93156.23,23.0,0.8908
INTEGRAR COLEGIO,3550308,93156.23,23.0,0.8908
24 DE MAIO COLEGIO,3550308,93156.23,23.0,0.8908
CETEC COLEGIO,3550308,93156.23,23.0,0.8908
COLEGIO SESI CIC ENSINO FUNDAMENTAL E MEDIO,4106902,67691.3,13.0,0.8897
ESTRELA DE DAVI C E I,4106902,67691.3,13.0,0.8897
MOMENTOS MAGICOS E EI EF,4106902,67691.3,13.0,0.8897
GERACAO DO SABER PORTAO CEI,4106902,67691.3,13.0,0.8897
TERRA FIRME PRE ESC ED INF E ENS FUND,4106902,67691.3,13.0,0.8897
PRE ESCOLA PES NO CHAO LTDA,4106902,67691.3,13.0,0.8897
CENTRO DE EDUCACAO PROFISSIONAL HERRERO,4106902,67691.3,13.0,0.8897
ESC NOSSA,3303302,158314.82,11.0,0.8889
COLEGIO CANADENSE NITEROI,3303302,158314.82,11.0,0.8889
COLEGIO AGORA,3303302,158314.82,11.0,0.8889
ME NINAR CRECHE,3303302,158314.82,11.0,0.8889
PASSO A PASSO CRECHE ESCOLA,3303302,158314.82,11.0,0.8889
COLEGIO M3,3303302,158314.82,11.0,0.8889
ESPACO ABERTO ESCOLA,3303302,158314.82,11.0,0.8889
COLEGIO CASTELO DO SABER,3303302,158314.82,11.0,0.8889
INSTITUTO SOCIAL E EDUCACIONAL GEORGE MULLER,3303302,158314.82,11.0,0.8889
LEGACY SCHOOL REGIAO OCEANICA,3303302,158314.82,11.0,0.8889
EEI PINGO DE MEL E ENSINO FUNDAMENTAL COLEGIO LADS,3509502,80741.47,16.0,0.8887
EDUARDO LANE COLEGIO PRESBITERIANO ASSOCIACAO BETHEL,3509502,80741.47,16.0,0.8887
FLORESTA ENCANTADA PARQUE INFANTIL,3509502,80741.47,16.0,0.8887
BATISTA VISTA ALEGRE COLEGIO,3509502,80741.47,16.0,0.8887
PRIMAVERA BERCARIO E ESCOLA DE EDUCACAO INFANTIL,3509502,80741.47,16.0,0.8887
CENTRO EDUCACIONAL OBJETIVO UNIDADE SAO BERNARDO,3509502,80741.47,16.0,0.8887
DOCTUS COLEGIO UNIDADE III,3509502,80741.47,16.0,0.8887
ALEGRIA DE SABER CENTRO EDUCACIONAL,3509502,80741.47,16.0,0.8887
VIVENDO E APRENDENDO UNIDADE I COLEGIO,3509502,80741.47,16.0,0.8887
COLEGUIUM UNIDADE CASTELO,3106200,56227.29,14.0,0.8886
CRECHE COMUNITARIA RECANTO FELIZ,3106200,56227.29,14.0,0.8886
CENTRO EDUCACIONAL IZA RIZZOTTI,3106200,56227.29,14.0,0.8886
COL DIVERSITAS LTDA,3106200,56227.29,14.0,0.8886
CRECHE COMUNITARIA TIA FRANCISCA,3106200,56227.29,14.0,0.8886
COLEGIO SISTEMA,3106200,56227.29,14.0,0.8886
COLEGIO ADVENTISTA DO BURITIS,3106200,56227.29,14.0,0.8886
ESCOLA CRIATIVA IDADE,3106200,56227.29,14.0,0.8886
COLEGIO BATISTA MINEIRO - UNIDADE CASTELO,3106200,56227.29,14.0,0.8886
COLEGIO SES,3106200,56227.29,14.0,0.8886
CRECHE SAO TIAGO,3106200,56227.29,14.0,0.8886
CEIA - CENTRO INTEGRADO ANDREIA AZEVEDO,3106200,56227.29,14.0,0.8886
COLEGIO SANTA BRANCA,3106200,56227.29,14.0,0.8886
INSTITUTO PADRE ANGELICO LIPANI,3106200,56227.29,14.0,0.8886
BRASILIENSE COLEGIO,3550308,93156.23,22.0,0.8882
PUERI DOMUS ESCOLA ITAIM UNIDADE II,3550308,93156.23,22.0,0.8882
SOTER COLEGIO,3550308,93156.23,22.0,0.8882
ADVENTISTA DE VILA ALPINA COLEGIO,3550308,93156.23,22.0,0.8882
ESC PART PORTINHA ENCANTADA,3550308,93156.23,22.0,0.8882
CERIMAR COLEGIO,3550308,93156.23,22.0,0.8882
NOVA CACHOERINHA UNIDADE I COLEGIO,3550308,93156.23,22.0,0.8882
ESC PART MUNDO MARINHO E E I,3550308,93156.23,22.0,0.8882
ESCOLA BILINGUE PUERI DOMUS UNIDADE V SUMARE,3550308,93156.23,22.0,0.8882
PARAMETROS COLEGIO,3550308,93156.23,22.0,0.8882
GUIMARAES BARBOSA COLEGIO,3550308,93156.23,22.0,0.8882
GENTE MIUDA ESCOLA DE EDUCACAO INFANTIL E PRIMEIRO GRAU,3550308,93156.23,22.0,0.8882
ESC PART CHAVE DO TAMANHO,3550308,93156.23,22.0,0.8882
ESCOLA LUMIAR VILA OLIMPIA,3550308,93156.23,22.0,0.8882
POLICIA MILITAR COLEGIO DA,3550308,93156.23,22.0,0.8882
ESCOLA DA VILA UNIDADE MORUMBI,3550308,93156.23,22.0,0.8882
SAO PAULO COLEGIO,3550308,93156.23,22.0,0.8882
MONFORTE COLEGIO,3550308,93156.23,22.0,0.8882
ESC PART PRIMEIROS PASSOS,3550308,93156.23,22.0,0.8882
KINDER KAMPUS SCHOOL,3550308,93156.23,22.0,0.8882
CIVITATIS COLEGIO,3550308,93156.23,22.0,0.8882
SOUZA LOPES COLEGIO,3550308,93156.23,22.0,0.8882
SANTA HELENA COLEGIO,3550308,93156.23,22.0,0.8882
MATESE MAGISTHER COLEGIO,3550308,93156.23,22.0,0.8882
JARDIM SAO PAULO COLEGIO UNIDADE CANTAREIRA,3550308,93156.23,22.0,0.8882
SAO MATHEUS COLEGIO,3550308,93156.23,22.0,0.8882
CARNEIRO RIBEIRO PROF COLEGIO,3550308,93156.23,22.0,0.8882
FRIBURGO COLEGIO,3550308,93156.23,22.0,0.8882
CENTRO INTERESCOLAR OBJETIVO UNIDADE TEODORO,3550308,93156.23,22.0,0.8882
REGINA MUNDI COLEGIO,3550308,93156.23,22.0,0.8882
SHANGRI LA COLEGIO,3550308,93156.23,22.0,0.8882
NOVA META COLEGIO,3550308,93156.23,22.0,0.8882
ESC PART ESCOLA KAIROS,3550308,93156.23,22.0,0.8882
COLEGIO PASCHOAL DANTAS UNIDADE IV,3550308,93156.23,22.0,0.8882
NOVO HORIZONTE COLEGIO,3550308,93156.23,22.0,0.8882
THEOBALDO DE NIGRIS ESCOLA SENAI,3550308,93156.23,22.0,0.8882
ARRUDA PERSSET COLEGIO,3550308,93156.23,22.0,0.8882
JARDIM ESCOLA CASINHA DO SABER EXTERNATO ELVIRA RAMOS,3550308,93156.23,22.0,0.8882
JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO,3550308,93156.23,22.0,0.8882
ESC PEQUENO ENCANTO,5300108,129790.44,15.0,0.8871
INST SANTA RITA,5300108,129790.44,15.0,0.8871
COL VITORIA,5300108,129790.44,15.0,0.8871
ESC CASA DE BRINQUEDOS,5300108,129790.44,15.0,0.8871
EDUCANDARIO DE FATIMA,5300108,129790.44,15.0,0.8871
COL COC BY PEARSON - UNIDADE PLANALTINA DF,5300108,129790.44,15.0,0.8871
ESC MASTER,5300108,129790.44,15.0,0.8871
CR E PRE-ESCOLA FUNDACAO CABO FRIO,5300108,129790.44,15.0,0.8871
COL LOGOSOFICO GONZALEZ PECOTCHE - UNIDADE BRASILIA,5300108,129790.44,15.0,0.8871
COL BIANGULO ASA NORTE,5300108,129790.44,15.0,0.8871
COL VIP,5300108,129790.44,15.0,0.8871
INSEF - INST DE EDUC FENIX,5300108,129790.44,15.0,0.8871
UNICO EDUCACIONAL,5300108,129790.44,15.0,0.8871
SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE,5300108,129790.44,15.0,0.8871
C DE EDUC PROFISSIONAL DE CEILANDIA,5300108,129790.44,15.0,0.8871
COL MARECHAL DEODORO DA FONSECA CMDF,5300108,129790.44,15.0,0.8871
COL PALOMA,5300108,129790.44,15.0,0.8871
CE PIAGET,5300108,129790.44,15.0,0.8871
REDE DE ENSINO CERTO TAGUATINGA NORTE,5300108,129790.44,15.0,0.8871
CIP - COL INTEGRADO POLIVALENTE - SEDE I,5300108,129790.44,15.0,0.8871
UNYLEYA ESC TECNICA - UNYTECH,5300108,129790.44,15.0,0.8871
ESC CIESB - C INTERNACIONAL EVANGELICO SUICO BRASILEIRO,5300108,129790.44,15.0,0.8871
C EDUCACIONAL SUPERE,5300108,129790.44,15.0,0.8871
ESC DE EDUC INF MIMO DE GENTE SOC SIMP LTDA ME,4314902,78586.94,12.0,0.8868
EEI PROJETO CRIANCA SOGIPA,4314902,78586.94,12.0,0.8868
ESC ENS FUND WALDORF QUERENCIA,4314902,78586.94,12.0,0.8868
COLEGIO LUTERANO DA PAZ,4314902,78586.94,12.0,0.8868
CRECHE RECANTO DA CRIANCA,4314902,78586.94,12.0,0.8868
ESC DE ENSINO FUNDAMENTAL MAE ADMIRAVEL,4314902,78586.94,12.0,0.8868
ESCOLA FUNDAMENTAL SAO FRANCISCO MENINO DEUS,4314902,78586.94,12.0,0.8868
QI ESCOLAS E FACULDADES LTDAALBERTO BINS POA,4314902,78586.94,12.0,0.8868
QI ESCOLAS E FACULDADES LTDA JULIO DE CASTILHOS POA,4314902,78586.94,12.0,0.8868
